dataset,node_id,t,z,y,x,mean_intensity,snr,z_depth_ratio,estimated_radius_um,volume_um3,local_density_r15,eval_result
6bba_fe670320,2924036,68,45.0,80.0,147.0,0.5172339,2.7312105,0.71428573,2.5401762,68.65625,0,FP
6bba_fe670320,2924037,68,41.0,205.0,192.0,0.51335007,3.510926,0.6507937,2.5401762,68.65625,0,FP
6bba_fe670320,2924038,68,53.0,120.0,69.0,0.50300175,1.6745125,0.84126985,2.5401762,68.65625,0,FP
6bba_fe670320,2924039,68,44.0,40.0,180.0,0.49774593,1.8909285,0.6984127,2.5368643,68.38806,0,FP
6bba_fe670320,2924040,68,51.0,199.0,111.0,0.49732852,2.5321095,0.8095238,2.5434792,68.92444,0,FP
6bba_fe670320,2924041,68,58.0,132.0,27.0,0.50067514,2.8348658,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2924042,68,44.0,149.0,177.0,0.4960509,2.3077052,0.6984127,2.5401762,68.65625,0,FP
6bba_fe670320,2924043,68,39.0,205.0,67.0,0.4852198,2.1413882,0.61904764,2.5434792,68.92444,0,TP
6bba_fe670320,2924044,68,40.0,125.0,215.0,0.4887878,2.7775824,0.63492066,2.5401762,68.65625,0,FP
6bba_fe670320,2924045,68,48.0,104.0,122.0,0.48025075,2.099642,0.7619048,2.5401762,68.65625,1,FP
6bba_fe670320,2924046,68,55.0,165.0,66.0,0.48237777,2.9977813,0.8730159,2.5434792,68.92444,0,FP
6bba_fe670320,2924047,68,56.0,153.0,46.0,0.47844678,2.2496662,0.8888889,2.5434792,68.92444,0,FP
6bba_fe670320,2924048,68,48.0,244.0,155.0,0.47878072,4.421895,0.7619048,2.5434792,68.92444,0,FP
6bba_fe670320,2924049,68,46.0,60.0,146.0,0.46617836,1.595115,0.73015875,2.5368643,68.38806,1,FP
6bba_fe670320,2924050,68,51.0,159.0,99.0,0.4672201,2.3421445,0.8095238,2.5401762,68.65625,1,FP
6bba_fe670320,2924051,68,50.0,85.0,24.0,0.46567747,1.3435687,0.7936508,2.5368643,68.38806,2,FP
6bba_fe670320,2924052,68,45.0,94.0,166.0,0.4536377,2.7635317,0.71428573,2.5434792,68.92444,0,TP
6bba_fe670320,2924053,68,44.0,95.0,117.0,0.4511695,1.1592584,0.6984127,2.5302145,67.851685,2,FP
6bba_fe670320,2924054,68,50.0,165.0,108.0,0.4410063,2.0052676,0.7936508,2.5401762,68.65625,1,FP
6bba_fe670320,2924055,68,37.0,216.0,234.0,0.44062883,3.114397,0.5873016,2.5434792,68.92444,0,FP
6bba_fe670320,2924056,68,26.0,110.0,134.0,0.42581594,2.5144427,0.41269842,2.5434792,68.92444,0,TP
6bba_fe670320,2924057,68,53.0,232.0,71.0,0.40605578,2.709527,0.84126985,2.5434792,68.92444,0,FP
6bba_fe670320,2924058,68,40.0,161.0,213.0,0.40416113,2.1892936,0.63492066,2.5401762,68.65625,0,FP
6bba_fe670320,2924059,68,48.0,104.0,57.0,0.3938237,1.3471329,0.7619048,2.5434792,68.92444,0,FP
6bba_fe670320,2924060,68,49.0,225.0,119.0,0.39191446,3.2904234,0.7777778,2.5401762,68.65625,0,FP
6bba_fe670320,2924061,68,40.0,54.0,116.0,0.36552644,1.3116944,0.63492066,2.5401762,68.65625,1,FP
6bba_fe670320,2924062,68,42.0,246.0,188.0,0.36402377,3.0383801,0.6666667,2.5434792,68.92444,0,FP
6bba_fe670320,2924063,68,38.0,244.0,220.0,0.3641181,3.022261,0.6031746,2.5434792,68.92444,0,FP
6bba_fe670320,2924064,68,25.0,88.0,131.0,0.341378,2.0784886,0.3968254,2.5434792,68.92444,0,FP
6bba_fe670320,2924065,68,43.0,228.0,211.0,0.33652142,3.8166368,0.6825397,2.5434792,68.92444,0,FP
6bba_fe670320,2924066,68,24.0,198.0,154.0,0.32907325,1.6276027,0.3809524,2.5434792,68.92444,0,FP
6bba_fe670320,2924067,68,57.0,214.0,22.0,0.2955819,2.7102273,0.9047619,2.5401762,68.65625,0,FP
6bba_fe670320,2924068,69,18.0,133.0,247.0,1.55405,3.5032268,0.2857143,2.5434792,68.92444,2,FP
6bba_fe670320,2924069,69,58.0,15.0,16.0,1.2173761,2.2606623,0.9206349,2.5434792,68.92444,1,FP
6bba_fe670320,2924070,69,58.0,16.0,28.0,1.1939392,1.9685023,0.9206349,2.5434792,68.92444,1,FP
6bba_fe670320,2924071,69,55.0,57.0,69.0,1.1505859,2.7035213,0.8730159,2.5434792,68.92444,0,FP
6bba_fe670320,2924072,69,52.0,13.0,56.0,1.1552718,4.033205,0.82539684,2.5434792,68.92444,1,FP
6bba_fe670320,2924073,69,20.0,43.0,251.0,1.1038861,4.225759,0.31746033,2.5401762,68.65625,0,FP
6bba_fe670320,2924074,69,53.0,15.0,82.0,1.0976102,2.687262,0.84126985,2.5434792,68.92444,1,FP
6bba_fe670320,2924075,69,35.0,40.0,242.0,1.0763693,3.3905206,0.5555556,2.5434792,68.92444,0,FP
6bba_fe670320,2924076,69,41.0,18.0,212.0,0.9851472,2.2082617,0.6507937,2.5434792,68.92444,2,FP
6bba_fe670320,2924077,69,43.0,8.0,200.0,0.9734995,2.182106,0.6825397,2.5434792,68.92444,0,FP
6bba_fe670320,2924078,69,57.0,23.0,63.0,0.97169185,2.0777433,0.9047619,2.5401762,68.65625,1,FP
6bba_fe670320,2924079,69,35.0,29.0,218.0,0.9594489,2.6374636,0.5555556,2.5401762,68.65625,3,FP
6bba_fe670320,2924080,69,43.0,54.0,197.0,0.94349265,5.564367,0.6825397,2.5434792,68.92444,1,FP
6bba_fe670320,2924081,69,12.0,93.0,249.0,0.90852034,3.390284,0.1904762,2.5434792,68.92444,1,FP
6bba_fe670320,2924082,69,35.0,16.0,219.0,0.87839377,1.5549253,0.5555556,2.5434792,68.92444,2,FP
6bba_fe670320,2924083,69,38.0,25.0,189.0,0.8940669,3.2622664,0.6031746,2.5434792,68.92444,1,FP
6bba_fe670320,2924084,69,19.0,5.0,232.0,0.86887664,3.3108742,0.3015873,2.5401762,68.65625,0,FP
6bba_fe670320,2924085,69,40.0,69.0,228.0,0.87740284,2.8298545,0.63492066,2.5401762,68.65625,2,FP
6bba_fe670320,2924086,69,35.0,88.0,234.0,0.87201273,4.700707,0.5555556,2.5401762,68.65625,0,FP
6bba_fe670320,2924087,69,26.0,74.0,235.0,0.8613886,3.3656497,0.41269842,2.5434792,68.92444,0,FP
6bba_fe670320,2924088,69,11.0,72.0,236.0,0.8634394,3.8466685,0.17460318,2.5434792,68.92444,0,FP
6bba_fe670320,2924089,69,39.0,58.0,227.0,0.85826343,2.4159067,0.61904764,2.5401762,68.65625,1,FP
6bba_fe670320,2924090,69,22.0,25.0,239.0,0.8512544,3.5686736,0.34920636,2.5434792,68.92444,1,FP
6bba_fe670320,2924091,69,35.0,45.0,216.0,0.858013,3.0185413,0.5555556,2.5434792,68.92444,2,FP
6bba_fe670320,2924092,69,48.0,7.0,79.0,0.8576028,1.3962679,0.7619048,2.5368643,68.38806,1,FP
6bba_fe670320,2924093,69,41.0,9.0,171.0,0.8529313,2.5233068,0.6507937,2.5434792,68.92444,1,FP
6bba_fe670320,2924094,69,50.0,17.0,103.0,0.828939,2.3165228,0.7936508,2.5434792,68.92444,1,FP
6bba_fe670320,2924095,69,11.0,19.0,231.0,0.83266306,3.7308645,0.17460318,2.5434792,68.92444,1,FP
6bba_fe670320,2924096,69,52.0,48.0,51.0,0.83436173,2.8591557,0.82539684,2.5434792,68.92444,0,FP
6bba_fe670320,2924097,69,45.0,184.0,158.0,0.8355922,5.343533,0.71428573,2.5434792,68.92444,0,FP
6bba_fe670320,2924098,69,27.0,104.0,237.0,0.8039665,3.5653632,0.42857143,2.5434792,68.92444,2,FP
6bba_fe670320,2924099,69,55.0,57.0,22.0,0.7833389,2.4948905,0.8730159,2.5434792,68.92444,1,FP
6bba_fe670320,2924100,69,11.0,45.0,178.0,0.7722574,5.0520124,0.17460318,2.5434792,68.92444,0,FP
6bba_fe670320,2924101,69,49.0,75.0,8.0,0.75444996,3.9003582,0.7777778,2.5401762,68.65625,0,FP
6bba_fe670320,2924102,69,36.0,77.0,216.0,0.7460581,3.398913,0.5714286,2.5401762,68.65625,1,FP
6bba_fe670320,2924103,69,49.0,42.0,105.0,0.75257343,4.0215745,0.7777778,2.5434792,68.92444,1,FP
6bba_fe670320,2924104,69,40.0,18.0,106.0,0.73952466,1.7464408,0.63492066,2.5434792,68.92444,1,FP
6bba_fe670320,2924105,69,48.0,14.0,140.0,0.7363704,4.1914473,0.7619048,2.5401762,68.65625,1,FP
6bba_fe670320,2924106,69,48.0,19.0,141.0,0.73447937,3.7695618,0.7619048,2.5401762,68.65625,1,FP
6bba_fe670320,2924107,69,58.0,60.0,36.0,0.7230567,1.673506,0.9206349,2.5368643,68.38806,1,FP
6bba_fe670320,2924108,69,4.0,51.0,234.0,0.7150858,1.7478734,0.06349207,2.5335438,68.11987,0,FP
6bba_fe670320,2924109,69,5.0,132.0,246.0,0.7140005,0.28052664,0.07936508,2.4077017,58.465088,2,FP
6bba_fe670320,2924110,69,51.0,71.0,121.0,0.7155722,2.231132,0.8095238,2.5434792,68.92444,1,FP
6bba_fe670320,2924111,69,55.0,120.0,54.0,0.7124507,3.1553404,0.8730159,2.5434792,68.92444,0,FP
6bba_fe670320,2924112,69,4.0,86.0,240.0,0.7017974,1.3233244,0.06349207,2.5434792,68.92444,1,FP
6bba_fe670320,2924113,69,55.0,82.0,49.0,0.7038446,3.3186197,0.8730159,2.5434792,68.92444,0,FP
6bba_fe670320,2924114,69,46.0,41.0,161.0,0.6925453,2.3873074,0.73015875,2.5434792,68.92444,1,FP
6bba_fe670320,2924115,69,4.0,138.0,249.0,0.68997186,0.41991287,0.06349207,2.4113774,58.733276,2,FP
6bba_fe670320,2924116,69,30.0,43.0,206.0,0.6915362,1.8745589,0.47619048,2.5401762,68.65625,1,FP
6bba_fe670320,2924117,69,50.0,61.0,96.0,0.69991,4.7563815,0.7936508,2.5434792,68.92444,0,FP
6bba_fe670320,2924118,69,27.0,2.0,217.0,0.67348367,1.3138105,0.42857143,2.42597,59.80603,0,FP
6bba_fe670320,2924119,69,42.0,86.0,191.0,0.67729694,3.4182215,0.6666667,2.5434792,68.92444,0,FP
6bba_fe670320,2924120,69,37.0,111.0,239.0,0.66220456,1.7148254,0.5873016,2.5434792,68.92444,1,FP
6bba_fe670320,2924121,69,20.0,77.0,190.0,0.67108643,3.3538928,0.31746033,2.5434792,68.92444,0,FP
6bba_fe670320,2924122,69,50.0,39.0,123.0,0.65538067,2.7815607,0.7936508,2.5368643,68.38806,0,TP
6bba_fe670320,2924123,69,43.0,84.0,62.0,0.66037524,2.7463264,0.6825397,2.5434792,68.92444,0,FP
6bba_fe670320,2924124,69,20.0,116.0,236.0,0.6347495,0.6861708,0.31746033,2.472224,63.29248,1,FP
6bba_fe670320,2924125,69,33.0,16.0,183.0,0.6363029,1.1949445,0.52380955,2.5434792,68.92444,1,FP
6bba_fe670320,2924126,69,40.0,30.0,168.0,0.6251996,1.8952712,0.63492066,2.5434792,68.92444,2,FP
6bba_fe670320,2924127,69,44.0,19.0,167.0,0.6211271,1.2629137,0.6984127,2.5335438,68.11987,2,FP
6bba_fe670320,2924128,69,37.0,159.0,237.0,0.6228911,3.884627,0.5873016,2.5401762,68.65625,0,FP
6bba_fe670320,2924129,69,58.0,100.0,23.0,0.6151671,1.9541792,0.9206349,2.5434792,68.92444,1,FP
6bba_fe670320,2924130,69,59.0,99.0,15.0,0.6179874,1.949647,0.93650794,2.5401762,68.65625,1,FP
6bba_fe670320,2924131,69,52.0,31.0,49.0,0.60424894,1.1333431,0.82539684,2.5335438,68.11987,0,FP
6bba_fe670320,2924132,69,39.0,111.0,222.0,0.60748667,3.0872314,0.61904764,2.5401762,68.65625,0,FP
6bba_fe670320,2924133,69,36.0,57.0,209.0,0.6004087,1.2991215,0.5714286,2.4617038,62.487915,2,FP
6bba_fe670320,2924134,69,46.0,82.0,117.0,0.60263735,1.7302792,0.73015875,2.5401762,68.65625,1,FP
6bba_fe670320,2924135,69,26.0,223.0,144.0,0.5963325,2.668136,0.41269842,2.5434792,68.92444,0,TP
6bba_fe670320,2924136,69,22.0,26.0,213.0,0.582311,1.9296186,0.34920636,2.5434792,68.92444,1,FP
6bba_fe670320,2924137,69,40.0,53.0,142.0,0.57275033,2.734401,0.63492066,2.5434792,68.92444,1,FP
6bba_fe670320,2924138,69,51.0,97.0,111.0,0.5631824,2.541545,0.8095238,2.5302145,67.851685,0,FP
6bba_fe670320,2924139,69,9.0,158.0,251.0,0.5614075,3.5356092,0.14285715,2.5434792,68.92444,0,FP
6bba_fe670320,2924140,69,50.0,91.0,35.0,0.54872525,2.3678722,0.7936508,2.5434792,68.92444,0,FP
6bba_fe670320,2924141,69,57.0,188.0,37.0,0.55083776,2.9518306,0.9047619,2.5434792,68.92444,0,FP
6bba_fe670320,2924142,69,40.0,102.0,203.0,0.5473786,2.8422923,0.63492066,2.5401762,68.65625,0,FP
6bba_fe670320,2924143,69,58.0,242.0,26.0,0.5502171,5.384243,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2924144,69,51.0,132.0,111.0,0.5436727,2.8892767,0.8095238,2.5434792,68.92444,0,FP
6bba_fe670320,2924145,69,52.0,95.0,77.0,0.53590876,2.7176843,0.82539684,2.5434792,68.92444,0,FP
6bba_fe670320,2924146,69,46.0,129.0,157.0,0.52172744,3.1429906,0.73015875,2.5434792,68.92444,0,FP
6bba_fe670320,2924147,69,41.0,65.0,174.0,0.5154408,4.1120896,0.6507937,2.5401762,68.65625,0,FP
6bba_fe670320,2924148,69,45.0,4.0,6.0,0.5106132,1.3912729,0.71428573,2.5401762,68.65625,0,FP
6bba_fe670320,2924149,69,37.0,207.0,72.0,0.5047477,2.0913136,0.5873016,2.5434792,68.92444,0,TP
6bba_fe670320,2924150,69,47.0,147.0,140.0,0.50984377,3.4811668,0.74603176,2.5434792,68.92444,0,FP
6bba_fe670320,2924151,69,41.0,211.0,196.0,0.50807244,3.5720391,0.6507937,2.5434792,68.92444,0,FP
6bba_fe670320,2924152,69,43.0,44.0,181.0,0.4925736,1.8811002,0.6825397,2.5335438,68.11987,0,FP
6bba_fe670320,2924153,69,50.0,199.0,110.0,0.49356815,2.6506548,0.7936508,2.5434792,68.92444,0,FP
6bba_fe670320,2924154,69,45.0,62.0,148.0,0.49268612,2.0490024,0.71428573,2.5401762,68.65625,1,FP
6bba_fe670320,2924155,69,58.0,134.0,26.0,0.48964807,2.693667,0.9206349,2.5434792,68.92444,0,FP
6bba_fe670320,2924156,69,44.0,152.0,181.0,0.49051923,2.474516,0.6984127,2.5434792,68.92444,0,FP
6bba_fe670320,2924157,69,45.0,82.0,151.0,0.48233056,2.8759625,0.71428573,2.5401762,68.65625,0,FP
6bba_fe670320,2924158,69,52.0,127.0,73.0,0.48447207,2.0169966,0.82539684,2.5401762,68.65625,0,FP
6bba_fe670320,2924159,69,40.0,130.0,217.0,0.4751183,2.9779267,0.63492066,2.5401762,68.65625,0,FP
6bba_fe670320,2924160,69,55.0,168.0,67.0,0.47099862,3.2942016,0.8730159,2.5434792,68.92444,0,FP
6bba_fe670320,2924161,69,44.0,32.0,76.0,0.46904948,1.3862888,0.6984127,2.5401762,68.65625,0,FP
6bba_fe670320,2924162,69,36.0,220.0,236.0,0.4639025,3.1261475,0.5714286,2.5401762,68.65625,0,FP
6bba_fe670320,2924163,69,48.0,110.0,125.0,0.46014214,2.639592,0.7619048,2.5401762,68.65625,0,FP
6bba_fe670320,2924164,69,44.0,99.0,169.0,0.4597973,3.2416759,0.6984127,2.5401762,68.65625,0,TP
6bba_fe670320,2924165,69,51.0,162.0,101.0,0.45006242,2.530693,0.8095238,2.5401762,68.65625,1,FP
6bba_fe670320,2924166,69,55.0,156.0,47.0,0.4343385,2.2408128,0.8730159,2.5401762,68.65625,0,FP
6bba_fe670320,2924167,69,44.0,223.0,166.0,0.43408078,3.3721132,0.6984127,2.5401762,68.65625,0,FP
6bba_fe670320,2924168,69,25.0,117.0,135.0,0.42576152,2.676375,0.3968254,2.5434792,68.92444,0,TP
6bba_fe670320,2924169,69,53.0,236.0,71.0,0.42226973,2.8440928,0.84126985,2.5401762,68.65625,0,FP
6bba_fe670320,2924170,69,50.0,168.0,112.0,0.41220456,2.031691,0.7936508,2.5434792,68.92444,1,FP
6bba_fe670320,2924171,69,47.0,249.0,152.0,0.41285065,4.1977487,0.74603176,2.5434792,68.92444,0,FP
6bba_fe670320,2924172,69,40.0,168.0,216.0,0.40041158,2.2460673,0.63492066,2.5434792,68.92444,0,FP
6bba_fe670320,2924173,69,39.0,54.0,120.0,0.36677873,1.3948148,0.61904764,2.5401762,68.65625,0,FP
6bba_fe670320,2924174,69,48.0,229.0,121.0,0.35795125,3.224959,0.7619048,2.5368643,68.38806,0,FP
6bba_fe670320,2924175,69,42.0,248.0,187.0,0.35678974,3.1952822,0.6666667,2.5434792,68.92444,0,FP
6bba_fe670320,2924176,69,37.0,247.0,225.0,0.35112375,3.2185402,0.5873016,2.5434792,68.92444,0,FP
6bba_fe670320,2924177,69,41.0,36.0,95.0,0.32239097,0.7206457,0.6507937,2.5235295,67.31531,1,FP
6bba_fe670320,2924178,69,42.0,231.0,212.0,0.31393012,3.485955,0.6666667,2.5434792,68.92444,0,FP
6bba_fe670320,2924179,69,57.0,218.0,22.0,0.29256198,2.6961653,0.9047619,2.5434792,68.92444,0,FP
6bba_fe670320,2924180,70,17.0,149.0,249.0,1.438255,2.8081365,0.26984128,2.5434792,68.92444,0,FP
6bba_fe670320,2924181,70,31.0,6.0,252.0,1.4045628,3.8650289,0.4920635,2.5401762,68.65625,0,FP
6bba_fe670320,2924182,70,59.0,22.0,21.0,1.1504008,1.9946941,0.93650794,2.5368643,68.38806,0,FP
6bba_fe670320,2924183,70,50.0,16.0,58.0,1.0846667,3.7860332,0.7936508,2.5434792,68.92444,1,FP
6bba_fe670320,2924184,70,34.0,49.0,245.0,1.0669246,3.1222265,0.53968257,2.5434792,68.92444,1,FP
6bba_fe670320,2924185,70,37.0,50.0,251.0,1.0345803,2.5069964,0.5873016,2.5434792,68.92444,1,FP
6bba_fe670320,2924186,70,40.0,26.0,216.0,1.0078293,2.369295,0.63492066,2.5434792,68.92444,1,FP
6bba_fe670320,2924187,70,51.0,20.0,83.0,0.96814203,2.3074994,0.8095238,2.5302145,67.851685,1,FP
6bba_fe670320,2924188,70,15.0,10.0,227.0,0.96378636,3.5846121,0.23809524,2.5434792,68.92444,1,FP
6bba_fe670320,2924189,70,56.0,27.0,64.0,0.96047246,2.1854565,0.8888889,2.5401762,68.65625,2,FP
6bba_fe670320,2924190,70,36.0,5.0,211.0,0.95976466,2.6468124,0.5714286,2.5434792,68.92444,1,FP
6bba_fe670320,2924191,70,54.0,25.0,74.0,0.95886445,2.0708797,0.85714287,2.5434792,68.92444,2,FP
6bba_fe670320,2924192,70,55.0,65.0,71.0,0.92016816,2.0523689,0.8730159,2.5434792,68.92444,0,FP
6bba_fe670320,2924193,70,36.0,10.0,232.0,0.9086329,2.6696718,0.5714286,2.5434792,68.92444,0,FP
6bba_fe670320,2924194,70,42.0,17.0,203.0,0.9044587,1.9652644,0.6666667,2.5434792,68.92444,0,FP
6bba_fe670320,2924195,70,49.0,22.0,105.0,0.8933446,2.4542723,0.7777778,2.5434792,68.92444,3,FP
6bba_fe670320,2924196,70,33.0,89.0,240.0,0.8939689,2.5478218,0.52380955,2.5434792,68.92444,2,FP
6bba_fe670320,2924197,70,36.0,42.0,227.0,0.89561313,2.9375353,0.5714286,2.5434792,68.92444,1,FP
6bba_fe670320,2924198,70,33.0,23.0,220.0,0.8779255,1.313628,0.52380955,2.5401762,68.65625,2,FP
6bba_fe670320,2924199,70,10.0,98.0,250.0,0.872746,3.0941842,0.15873016,2.5434792,68.92444,0,FP
6bba_fe670320,2924200,70,37.0,33.0,195.0,0.8815552,3.4902127,0.5873016,2.5434792,68.92444,0,FP
6bba_fe670320,2924201,70,45.0,49.0,162.0,0.88465506,3.6599157,0.71428573,2.5434792,68.92444,0,FP
6bba_fe670320,2924202,70,24.0,82.0,241.0,0.8672361,2.5856771,0.3809524,2.5401762,68.65625,2,FP
6bba_fe670320,2924203,70,38.0,79.0,239.0,0.8722813,3.102339,0.6031746,2.5434792,68.92444,2,FP
6bba_fe670320,2924204,70,56.0,63.0,5.0,0.87061167,4.0517354,0.8888889,2.5434792,68.92444,1,FP
6bba_fe670320,2924205,70,13.0,45.0,246.0,0.8584449,2.2409775,0.20634921,2.5434792,68.92444,1,FP
6bba_fe670320,2924206,70,21.0,34.0,245.0,0.85516,3.0285704,0.33333334,2.5401762,68.65625,2,FP
6bba_fe670320,2924207,70,9.0,32.0,238.0,0.8583251,3.556872,0.14285715,2.5434792,68.92444,1,FP
6bba_fe670320,2924208,70,55.0,63.0,25.0,0.8505067,2.7057219,0.8730159,2.5434792,68.92444,0,FP
6bba_fe670320,2924209,70,40.0,73.0,218.0,0.85327625,4.863059,0.63492066,2.5401762,68.65625,1,FP
6bba_fe670320,2924210,70,46.0,6.0,168.0,0.83284456,2.3149364,0.73015875,2.5368643,68.38806,1,FP
6bba_fe670320,2924211,70,41.0,63.0,198.0,0.8429496,4.0596347,0.6507937,2.5401762,68.65625,0,FP
6bba_fe670320,2924212,70,39.0,24.0,106.0,0.81973404,1.8460219,0.61904764,2.5434792,68.92444,2,FP
6bba_fe670320,2924213,70,44.0,17.0,101.0,0.80753094,1.4044969,0.6984127,2.5434792,68.92444,3,FP
6bba_fe670320,2924214,70,52.0,56.0,54.0,0.8109283,2.802889,0.82539684,2.5434792,68.92444,0,FP
6bba_fe670320,2924215,70,9.0,79.0,238.0,0.7987688,3.0268388,0.14285715,2.5401762,68.65625,0,FP
6bba_fe670320,2924216,70,27.0,116.0,244.0,0.7887,3.2991104,0.42857143,2.5368643,68.38806,1,FP
6bba_fe670320,2924217,70,54.0,12.0,100.0,0.784867,1.1821452,0.85714287,2.5434792,68.92444,2,FP
6bba_fe670320,2924218,70,47.0,45.0,106.0,0.7969321,3.8522072,0.74603176,2.5401762,68.65625,0,FP
6bba_fe670320,2924219,70,33.0,55.0,221.0,0.78375995,2.486278,0.52380955,2.5434792,68.92444,2,FP
6bba_fe670320,2924220,70,35.0,87.0,216.0,0.78671813,4.47858,0.5555556,2.5434792,68.92444,1,FP
6bba_fe670320,2924221,70,47.0,5.0,76.0,0.7742538,2.248991,0.74603176,2.5268764,67.583496,0,FP
6bba_fe670320,2924222,70,46.0,6.0,124.0,0.7612884,3.335875,0.73015875,2.5434792,68.92444,0,FP
6bba_fe670320,2924223,70,26.0,13.0,218.0,0.7481089,1.369926,0.41269842,2.5335438,68.11987,3,FP
6bba_fe670320,2924224,70,53.0,86.0,50.0,0.74888206,3.0421433,0.84126985,2.5401762,68.65625,2,FP
6bba_fe670320,2924225,70,10.0,178.0,247.0,0.7465046,6.5270457,0.15873016,2.5434792,68.92444,0,FP
6bba_fe670320,2924226,70,39.0,31.0,172.0,0.72028357,2.7480705,0.61904764,2.5434792,68.92444,1,FP
6bba_fe670320,2924227,70,39.0,63.0,145.0,0.71476275,4.6846256,0.61904764,2.5434792,68.92444,0,FP
6bba_fe670320,2924228,70,39.0,17.0,175.0,0.6927921,1.7868826,0.61904764,2.5434792,68.92444,3,FP
6bba_fe670320,2924229,70,57.0,142.0,4.0,0.6963492,2.4276054,0.9047619,2.5434792,68.92444,0,FP
6bba_fe670320,2924230,70,58.0,68.0,42.0,0.69251984,1.7608082,0.9206349,2.5401762,68.65625,0,FP
6bba_fe670320,2924231,70,42.0,93.0,190.0,0.6842877,3.5810108,0.6666667,2.5434792,68.92444,0,FP
6bba_fe670320,2924232,70,47.0,29.0,143.0,0.6813731,4.7533894,0.74603176,2.5434792,68.92444,0,FP
6bba_fe670320,2924233,70,54.0,120.0,56.0,0.6782478,2.9016898,0.85714287,2.5434792,68.92444,0,FP
6bba_fe670320,2924234,70,57.0,106.0,26.0,0.67547476,2.274961,0.9047619,2.5434792,68.92444,1,FP
6bba_fe670320,2924235,70,51.0,73.0,126.0,0.66791767,2.0399215,0.8095238,2.5434792,68.92444,1,FP
6bba_fe670320,2924236,70,36.0,124.0,240.0,0.656368,2.0451074,0.5714286,2.5434792,68.92444,1,FP
6bba_fe670320,2924237,70,47.0,74.0,6.0,0.64523935,2.2557657,0.74603176,2.5434792,68.92444,1,FP
6bba_fe670320,2924238,70,58.0,105.0,19.0,0.6494788,2.1711147,0.9206349,2.5401762,68.65625,1,FP
6bba_fe670320,2924239,70,20.0,126.0,234.0,0.6322377,1.482761,0.31746033,2.5434792,68.92444,0,FP
6bba_fe670320,2924240,70,49.0,64.0,97.0,0.6382485,4.3183384,0.7777778,2.5434792,68.92444,0,FP
6bba_fe670320,2924241,70,45.0,207.0,159.0,0.64048797,9.106364,0.71428573,2.5434792,68.92444,0,FP
6bba_fe670320,2924242,70,23.0,47.0,220.0,0.6178603,1.3330954,0.36507937,2.5168092,66.77893,1,FP
6bba_fe670320,2924243,70,41.0,45.0,184.0,0.6194937,3.0123627,0.6507937,2.5401762,68.65625,0,FP
6bba_fe670320,2924244,70,50.0,46.0,122.0,0.61431056,1.9868951,0.7936508,2.5368643,68.38806,2,FP
6bba_fe670320,2924245,70,51.0,41.0,122.0,0.6042816,2.0131109,0.8095238,2.5434792,68.92444,1,FP
6bba_fe670320,2924246,70,37.0,164.0,238.0,0.59943235,3.3465796,0.5873016,2.5434792,68.92444,0,FP
6bba_fe670320,2924247,70,46.0,178.0,150.0,0.60823804,7.840336,0.73015875,2.5434792,68.92444,0,FP
6bba_fe670320,2924248,70,51.0,40.0,50.0,0.5881439,1.6390079,0.8095238,2.5368643,68.38806,0,FP
6bba_fe670320,2924249,70,18.0,101.0,182.0,0.58996606,2.900553,0.2857143,2.5434792,68.92444,0,FP
6bba_fe670320,2924250,70,11.0,60.0,182.0,0.5880314,4.0717916,0.17460318,2.5434792,68.92444,0,FP
6bba_fe670320,2924251,70,43.0,83.0,57.0,0.5849353,2.017709,0.6825397,2.5434792,68.92444,1,FP
6bba_fe670320,2924252,70,48.0,96.0,41.0,0.59056854,2.25173,0.7619048,2.5401762,68.65625,1,FP
6bba_fe670320,2924253,70,32.0,17.0,181.0,0.5817229,1.3136617,0.50793654,2.5401762,68.65625,1,FP
6bba_fe670320,2924254,70,39.0,111.0,202.0,0.5818972,3.945093,0.61904764,2.5401762,68.65625,0,FP
6bba_fe670320,2924255,70,38.0,116.0,223.0,0.57621664,3.616239,0.6031746,2.5401762,68.65625,0,FP
6bba_fe670320,2924256,70,16.0,5.0,112.0,0.57023126,2.619844,0.25396827,2.5434792,68.92444,0,FP
6bba_fe670320,2924257,70,51.0,103.0,107.0,0.56765056,2.830879,0.8095238,2.5401762,68.65625,2,FP
6bba_fe670320,2924258,70,50.0,100.0,78.0,0.5588703,3.2294362,0.7936508,2.5401762,68.65625,0,FP
6bba_fe670320,2924259,70,41.0,218.0,193.0,0.55331314,3.3740053,0.6507937,2.5434792,68.92444,0,FP
6bba_fe670320,2924260,70,45.0,11.0,8.0,0.5510628,1.135954,0.71428573,2.5401762,68.65625,0,FP
6bba_fe670320,2924261,70,49.0,133.0,113.0,0.54959637,2.4966676,0.7777778,2.5401762,68.65625,0,FP
6bba_fe670320,2924262,70,44.0,92.0,116.0,0.54677975,1.9855473,0.6984127,2.5368643,68.38806,1,FP
6bba_fe670320,2924263,70,42.0,99.0,115.0,0.5327654,1.9081433,0.6666667,2.5434792,68.92444,3,FP
6bba_fe670320,2924264,70,55.0,191.0,41.0,0.5331611,3.0948563,0.8730159,2.5434792,68.92444,0,FP
