dataset,gt_nodes,est_nodes,pred_nodes,node_tp,node_fp,node_fn,node_recall,node_precision,node_f1,pre_pe_ratio,gt_edges,pred_edges,edge_tp,edge_fp,edge_fn,edge_recall,edge_precision,edge_f1,official_edge_tp,official_edge_fp,official_edge_fn,official_jaccard,official_dice,post_node_recall,final_pe_ratio,pass1_edges,pass2_edges
6bba_edf14583,801,59242,86188,799,85389,2,0.9975031210986267,0.009270432078711654,0.01837013875317569,1.4548462239627291,760,74526,650,73876,110,0.8552631578947368,0.008721788369159756,0.01726748665090455,650,119,110,0.7394766780432309,0.8502289077828646,0.9962546816479401,1.3831234597076398,71600,2926
6bba_eebc57a5,1026,9347,11689,985,10704,41,0.9600389863547758,0.08426725981692189,0.15493511600471885,1.2505616775435968,989,9841,747,9094,242,0.7553083923154702,0.0759069200284524,0.13795013850415513,745,228,244,0.6121610517666393,0.7594291539245668,0.9532163742690059,1.1873328340644056,9548,293
6bba_ef7b4f7e,1234,6107,6352,1221,5131,13,0.9894651539708266,0.1922229219143577,0.3219087793303454,1.0401178974946783,1201,5527,1139,4388,62,0.948376353039134,0.2060792473312828,0.3385850178359096,1139,14,62,0.9374485596707819,0.967714528462192,0.9813614262560778,0.9723268380546913,5429,98
6bba_f17befbc,1078,24963,37942,1040,36902,38,0.9647495361781077,0.02741025776184703,0.05330599692465403,1.5199294956535674,1015,29184,788,28396,227,0.7763546798029557,0.02700109649122807,0.05218715851518262,788,180,227,0.6594142259414226,0.794755421079173,0.9628942486085343,1.3799623442695188,27840,1344
6bba_f1fde7e0,476,9040,19154,462,18692,14,0.9705882352941176,0.0241202881904563,0.047070809984717264,2.118805309734513,446,12121,277,11844,169,0.6210762331838565,0.0228528999257487,0.04408371130739237,277,121,169,0.48853615520282184,0.6563981042654028,0.9327731092436975,1.7559734513274337,11130,991
6bba_f20478e9,1003,5973,9091,995,8096,8,0.9920239282153539,0.1094489055109449,0.19714681989300573,1.5220157374853507,963,6299,764,5535,199,0.7933541017653167,0.12128909350690585,0.21041035527402918,764,115,199,0.7087198515769945,0.8295331161780674,0.9680957128614157,1.2995144818349238,6125,174
6bba_f4ae811c,1001,8903,10360,974,9386,27,0.973026973026973,0.09401544401544401,0.17146377959686646,1.163652701336628,965,8568,843,7725,122,0.8735751295336788,0.09838935574229692,0.17685933074583027,843,48,122,0.8321816386969397,0.9084051724137931,0.9660339660339661,1.0961473660563854,8443,125
6bba_f8ffd5e7,389,29540,41760,387,41373,2,0.9948586118251928,0.009267241379310344,0.018363424992289257,1.4136763710223426,370,34138,312,33826,58,0.8432432432432433,0.00913937547600914,0.018082763417178627,311,51,59,0.7387173396674585,0.8497267759562842,0.987146529562982,1.3292823290453621,33168,970
6bba_fbc898dc,655,4889,5311,655,4656,0,1.0,0.12332893993598193,0.21957760643647337,1.0863162200859071,639,4733,608,4125,31,0.9514866979655712,0.12845975068666807,0.22635889798957556,610,20,29,0.9256449165402124,0.9613869188337274,0.9969465648854962,1.0384536715074657,4662,71
6bba_fc516dc6,788,7866,9374,763,8611,25,0.9682741116751269,0.08139534883720931,0.15016728990356232,1.1917111619628782,762,7130,554,6576,208,0.7270341207349081,0.07769985974754558,0.14039533705017737,554,120,208,0.6281179138321995,0.7715877437325905,0.9263959390862944,1.080091533180778,7008,122
6bba_fc5f39dc,471,14020,19221,421,18800,50,0.8938428874734607,0.02190312678840851,0.04275848060125939,1.3709700427960057,458,16270,352,15918,106,0.7685589519650655,0.021634910878918254,0.042085126733620276,352,22,106,0.7333333333333333,0.8461538461538461,0.881104033970276,1.300071326676177,15762,508
6bba_fc83837d,957,13087,25193,901,24292,56,0.9414838035527691,0.03576390267137697,0.06891013384321223,1.9250401161457935,923,19754,680,19074,243,0.7367280606717227,0.03442340791738382,0.06577356483048796,682,209,241,0.6024734982332155,0.7519294377067255,0.9362591431556949,1.7687781768166884,18772,982
6bba_fe670320,716,10836,16287,698,15589,18,0.9748603351955307,0.04285626573340701,0.08210315826618832,1.5030454042081949,680,12050,521,11529,159,0.7661764705882353,0.043236514522821574,0.08185388845247446,523,128,157,0.6472772277227723,0.7858752817430503,0.952513966480447,1.3282576596530085,11687,363
