dataset,noise_ratio,n_gt_nodes,n_noise_nodes,n_gt_edges,n_pred_edges,tp_edges,fp_edges,culled_gt,kept_gt,culled_noise,kept_noise,gt_erase_rate,noise_purge_rate,pre_pe_ratio,post_pe_ratio,edge_precision,edge_recall
44b6_8f5ab931,1.0,616,616,604,654,604,50,0,616,523,93,0.0,0.849026,2.0397,1.0841,0.9235,1.0
44b6_8f9ecab4,1.0,374,374,370,460,370,90,0,374,223,151,0.0,0.596257,2.0216,1.1413,0.8043,1.0
44b6_90724892,1.0,105,105,103,113,103,10,0,105,86,19,0.0,0.819048,2.0388,1.0973,0.9115,1.0
44b6_949adeb1,1.0,388,388,378,397,377,20,0,388,350,38,0.0,0.902062,2.0529,1.073,0.9496,0.9974
44b6_95029e92,1.0,200,200,198,229,198,31,0,200,148,52,0.0,0.74,2.0202,1.1004,0.8646,1.0
44b6_97725144,1.0,225,225,221,224,220,4,1,224,217,8,0.004444,0.964444,2.0362,1.0357,0.9821,0.9955
44b6_996155de,1.0,380,380,377,431,376,55,0,380,280,100,0.0,0.736842,2.0159,1.1137,0.8724,0.9973
44b6_9be80b04,1.0,222,222,220,347,219,128,0,222,49,173,0.0,0.220721,2.0182,1.1383,0.6311,0.9955
44b6_9bfa6a0a,1.0,264,264,259,288,258,30,0,264,208,56,0.0,0.787879,2.0386,1.1111,0.8958,0.9961
44b6_a21120c2,1.0,296,296,286,293,282,11,0,296,277,19,0.0,0.935811,2.0699,1.0751,0.9625,0.986
44b6_a2bb48bb,1.0,416,416,410,473,406,67,0,416,294,122,0.0,0.706731,2.0293,1.1374,0.8584,0.9902
44b6_aaf8b0ea,1.0,209,209,206,220,205,15,0,209,181,28,0.0,0.866029,2.0291,1.0773,0.9318,0.9951
44b6_abf82518,1.0,96,96,94,104,94,10,0,96,78,18,0.0,0.8125,2.0426,1.0962,0.9038,1.0
44b6_b2c44266,1.0,170,170,168,200,168,32,0,170,114,56,0.0,0.670588,2.0238,1.13,0.84,1.0
44b6_c15fded2,1.0,104,104,102,102,95,7,1,103,97,7,0.009615,0.932692,2.0392,1.0784,0.9314,0.9314
44b6_c50204e0,1.0,333,333,325,377,323,54,0,333,242,91,0.0,0.726727,2.0492,1.1247,0.8568,0.9938
44b6_c771cb04,1.0,227,227,223,241,222,19,0,227,193,34,0.0,0.85022,2.0359,1.083,0.9212,0.9955
44b6_c8e2a523,1.0,168,168,164,162,159,3,0,168,162,6,0.0,0.964286,2.0488,1.0741,0.9815,0.9695
44b6_c96cfa10,1.0,629,629,616,661,616,45,0,629,547,82,0.0,0.869634,2.0422,1.0756,0.9319,1.0
44b6_cf2536e8,1.0,76,76,75,133,75,58,0,76,7,69,0.0,0.092105,2.0267,1.0902,0.5639,1.0
44b6_cf8fed6b,1.0,191,191,188,189,185,4,0,191,184,7,0.0,0.963351,2.0319,1.0476,0.9788,0.984
44b6_d29c9ab2,1.0,1353,1353,1328,1443,1292,151,3,1350,1090,263,0.002217,0.805617,2.0377,1.1178,0.8954,0.9729
44b6_d2f34f90,1.0,283,283,281,325,279,46,0,283,199,84,0.0,0.70318,2.0142,1.1292,0.8585,0.9929
44b6_d5e7d891,1.0,906,906,893,974,891,83,1,905,752,154,0.001104,0.830022,2.0291,1.0873,0.9148,0.9978
44b6_d754aa59,1.0,72,72,70,71,64,7,1,71,62,10,0.013889,0.861111,2.0571,1.1408,0.9014,0.9143
44b6_d78e09d9,1.0,463,463,451,480,449,31,0,463,406,57,0.0,0.87689,2.0532,1.0833,0.9354,0.9956
44b6_db3c847b,1.0,165,165,162,164,162,2,0,165,161,4,0.0,0.975758,2.037,1.0305,0.9878,1.0
44b6_ddf577ad,1.0,659,659,647,792,646,146,0,659,409,250,0.0,0.620637,2.0371,1.1477,0.8157,0.9985
44b6_deabac95,1.0,126,126,124,139,123,16,0,126,96,30,0.0,0.761905,2.0323,1.1223,0.8849,0.9919
44b6_e28840c6,1.0,311,311,309,425,306,119,0,311,123,188,0.0,0.395498,2.0129,1.1741,0.72,0.9903
44b6_e29f0176,1.0,51,51,50,48,46,2,2,49,49,2,0.039216,0.960784,2.04,1.0625,0.9583,0.92
44b6_e31261b4,1.0,116,116,113,115,113,2,0,116,112,4,0.0,0.965517,2.0531,1.0435,0.9826,1.0
44b6_e35b117d,1.0,270,270,266,271,266,5,0,270,260,10,0.0,0.962963,2.0301,1.0332,0.9815,1.0
44b6_e57ff5c6,1.0,193,193,186,180,169,11,5,188,181,12,0.025907,0.937824,2.0753,1.1111,0.9389,0.9086
44b6_eb2880fc,1.0,390,390,379,404,377,27,0,390,342,48,0.0,0.876923,2.058,1.0842,0.9332,0.9947
44b6_f28707c6,1.0,63,63,61,59,55,4,0,63,61,2,0.0,0.968254,2.0656,1.1017,0.9322,0.9016
6bba_05b6850b,1.0,861,861,845,904,841,63,1,860,734,127,0.001161,0.852497,2.0379,1.0918,0.9303,0.9953
6bba_05db0fb1,1.0,1229,1229,1183,1297,1169,128,1,1228,997,232,0.000814,0.811229,2.0778,1.1257,0.9013,0.9882
6bba_062c8d37,1.0,930,930,898,956,884,72,0,930,781,149,0.0,0.839785,2.0713,1.1287,0.9247,0.9844
6bba_07477033,1.0,613,613,602,658,601,57,0,613,501,112,0.0,0.817292,2.0365,1.1018,0.9134,0.9983
6bba_07e24132,1.0,359,359,345,352,339,13,2,357,333,26,0.005571,0.927577,2.0812,1.0881,0.9631,0.9826
6bba_085bf656,1.0,1198,1198,1168,1278,1164,114,1,1197,977,221,0.000835,0.815526,2.0514,1.1095,0.9108,0.9966
6bba_09961292,1.0,1950,1950,1871,2259,1852,407,1,1949,1232,718,0.000513,0.631795,2.0844,1.1806,0.8198,0.9898
6bba_0c7fa718,1.0,704,704,659,689,609,80,2,702,554,150,0.002841,0.786932,2.1366,1.2366,0.8839,0.9241
6bba_0e7c0d07,1.0,209,209,198,201,193,8,0,209,191,18,0.0,0.913876,2.1111,1.1294,0.9602,0.9747
6bba_12665c0e,1.0,1036,1036,998,1059,959,100,3,1033,853,183,0.002896,0.823359,2.0762,1.1483,0.9056,0.9609
6bba_13f19531,1.0,737,737,704,741,692,49,1,736,637,100,0.001357,0.864315,2.0938,1.1282,0.9339,0.983
6bba_15403b9a,1.0,758,758,729,778,712,66,0,758,628,130,0.0,0.828496,2.0796,1.1414,0.9152,0.9767
6bba_1d0d8384,1.0,1438,1438,1365,1546,1328,218,5,1433,1068,370,0.003477,0.742698,2.107,1.1662,0.859,0.9729
6bba_1ebfb80d,1.0,745,745,719,763,709,54,0,745,636,109,0.0,0.853691,2.0723,1.1193,0.9292,0.9861
6bba_1f58c2f6,1.0,317,317,299,307,289,18,2,315,284,33,0.006309,0.895899,2.1204,1.1336,0.9414,0.9666
6bba_207c6aaf,1.0,475,475,450,480,436,44,3,472,396,79,0.006316,0.833684,2.1111,1.1479,0.9083,0.9689
6bba_20852818,1.0,952,952,909,973,881,92,3,949,785,167,0.003151,0.82458,2.0946,1.147,0.9054,0.9692
6bba_2312ac41,1.0,1156,1156,1132,1225,1126,99,0,1156,956,200,0.0,0.82699,2.0424,1.1069,0.9192,0.9947
6bba_23af9eeb,1.0,513,513,499,525,497,28,0,513,455,58,0.0,0.88694,2.0561,1.0876,0.9467,0.996
6bba_2540cd90,1.0,529,529,523,554,523,31,0,529,463,66,0.0,0.875236,2.0229,1.074,0.944,1.0
6bba_2646afc7,1.0,738,738,721,766,713,53,0,738,633,105,0.0,0.857724,2.0472,1.1005,0.9308,0.9889
6bba_268e1230,1.0,641,641,609,626,578,48,3,638,555,86,0.00468,0.865835,2.1051,1.1565,0.9233,0.9491
6bba_2819ca14,1.0,986,986,949,1011,907,104,1,985,797,189,0.001014,0.808316,2.078,1.1612,0.8971,0.9557
6bba_283bf9f1,1.0,1342,1342,1288,1421,1274,147,0,1342,1066,276,0.0,0.794337,2.0839,1.1386,0.8966,0.9891
6bba_312f0dc3,1.0,520,520,500,529,495,34,1,519,448,72,0.001923,0.861538,2.08,1.1172,0.9357,0.99
6bba_32db13fc,1.0,862,862,811,877,783,94,3,859,675,187,0.00348,0.783063,2.1258,1.1927,0.8928,0.9655
6bba_337b1b3a,1.0,1272,1272,1213,1420,1194,226,0,1272,884,388,0.0,0.694969,2.0973,1.169,0.8408,0.9843
6bba_372c8cb8,1.0,1036,1036,1007,1105,1007,98,0,1036,841,195,0.0,0.811776,2.0576,1.114,0.9113,1.0
6bba_3a1849c2,1.0,1173,1173,1142,1253,1140,113,0,1173,961,212,0.0,0.819267,2.0543,1.1053,0.9098,0.9982
6bba_3abfe10a,1.0,997,997,935,1044,921,123,1,996,776,221,0.001003,0.778335,2.1326,1.1657,0.8822,0.985
6bba_3c5691b6,1.0,765,765,746,812,738,74,1,764,632,133,0.001307,0.826144,2.0509,1.1047,0.9089,0.9893
6bba_3db54e20,1.0,502,502,474,482,455,27,1,501,446,56,0.001992,0.888446,2.1181,1.1556,0.944,0.9599
6bba_3fda6b25,1.0,1207,1207,1179,1298,1167,131,1,1206,954,253,0.000829,0.790389,2.0475,1.124,0.8991,0.9898
6bba_43fea39d,1.0,910,910,880,966,858,108,2,908,712,198,0.002198,0.782418,2.0682,1.1449,0.8882,0.975
6bba_474be664,1.0,292,292,286,302,284,18,0,292,257,35,0.0,0.880137,2.042,1.0828,0.9404,0.993
6bba_48816121,1.0,935,935,918,979,908,71,0,935,794,141,0.0,0.849198,2.037,1.0991,0.9275,0.9891
6bba_4aa14c89,1.0,707,707,681,735,675,60,1,706,595,112,0.001414,0.841584,2.0764,1.1129,0.9184,0.9912
6bba_4f99ce20,1.0,1057,1057,1010,1096,965,131,1,1056,816,241,0.000946,0.771996,2.0931,1.1834,0.8805,0.9554
6bba_4ffd3da3,1.0,706,706,689,740,684,56,0,706,598,108,0.0,0.847025,2.0493,1.1,0.9243,0.9927
6bba_55b7eebe,1.0,705,705,688,738,683,55,0,705,598,107,0.0,0.848227,2.0494,1.1003,0.9255,0.9927
6bba_55c70843,1.0,490,490,467,502,463,39,0,490,424,66,0.0,0.865306,2.0985,1.1076,0.9223,0.9914
6bba_57b7cc1e,1.0,1659,1659,1592,1795,1573,222,1,1658,1259,400,0.000603,0.758891,2.0842,1.1465,0.8763,0.9881
6bba_5a4d9360,1.0,747,747,722,734,689,45,3,744,657,90,0.004016,0.879518,2.0693,1.1362,0.9387,0.9543
6bba_5b28472a,1.0,737,737,724,764,716,48,1,736,643,94,0.001357,0.872456,2.0359,1.0864,0.9372,0.989
6bba_5c039895,1.0,1174,1174,1145,1258,1138,120,1,1173,940,234,0.000852,0.800681,2.0507,1.1184,0.9046,0.9939
6bba_5c824876,1.0,1170,1170,1130,1249,1116,133,1,1169,920,250,0.000855,0.786325,2.0708,1.1361,0.8935,0.9876
6bba_5dfe9ad1,1.0,1542,1542,1487,1670,1475,195,0,1542,1191,351,0.0,0.772374,2.074,1.1335,0.8832,0.9919
6bba_5f89039d,1.0,904,904,885,951,882,69,0,904,767,137,0.0,0.848451,2.0429,1.0946,0.9274,0.9966
6bba_61dd1e0d,1.0,558,558,543,561,541,20,0,558,515,43,0.0,0.922939,2.0552,1.0713,0.9643,0.9963
6bba_61ecbe65,1.0,640,640,614,630,587,43,3,637,557,83,0.004687,0.870313,2.0847,1.1429,0.9317,0.956
6bba_6321a359,1.0,827,827,798,855,779,76,0,827,684,143,0.0,0.827086,2.0727,1.1345,0.9111,0.9762
6bba_6479435d,1.0,617,617,580,643,560,83,1,616,463,154,0.001621,0.750405,2.1276,1.1975,0.8709,0.9655
6bba_67ebd073,1.0,462,462,438,438,405,33,1,461,410,52,0.002165,0.887446,2.1096,1.1712,0.9247,0.9247
6bba_6ca87370,1.0,1081,1081,1052,1137,1030,107,1,1080,876,205,0.000925,0.810361,2.0551,1.1302,0.9059,0.9791
6bba_6db0e9b4,1.0,449,449,440,461,439,22,1,448,407,42,0.002227,0.906459,2.0409,1.0629,0.9523,0.9977
6bba_6feb10f0,1.0,1368,1368,1343,1487,1342,145,0,1368,1084,284,0.0,0.792398,2.0372,1.111,0.9025,0.9993
6bba_6feeb0b1,1.0,1389,1389,1343,1488,1333,155,0,1389,1100,289,0.0,0.791937,2.0685,1.1277,0.8958,0.9926
6bba_705ec2c9,1.0,596,596,562,601,554,47,2,594,509,87,0.003356,0.854027,2.121,1.1331,0.9218,0.9858
6bba_718b21f9,1.0,661,661,652,686,651,35,0,661,585,76,0.0,0.885023,2.0276,1.0743,0.949,0.9985
6bba_74686d6a,1.0,586,586,576,608,564,44,1,585,505,81,0.001706,0.861775,2.0347,1.0954,0.9276,0.9792
6bba_767a1e17,1.0,718,718,658,743,618,125,3,715,521,197,0.004178,0.725627,2.1824,1.2275,0.8318,0.9392
6bba_76db78c1,1.0,617,617,604,638,603,35,0,617,540,77,0.0,0.875203,2.043,1.0878,0.9451,0.9983
6bba_784a78c9,1.0,1788,1788,1739,1952,1735,217,1,1787,1373,415,0.000559,0.767897,2.0564,1.1281,0.8888,0.9977
6bba_786893ac,1.0,1465,1465,1395,1597,1379,218,1,1464,1064,401,0.000683,0.72628,2.1004,1.1678,0.8635,0.9885
6bba_789f8168,1.0,713,713,681,719,650,69,4,709,598,115,0.00561,0.83871,2.094,1.146,0.904,0.9545
6bba_78a7bd97,1.0,886,886,832,920,804,116,3,883,690,196,0.003386,0.778781,2.1298,1.1728,0.8739,0.9663
6bba_7af54fde,1.0,1131,1131,1092,1204,1086,118,0,1131,911,220,0.0,0.805482,2.0714,1.1221,0.902,0.9945
6bba_7b5d3b2c,1.0,565,565,555,583,555,28,0,565,505,60,0.0,0.893805,2.036,1.072,0.952,1.0
6bba_7d3058ae,1.0,1200,1200,1173,1255,1156,99,1,1199,1011,189,0.000833,0.8425,2.046,1.106,0.9211,0.9855
6bba_7f87b3d8,1.0,1000,1000,934,972,850,122,4,996,813,187,0.004,0.813,2.1413,1.2171,0.8745,0.9101
6bba_80d12824,1.0,680,680,654,679,632,47,1,679,584,96,0.001471,0.858824,2.0795,1.1414,0.9308,0.9664
6bba_825bd1c6,1.0,968,968,930,1035,923,112,1,967,755,213,0.001033,0.779959,2.0817,1.1401,0.8918,0.9925
6bba_87289e13,1.0,724,724,699,717,660,57,0,724,633,91,0.0,0.874309,2.0715,1.1367,0.9205,0.9442
6bba_8b7818bf,1.0,741,741,725,771,719,52,0,741,636,105,0.0,0.8583,2.0441,1.0973,0.9326,0.9917
6bba_907271db,1.0,945,945,921,992,918,74,1,944,798,147,0.001058,0.844444,2.0521,1.0998,0.9254,0.9967
6bba_91951b3a,1.0,1188,1188,1148,1237,1131,106,0,1188,986,202,0.0,0.829966,2.0697,1.1237,0.9143,0.9852
6bba_96833384,1.0,758,758,721,764,716,48,0,758,667,91,0.0,0.879947,2.1026,1.1113,0.9372,0.9931
6bba_969618f6,1.0,679,679,658,695,653,42,0,679,598,81,0.0,0.880707,2.0638,1.0935,0.9396,0.9924
6bba_971fa5e0,1.0,792,792,767,796,744,52,1,791,688,104,0.001263,0.868687,2.0652,1.1244,0.9347,0.97
6bba_9a41d029,1.0,1401,1401,1353,1480,1337,143,0,1401,1138,263,0.0,0.812277,2.071,1.1243,0.9034,0.9882
6bba_9e23430b,1.0,914,914,891,946,875,71,0,914,779,135,0.0,0.852298,2.0516,1.1089,0.9249,0.982
6bba_a5e926bb,1.0,741,741,698,714,660,54,3,738,642,99,0.004049,0.866397,2.1232,1.1723,0.9244,0.9456
6bba_a90a0b9c,1.0,1147,1147,1112,1238,1108,130,0,1147,892,255,0.0,0.777681,2.0629,1.1325,0.895,0.9964
6bba_ab78413d,1.0,1179,1179,1138,1254,1127,127,1,1178,940,239,0.000848,0.797286,2.0721,1.13,0.8987,0.9903
6bba_acd782a8,1.0,356,356,330,355,312,43,2,354,293,63,0.005618,0.823034,2.1576,1.1746,0.8789,0.9455
6bba_ae82a791,1.0,1495,1495,1471,1615,1450,165,0,1495,1189,306,0.0,0.795318,2.0326,1.1152,0.8978,0.9857
6bba_aeee7805,1.0,795,795,768,837,767,70,0,795,659,136,0.0,0.828931,2.0703,1.1123,0.9164,0.9987
6bba_af149c94,1.0,1350,1350,1317,1460,1313,147,0,1350,1063,287,0.0,0.787407,2.0501,1.1212,0.8993,0.997
6bba_afb141ff,1.0,654,654,626,672,602,70,2,652,533,121,0.003058,0.814985,2.0895,1.1503,0.8958,0.9617
6bba_b1ae37b9,1.0,612,612,579,690,575,115,0,612,411,201,0.0,0.671569,2.114,1.1783,0.8333,0.9931
6bba_b204cac7,1.0,826,826,811,853,807,46,0,826,732,94,0.0,0.886199,2.037,1.0785,0.9461,0.9951
6bba_b329af44,1.0,1316,1316,1268,1409,1251,158,1,1315,1028,288,0.00076,0.781155,2.0757,1.1377,0.8879,0.9866
6bba_b693381b,1.0,983,983,935,998,893,105,1,982,799,184,0.001017,0.812818,2.1027,1.1683,0.8948,0.9551
6bba_bb9f20c3,1.0,1925,1925,1879,2155,1857,298,1,1924,1385,540,0.000519,0.719481,2.049,1.1434,0.8617,0.9883
6bba_bbb708ca,1.0,892,892,861,923,840,83,2,890,739,153,0.002242,0.828475,2.072,1.13,0.9101,0.9756
6bba_c27cba08,1.0,517,517,493,527,493,34,0,517,449,68,0.0,0.868472,2.0974,1.1101,0.9355,1.0
6bba_c328f2fd,1.0,511,511,500,520,491,29,0,511,461,50,0.0,0.902153,2.044,1.0788,0.9442,0.982
6bba_c73a1d11,1.0,737,737,710,782,662,120,0,737,558,179,0.0,0.757123,2.0761,1.1714,0.8465,0.9324
6bba_cdcfe533,1.0,1419,1419,1348,1551,1324,227,1,1418,1031,388,0.000705,0.726568,2.1053,1.1644,0.8536,0.9822
6bba_cf35214c,1.0,842,842,817,883,814,69,0,842,706,136,0.0,0.83848,2.0612,1.1076,0.9219,0.9963
6bba_cff5865f,1.0,1571,1571,1501,1764,1481,283,2,1569,1075,496,0.001273,0.684278,2.0933,1.1706,0.8396,0.9867
6bba_d0fc38b5,1.0,835,835,813,868,807,61,0,835,717,118,0.0,0.858683,2.0541,1.0979,0.9297,0.9926
6bba_d1acb6ff,1.0,681,681,643,681,626,55,3,678,583,98,0.004405,0.856094,2.1182,1.1395,0.9192,0.9736
6bba_d2b9fc0c,1.0,944,944,921,999,916,83,0,944,786,158,0.0,0.832627,2.0499,1.1031,0.9169,0.9946
6bba_d3da753b,1.0,887,887,857,896,821,75,1,886,754,133,0.001127,0.850056,2.07,1.1373,0.9163,0.958
6bba_d5eae175,1.0,528,528,519,545,518,27,0,528,470,58,0.0,0.890152,2.0347,1.0752,0.9505,0.9981
6bba_d6ecebbb,1.0,886,886,862,960,856,104,0,886,693,193,0.0,0.782167,2.0557,1.124,0.8917,0.993
6bba_d82a4fc6,1.0,545,545,530,554,524,30,1,544,486,59,0.001835,0.891743,2.0566,1.0884,0.9458,0.9887
6bba_debd7bfa,1.0,766,766,729,767,690,77,3,763,633,133,0.003916,0.826371,2.1015,1.1682,0.8996,0.9465
6bba_df673a83,1.0,668,668,654,714,650,64,0,668,543,125,0.0,0.812874,2.0428,1.1106,0.9104,0.9939
6bba_e16ffc58,1.0,964,964,942,992,927,65,0,964,831,133,0.0,0.862033,2.0467,1.1058,0.9345,0.9841
6bba_e5e44988,1.0,666,666,634,638,597,41,4,662,587,79,0.006006,0.881381,2.1009,1.1614,0.9357,0.9416
6bba_ebdf3b34,1.0,847,847,803,854,787,67,0,847,722,125,0.0,0.85242,2.1096,1.1382,0.9215,0.9801
6bba_ebff6e76,1.0,1318,1318,1264,1413,1258,155,0,1318,1022,296,0.0,0.775417,2.0854,1.1423,0.8903,0.9953
6bba_ed9377fd,1.0,531,531,508,539,506,33,0,531,467,64,0.0,0.879473,2.0906,1.1039,0.9388,0.9961
6bba_edf14583,1.0,801,801,760,832,758,74,1,800,667,134,0.001248,0.832709,2.1079,1.1226,0.9111,0.9974
6bba_eebc57a5,1.0,1026,1026,989,1056,975,81,1,1025,869,157,0.000975,0.846979,2.0748,1.1193,0.9233,0.9858
6bba_ef7b4f7e,1.0,1234,1234,1201,1322,1198,124,0,1234,996,238,0.0,0.807131,2.055,1.1135,0.9062,0.9975
6bba_f17befbc,1.0,1078,1078,1015,1142,990,152,3,1075,804,274,0.002783,0.745826,2.1241,1.1813,0.8669,0.9754
6bba_f1fde7e0,1.0,476,476,446,445,405,40,1,475,407,69,0.002101,0.855042,2.1345,1.2225,0.9101,0.9081
6bba_f20478e9,1.0,1003,1003,963,1011,915,96,5,998,825,178,0.004985,0.822532,2.0831,1.1632,0.905,0.9502
6bba_f4ae811c,1.0,1001,1001,965,1079,952,127,0,1001,769,232,0.0,0.768232,2.0746,1.1427,0.8823,0.9865
6bba_f8ffd5e7,1.0,389,389,370,375,347,28,4,385,348,41,0.010283,0.894602,2.1027,1.136,0.9253,0.9378
6bba_fbc898dc,1.0,655,655,639,699,636,63,0,655,535,120,0.0,0.816794,2.0501,1.1087,0.9099,0.9953
6bba_fc516dc6,1.0,788,788,762,767,721,46,1,787,694,94,0.001269,0.880711,2.0682,1.1486,0.94,0.9462
6bba_fc5f39dc,1.0,471,471,458,498,456,42,0,471,394,77,0.0,0.836518,2.0568,1.1004,0.9157,0.9956
6bba_fc83837d,1.0,957,957,923,984,908,76,2,955,815,142,0.00209,0.85162,2.0737,1.1148,0.9228,0.9837
6bba_fe670320,1.0,716,716,680,705,665,40,1,715,631,85,0.001397,0.881285,2.1059,1.1348,0.9433,0.9779
44b6_0113de3b,2.0,52,104,50,53,49,4,0,52,97,7,0.0,0.932692,3.12,1.1132,0.9245,0.98
44b6_0b24845f,2.0,51,102,49,56,49,7,0,51,88,14,0.0,0.862745,3.1224,1.1607,0.875,1.0
44b6_0c582fdc,2.0,71,142,70,75,70,5,0,71,132,10,0.0,0.929577,3.0429,1.08,0.9333,1.0
44b6_0db75fae,2.0,157,314,151,179,150,29,0,157,261,53,0.0,0.83121,3.1192,1.1732,0.838,0.9934
44b6_12dfb391,2.0,788,1576,773,1059,772,287,0,788,1063,513,0.0,0.674492,3.0582,1.2285,0.729,0.9987
44b6_144b256d,2.0,121,242,119,244,118,126,0,121,55,187,0.0,0.227273,3.0504,1.2623,0.4836,0.9916
44b6_1574802b,2.0,155,310,153,191,152,39,0,155,236,74,0.0,0.76129,3.0392,1.199,0.7958,0.9935
44b6_18ced818,2.0,100,200,99,106,99,7,0,100,186,14,0.0,0.93,3.0303,1.0755,0.934,1.0
44b6_1d530831,2.0,276,552,271,322,270,52,0,276,457,95,0.0,0.827899,3.0554,1.1522,0.8385,0.9963
44b6_24264f12,2.0,230,460,221,246,221,25,0,230,414,46,0.0,0.9,3.1222,1.122,0.8984,1.0
44b6_267148e4,2.0,280,560,277,300,270,30,0,280,503,57,0.0,0.898214,3.0325,1.1233,0.9,0.9747
44b6_2a2eff9f,2.0,214,428,210,286,208,78,0,214,294,134,0.0,0.686916,3.0571,1.2168,0.7273,0.9905
44b6_2f31fc2f,2.0,89,178,85,84,80,4,1,88,174,4,0.011236,0.977528,3.1412,1.0952,0.9524,0.9412
44b6_33b596bf,2.0,50,100,49,60,49,11,0,50,80,20,0.0,0.8,3.0612,1.1667,0.8167,1.0
44b6_341df25f,2.0,216,432,209,286,208,78,0,216,297,135,0.0,0.6875,3.1005,1.2273,0.7273,0.9952
44b6_3a861e03,2.0,935,1870,919,1189,896,293,0,935,1350,520,0.0,0.721925,3.0522,1.2237,0.7536,0.975
44b6_3bb3690f,2.0,400,800,396,525,395,130,0,400,564,236,0.0,0.705,3.0303,1.2114,0.7524,0.9975
44b6_40c45f5a,2.0,200,400,198,274,197,77,0,200,266,134,0.0,0.665,3.0303,1.219,0.719,0.9949
44b6_415c0a3a,2.0,331,662,322,417,322,95,0,331,495,167,0.0,0.747734,3.0839,1.1942,0.7722,1.0
44b6_53f95252,2.0,70,140,68,109,68,41,0,70,69,71,0.0,0.492857,3.0882,1.2936,0.6239,1.0
44b6_551a5dba,2.0,228,456,224,274,224,50,0,228,362,94,0.0,0.79386,3.0536,1.1752,0.8175,1.0
44b6_5740d24b,2.0,173,346,170,240,170,70,0,173,223,123,0.0,0.644509,3.0529,1.2333,0.7083,1.0
44b6_587a1e22,2.0,381,762,371,444,367,77,1,380,620,142,0.002625,0.813648,3.0809,1.1757,0.8266,0.9892
44b6_5f15d135,2.0,278,556,273,299,269,30,1,277,500,56,0.003597,0.899281,3.0549,1.1137,0.8997,0.9853
44b6_668e0cc7,2.0,643,1286,631,824,617,207,2,641,925,361,0.00311,0.719285,3.0571,1.216,0.7488,0.9778
44b6_66f9292d,2.0,200,400,198,427,196,231,0,200,86,314,0.0,0.215,3.0303,1.2037,0.459,0.9899
44b6_706092f0,2.0,118,236,117,279,113,166,0,118,25,211,0.0,0.105932,3.0256,1.1792,0.405,0.9658
44b6_71a4179f,2.0,121,242,119,233,119,114,0,121,63,179,0.0,0.260331,3.0504,1.2876,0.5107,1.0
44b6_74d0c52e,2.0,140,280,139,183,138,45,0,140,198,82,0.0,0.707143,3.0216,1.2131,0.7541,0.9928
44b6_7a302da0,2.0,516,1032,507,616,506,110,0,516,827,205,0.0,0.801357,3.0533,1.1705,0.8214,0.998
44b6_7e557709,2.0,570,1140,560,674,558,116,0,570,922,218,0.0,0.808772,3.0536,1.1691,0.8279,0.9964
44b6_808952d6,2.0,181,362,179,220,178,42,0,181,286,76,0.0,0.790055,3.0335,1.1682,0.8091,0.9944
44b6_81c256f0,2.0,199,398,197,250,197,53,0,199,300,98,0.0,0.753769,3.0305,1.188,0.788,1.0
44b6_87bba6c4,2.0,153,306,149,149,133,16,5,148,282,24,0.03268,0.921569,3.0805,1.1544,0.8926,0.8926
44b6_8cc6506c,2.0,400,800,396,515,395,120,0,400,584,216,0.0,0.73,3.0303,1.1961,0.767,0.9975
44b6_8f5ab931,2.0,616,1232,604,791,603,188,0,616,886,346,0.0,0.719156,3.0596,1.2162,0.7623,0.9983
44b6_8f9ecab4,2.0,374,748,370,630,370,260,0,374,339,409,0.0,0.453209,3.0324,1.2429,0.5873,1.0
44b6_90724892,2.0,105,210,103,141,103,38,0,105,146,64,0.0,0.695238,3.0583,1.1986,0.7305,1.0
44b6_949adeb1,2.0,388,776,378,486,377,109,0,388,580,196,0.0,0.747423,3.0794,1.2016,0.7757,0.9974
44b6_95029e92,2.0,200,400,198,311,198,113,0,200,205,195,0.0,0.5125,3.0303,1.2701,0.6367,1.0
44b6_97725144,2.0,225,450,221,247,219,28,1,224,397,53,0.004444,0.882222,3.0543,1.1215,0.8866,0.991
44b6_996155de,2.0,380,760,377,550,376,174,0,380,458,302,0.0,0.602632,3.0239,1.24,0.6836,0.9973
44b6_9be80b04,2.0,222,444,220,508,216,292,0,222,66,378,0.0,0.148649,3.0273,1.1811,0.4252,0.9818
44b6_9bfa6a0a,2.0,264,528,259,372,259,113,0,264,328,200,0.0,0.621212,3.0579,1.2473,0.6962,1.0
44b6_a21120c2,2.0,296,592,286,313,281,32,0,296,533,59,0.0,0.900338,3.1049,1.1342,0.8978,0.9825
44b6_a2bb48bb,2.0,416,832,410,593,405,188,0,416,512,320,0.0,0.615385,3.0439,1.2411,0.683,0.9878
44b6_aaf8b0ea,2.0,209,418,206,252,205,47,0,209,332,86,0.0,0.794258,3.0437,1.1706,0.8135,0.9951
44b6_abf82518,2.0,96,192,94,130,93,37,0,96,128,64,0.0,0.666667,3.0638,1.2308,0.7154,0.9894
44b6_b2c44266,2.0,170,340,168,252,168,84,0,170,192,148,0.0,0.564706,3.0357,1.2619,0.6667,1.0
44b6_c15fded2,2.0,104,208,102,122,95,27,1,103,161,47,0.009615,0.774038,3.0588,1.2295,0.7787,0.9314
44b6_c50204e0,2.0,333,666,325,478,322,156,0,333,405,261,0.0,0.608108,3.0738,1.2427,0.6736,0.9908
