dataset,series,group,gt_nodes,est_nodes,track_count,total_nodes,mean_length,mean_raw_intensity,mean_dog_response,mean_step_um,mean_total_disp_um
6bba_5f89039d,6bba,Group B: Static Optical Noise,904,4611,238,354,1.4873949579831933,338.20248099239694,35.32051178335715,0.05508101771757011,0.08107032231144641
6bba_5f89039d,6bba,Group C: Unannotated Cells,904,4611,264,4054,15.356060606060606,422.73633198712395,44.57456001696969,1.5217172746503855,8.489698347746119
6bba_61dd1e0d,6bba,Group A: GT Cells,558,10128,74,810,10.945945945945946,866.0771936497118,67.01782716124436,1.4975675587382475,9.215354942935102
6bba_61dd1e0d,6bba,Group B: Static Optical Noise,558,10128,1006,1312,1.3041749502982107,1025.202158477705,64.47977755629722,0.03229726430304959,0.05378398038694927
6bba_61dd1e0d,6bba,Group C: Unannotated Cells,558,10128,1350,11923,8.831851851851852,1296.6683460795646,98.25582097713439,1.881030976445433,7.134617758461
6bba_61ecbe65,6bba,Group A: GT Cells,640,5774,126,757,6.007936507936508,432.26678909947816,30.68580599390553,2.0180899309080504,10.248991593469766
6bba_61ecbe65,6bba,Group B: Static Optical Noise,640,5774,761,911,1.1971090670170828,286.7607064639259,27.924260377725773,0.016492076079729898,0.027695623640693164
6bba_61ecbe65,6bba,Group C: Unannotated Cells,640,5774,1004,5782,5.758964143426295,391.73026532718177,43.70012295913831,2.9213520632725904,11.555057367511406
6bba_6321a359,6bba,Group A: GT Cells,827,4821,107,1073,10.02803738317757,532.475513026518,44.17216332833284,1.7966659392352426,12.506367193942005
6bba_6321a359,6bba,Group B: Static Optical Noise,827,4821,657,917,1.395738203957382,304.50380698702617,27.86431177408443,0.03196664387605969,0.0593136436842661
6bba_6321a359,6bba,Group C: Unannotated Cells,827,4821,761,5477,7.197109067017083,372.1152953468764,39.543014015867485,2.0851649995637866,8.219498536977754
6bba_6479435d,6bba,Group A: GT Cells,617,23453,162,1084,6.691358024691358,831.6938500440976,50.76860613554815,2.113804490378799,8.192532802349612
6bba_6479435d,6bba,Group B: Static Optical Noise,617,23453,3907,4925,1.2605579728692091,667.474632832401,35.97518648500031,0.015385310192578026,0.02438025195016089
6bba_6479435d,6bba,Group C: Unannotated Cells,617,23453,5584,31971,5.725465616045845,763.7973173263481,49.99169379669853,2.6023704005501687,7.504613327494261
6bba_67ebd073,6bba,Group A: GT Cells,462,16061,110,908,8.254545454545454,1049.0797202581773,109.85154152659938,2.17270513268923,10.787345515160103
6bba_67ebd073,6bba,Group B: Static Optical Noise,462,16061,2384,2989,1.253775167785235,747.7187336875465,42.682439576788326,0.01691949543668557,0.027178535367202373
6bba_67ebd073,6bba,Group C: Unannotated Cells,462,16061,3511,21958,6.254058672742809,876.5747152178301,63.12964674683609,2.48342568555746,8.750720104572856
6bba_6ca87370,6bba,Group A: GT Cells,1081,7195,233,1751,7.515021459227468,650.929120488386,47.17288808403033,1.6176633885659737,8.111385351800818
6bba_6ca87370,6bba,Group B: Static Optical Noise,1081,7195,1532,2006,1.3093994778067886,391.5727154046997,26.66560892465324,0.022046758748338093,0.04913949712266159
6bba_6ca87370,6bba,Group C: Unannotated Cells,1081,7195,1773,9820,5.53863508178229,475.1080373914615,38.9782891575867,2.0187987820481377,6.5009212379255645
6bba_6db0e9b4,6bba,Group A: GT Cells,449,28435,71,853,12.014084507042254,935.9012486932178,66.39081720991292,1.5678108656309369,8.427647086385452
6bba_6db0e9b4,6bba,Group B: Static Optical Noise,449,28435,4383,5962,1.3602555327401322,920.4073478338023,42.46355139594961,0.03342694215198752,0.05442761432818937
6bba_6db0e9b4,6bba,Group C: Unannotated Cells,449,28435,5282,38322,7.255206361226808,1048.9434076642522,61.01504088645177,2.0500388461884955,5.94865290332891
6bba_6feb10f0,6bba,Group A: GT Cells,1368,8862,260,1828,7.030769230769231,808.956417461479,15.803429611769095,1.396649342996404,3.742321972610203
6bba_6feb10f0,6bba,Group B: Static Optical Noise,1368,8862,4834,5999,1.2410012412081093,994.5836023478658,20.31725204532107,0.02838011650446081,0.04279987495904635
6bba_6feb10f0,6bba,Group C: Unannotated Cells,1368,8862,4355,26742,6.14052812858783,1066.34961406917,25.572296708691226,2.031482733649541,4.229130348128883
6bba_6feeb0b1,6bba,Group A: GT Cells,1389,7518,331,2470,7.462235649546828,886.6412869267175,101.07281491436736,1.6705105255824448,6.900518063155515
6bba_6feeb0b1,6bba,Group B: Static Optical Noise,1389,7518,1038,1276,1.229287090558767,645.7979608220937,73.60914547209104,0.02764004246308106,0.04457104381098388
6bba_6feeb0b1,6bba,Group C: Unannotated Cells,1389,7518,1279,8331,6.513682564503519,732.0930925242757,91.18382078990732,1.9522359112805558,7.4329598092107565
6bba_705ec2c9,6bba,Group A: GT Cells,596,5600,91,854,9.384615384615385,326.9684750055984,28.850231683434927,1.6188517467570938,8.097340393403506
6bba_705ec2c9,6bba,Group B: Static Optical Noise,596,5600,1023,1325,1.295210166177908,236.0530675417772,19.262518875116033,0.030793290534108664,0.04782017206179454
6bba_705ec2c9,6bba,Group C: Unannotated Cells,596,5600,1124,6683,5.945729537366548,307.778909065342,29.68934490672198,2.3461121389474777,7.008541342314607
6bba_718b21f9,6bba,Group A: GT Cells,661,4306,119,1072,9.008403361344538,869.864078561181,101.25802186550767,1.4965840185585781,6.183633955102278
6bba_718b21f9,6bba,Group B: Static Optical Noise,661,4306,273,366,1.3406593406593406,678.8696581196581,91.89146250583896,0.04560261374811701,0.0816195712656074
6bba_718b21f9,6bba,Group C: Unannotated Cells,661,4306,336,4084,12.154761904761905,762.4088246574332,103.88103275436472,1.5302120786910869,7.94101182792668
6bba_74686d6a,6bba,Group A: GT Cells,586,29803,79,1076,13.620253164556962,875.8775404010684,52.162780723910736,1.5024002184520797,7.777982427302713
6bba_74686d6a,6bba,Group B: Static Optical Noise,586,29803,4764,6340,1.330814441645676,810.5777516965961,31.032710790318692,0.04771538921859754,0.07863141401482138
6bba_74686d6a,6bba,Group C: Unannotated Cells,586,29803,5304,40939,7.718514328808446,895.4191316499835,42.90502766368584,1.764654154100249,4.95048619367173
6bba_767a1e17,6bba,Group A: GT Cells,718,47714,194,1408,7.257731958762887,2468.4894641960473,176.53351700266646,2.4467999043523516,11.806166185161961
6bba_767a1e17,6bba,Group B: Static Optical Noise,718,47714,5680,6466,1.138380281690141,1635.5886296948358,96.72088896612607,0.00540825219775873,0.008702212413816801
6bba_767a1e17,6bba,Group C: Unannotated Cells,718,47714,11346,54861,4.835272342675833,1786.854801509701,118.97454307865732,3.5070102081452554,9.597574858075246
6bba_76db78c1,6bba,Group A: GT Cells,617,4855,52,852,16.384615384615383,684.6656306983078,40.184227276617044,1.3863366650047415,9.547331171297957
6bba_76db78c1,6bba,Group B: Static Optical Noise,617,4855,439,576,1.3120728929384966,367.88426347760065,30.739960275905126,0.04596011973642448,0.07131863759697403
6bba_76db78c1,6bba,Group C: Unannotated Cells,617,4855,356,4593,12.901685393258427,474.0306862609374,44.470753061961915,1.7453213775795533,7.129953026320451
6bba_784a78c9,6bba,Group A: GT Cells,1788,13096,156,2782,17.833333333333332,667.3138953129118,51.64563421632016,1.9317211799579446,16.211485454090937
6bba_784a78c9,6bba,Group B: Static Optical Noise,1788,13096,991,1075,1.084762865792129,464.85746720484354,33.4957370456525,0.01602102019338915,0.018185871714014742
6bba_784a78c9,6bba,Group C: Unannotated Cells,1788,13096,1209,12157,10.05541770057899,563.7830503464692,51.185385726070976,2.179303556397797,9.716165497865802
6bba_786893ac,6bba,Group A: GT Cells,1465,58979,377,3394,9.0026525198939,2369.4211935494804,163.65241746140808,1.4470060792335078,5.217097854441709
6bba_786893ac,6bba,Group B: Static Optical Noise,1465,58979,8383,11691,1.3946081355123465,1720.5932223471916,84.146399202051,0.0602458247285745,0.10225416370142092
6bba_786893ac,6bba,Group C: Unannotated Cells,1465,58979,11484,91803,7.993991640543364,1857.365055391564,108.17953500785467,1.7286993329432088,5.235618822887297
6bba_789f8168,6bba,Group A: GT Cells,713,10676,159,1053,6.622641509433962,545.7884106637637,57.4182572873446,2.393119048386996,11.390558272297822
6bba_789f8168,6bba,Group B: Static Optical Noise,713,10676,1621,1785,1.1011721159777914,411.74246349989716,30.433338885078847,0.011672454604052106,0.01394118268411331
6bba_789f8168,6bba,Group C: Unannotated Cells,713,10676,2304,12859,5.581163194444445,534.6547130257378,51.275551809797506,2.949810871907212,10.573378521016421
6bba_78a7bd97,6bba,Group A: GT Cells,886,40613,213,1826,8.572769953051644,1568.500029739575,73.94671971718964,1.898214158643362,9.943249743644735
6bba_78a7bd97,6bba,Group B: Static Optical Noise,886,40613,5052,6683,1.3228424386381632,1334.1535365350537,48.1856107874343,0.013842382297901067,0.026003837907098412
6bba_78a7bd97,6bba,Group C: Unannotated Cells,886,40613,8429,50757,6.021710760469807,1507.5356966827178,65.71618552007106,2.6647001552888505,8.360680644139142
6bba_7af54fde,6bba,Group A: GT Cells,1131,9624,116,1771,15.267241379310345,668.3764754797219,36.12306831420056,1.473473893891997,10.156459727029368
6bba_7af54fde,6bba,Group B: Static Optical Noise,1131,9624,1544,2073,1.342616580310881,486.5373594202286,22.638582499063343,0.03169498488578009,0.05152099569347753
6bba_7af54fde,6bba,Group C: Unannotated Cells,1131,9624,1456,11271,7.741071428571429,571.5681057562871,32.11239246307156,1.9051423526074092,6.17023385827794
6bba_7b5d3b2c,6bba,Group A: GT Cells,565,5780,70,759,10.842857142857143,733.0890395218241,48.74439384326877,1.566250686924629,6.601576905713169
6bba_7b5d3b2c,6bba,Group B: Static Optical Noise,565,5780,485,648,1.336082474226804,742.0745802650957,52.02964394158807,0.03822901315942159,0.05745507232559753
6bba_7b5d3b2c,6bba,Group C: Unannotated Cells,565,5780,599,6145,10.258764607679465,963.4545746011553,79.4094547429207,1.827943689722522,9.472128021073178
6bba_7d3058ae,6bba,Group A: GT Cells,1200,7611,146,1585,10.856164383561644,777.4019830733065,92.20789065062586,1.3149565629590836,7.218609420304582
6bba_7d3058ae,6bba,Group B: Static Optical Noise,1200,7611,657,871,1.32572298325723,567.1203558744655,71.60193683082076,0.03921486763247915,0.05723554215294313
6bba_7d3058ae,6bba,Group C: Unannotated Cells,1200,7611,736,7440,10.108695652173912,662.9348983530735,89.94183982837926,1.7133305978586133,7.303977955991179
6bba_7f87b3d8,6bba,Group A: GT Cells,1000,10581,354,1686,4.762711864406779,523.8861962460106,50.78108718347312,2.259519205064616,7.1315927513501265
6bba_7f87b3d8,6bba,Group B: Static Optical Noise,1000,10581,3708,4527,1.220873786407767,421.12097716648685,30.544483097437173,0.00986020524032666,0.015370470484068137
6bba_7f87b3d8,6bba,Group C: Unannotated Cells,1000,10581,4032,15210,3.7723214285714284,455.80480207356607,36.36989504994209,3.0757267271213813,6.286147592995863
6bba_80d12824,6bba,Group A: GT Cells,680,9021,126,1044,8.285714285714286,981.4116986764649,110.0207124635503,1.8761542043679487,10.9807331875612
6bba_80d12824,6bba,Group B: Static Optical Noise,680,9021,952,1247,1.309873949579832,628.6898559423769,62.901372317420616,0.027701188783083693,0.04309831745513848
6bba_80d12824,6bba,Group C: Unannotated Cells,680,9021,1632,10568,6.4754901960784315,861.7150442116233,103.6004556227733,2.422497620513458,9.675171360789511
6bba_825bd1c6,6bba,Group A: GT Cells,968,7586,240,1847,7.695833333333334,1048.7662097437772,116.65358244254769,1.6897038975161465,7.997868726922004
6bba_825bd1c6,6bba,Group B: Static Optical Noise,968,7586,1982,2472,1.2472250252270434,452.3548676180866,41.80870275363168,0.02996829043040687,0.04713967672229359
6bba_825bd1c6,6bba,Group C: Unannotated Cells,968,7586,1932,10958,5.671842650103519,660.079955617729,76.23370962274646,1.8756942041976588,6.067369356066355
6bba_87289e13,6bba,Group A: GT Cells,724,14966,175,1230,7.0285714285714285,934.5063213252831,127.34238669646808,2.174634165611102,11.962420033574999
6bba_87289e13,6bba,Group B: Static Optical Noise,724,14966,1220,1509,1.2368852459016393,792.1431420765028,100.5213928537421,0.025449427863216748,0.03620206735086914
6bba_87289e13,6bba,Group C: Unannotated Cells,724,14966,2722,15723,5.776267450404115,939.959231444303,126.36081755104233,2.727035413558991,10.87942667874547
6bba_8b7818bf,6bba,Group A: GT Cells,741,5828,69,967,14.014492753623188,1015.0780200423928,97.88010443699764,1.5723146745735608,10.751222646132508
6bba_8b7818bf,6bba,Group B: Static Optical Noise,741,5828,656,943,1.4375,608.0394524107329,72.87115961596993,0.047044788559978054,0.07703386412636638
6bba_8b7818bf,6bba,Group C: Unannotated Cells,741,5828,724,6288,8.685082872928177,801.3040375183343,101.21520873734991,1.9151378205940923,7.241459298510201
6bba_907271db,6bba,Group A: GT Cells,945,7306,235,1834,7.804255319148936,716.765393479887,52.88157803876978,2.4334941378973025,12.1130674512955
6bba_907271db,6bba,Group B: Static Optical Noise,945,7306,1021,1057,1.0352595494613124,406.1154097290239,32.62498506850524,0.010174580116131586,0.011098432570730236
6bba_907271db,6bba,Group C: Unannotated Cells,945,7306,1183,7554,6.385460693153001,505.68389610993,48.34972455653119,2.8138346988161356,12.434526919512052
6bba_91951b3a,6bba,Group A: GT Cells,1188,11907,171,1647,9.631578947368421,439.6793443641699,35.788398993466316,2.4855742010593698,15.999630167469691
6bba_91951b3a,6bba,Group B: Static Optical Noise,1188,11907,1043,1087,1.0421860019175455,330.50079897730905,29.87883339769431,0.00846750977708605,0.009211818672649433
6bba_91951b3a,6bba,Group C: Unannotated Cells,1188,11907,1549,11821,7.631375080697224,428.9852029655555,47.1437376223145,2.639254112503673,11.857071003018588
6bba_96833384,6bba,Group A: GT Cells,758,4869,106,1063,10.028301886792454,499.66806460659666,35.467132879435404,2.261892210606926,17.172118552165458
6bba_96833384,6bba,Group B: Static Optical Noise,758,4869,551,639,1.159709618874773,252.732183908046,20.18381384441655,0.024667948214928525,0.030018834865446077
6bba_96833384,6bba,Group C: Unannotated Cells,758,4869,567,4652,8.204585537918872,390.1095632067778,42.09899912237492,2.334014119763892,11.558495020902967
6bba_969618f6,6bba,Group A: GT Cells,679,13888,74,983,13.283783783783784,598.2973862600487,43.22702542724683,2.1270780559754137,20.823013227096467
6bba_969618f6,6bba,Group B: Static Optical Noise,679,13888,1607,1688,1.0504044803982577,431.49648413192284,23.0847304424293,0.008577294338957563,0.011765445247320096
6bba_969618f6,6bba,Group C: Unannotated Cells,679,13888,2206,15433,6.995920217588395,500.9555011477103,33.57083108716796,2.7171759666367006,10.251241890999053
6bba_971fa5e0,6bba,Group A: GT Cells,792,5609,191,1162,6.0837696335078535,659.3453273069211,77.88031813915462,2.0361944843607414,7.433952024346998
6bba_971fa5e0,6bba,Group B: Static Optical Noise,792,5609,625,951,1.5216,512.1284609523809,70.79959473888579,0.03510761427848859,0.05992182833381075
6bba_971fa5e0,6bba,Group C: Unannotated Cells,792,5609,901,5697,6.322974472807991,709.8621161108642,108.39546752355764,2.3046825502694577,8.32747715132456
6bba_9a41d029,6bba,Group A: GT Cells,1401,18231,273,2691,9.857142857142858,796.0486835314515,57.591435735962854,1.7162327677976137,9.060451647993618
6bba_9a41d029,6bba,Group B: Static Optical Noise,1401,18231,2085,2719,1.3040767386091128,712.9718442388946,50.84169557831692,0.03833364582532729,0.06387204913667151
6bba_9a41d029,6bba,Group C: Unannotated Cells,1401,18231,2763,21480,7.774158523344191,813.2537922454462,68.04230852537225,1.8987386764459548,6.897634874038076
6bba_9e23430b,6bba,Group A: GT Cells,914,7708,114,1256,11.017543859649123,828.7296219177701,56.333237337539735,1.5236593645774872,9.168839085645027
6bba_9e23430b,6bba,Group B: Static Optical Noise,914,7708,960,1318,1.3729166666666666,905.8389099702382,55.32775598341511,0.03845430025546149,0.054525735670938706
6bba_9e23430b,6bba,Group C: Unannotated Cells,914,7708,1148,9032,7.867595818815331,1156.5831353721633,85.79427598759605,1.913298147078742,6.641053746293765
6bba_a5e926bb,6bba,Group A: GT Cells,741,8440,189,997,5.275132275132275,450.04379416686226,36.45374007496111,2.2384547821369347,9.168241063917815
6bba_a5e926bb,6bba,Group B: Static Optical Noise,741,8440,1157,1323,1.1434745030250648,356.4247767214059,29.3140573423007,0.011386440064509073,0.016226804169705133
6bba_a5e926bb,6bba,Group C: Unannotated Cells,741,8440,1702,8650,5.082256169212691,476.30992102401535,46.84535194739829,3.00588405556497,10.060513296090933
6bba_a90a0b9c,6bba,Group A: GT Cells,1147,36896,248,2425,9.778225806451612,2038.5418458460024,107.34296423117014,1.32595185322581,6.802793457401008
6bba_a90a0b9c,6bba,Group B: Static Optical Noise,1147,36896,4544,6437,1.416593309859155,1385.530289522012,70.51348628296546,0.05590921296595601,0.09232251759098985
6bba_a90a0b9c,6bba,Group C: Unannotated Cells,1147,36896,6415,61266,9.550428682774747,1452.8977433690955,85.82430164351817,1.631961371513132,7.186784803484694
6bba_ab78413d,6bba,Group A: GT Cells,1179,9241,231,2039,8.826839826839826,854.6355084568899,30.39509989075708,1.210537120683764,4.833967793099598
6bba_ab78413d,6bba,Group B: Static Optical Noise,1179,9241,3521,4728,1.3428003408122693,1097.6932635735782,29.478867368274763,0.0412862901304122,0.06697010336850122
6bba_ab78413d,6bba,Group C: Unannotated Cells,1179,9241,3468,23743,6.846309111880046,1165.6188070777048,36.96256893266211,1.9093224425267596,4.766399789471012
6bba_acd782a8,6bba,Group A: GT Cells,356,19710,110,700,6.363636363636363,910.9951797206766,114.7020622510205,2.58347553055448,11.344615402149994
6bba_acd782a8,6bba,Group B: Static Optical Noise,356,19710,1466,1594,1.08731241473397,612.5241018644838,57.510857209556484,0.01912617277556562,0.02369121981055789
6bba_acd782a8,6bba,Group C: Unannotated Cells,356,19710,3302,22065,6.6823137492428835,766.4415931997434,83.71052692963583,2.897505611507333,11.951200088019
6bba_ae82a791,6bba,Group A: GT Cells,1495,7403,197,2031,10.309644670050762,762.185473884627,83.21566187954225,1.3805570371260558,7.454109397783348
6bba_ae82a791,6bba,Group B: Static Optical Noise,1495,7403,866,1108,1.279445727482679,550.029924117453,57.80242672786716,0.03335110110381252,0.054010061179886555
6bba_ae82a791,6bba,Group C: Unannotated Cells,1495,7403,915,7203,7.872131147540983,676.1141623706557,77.95391326743608,1.8130145378541507,6.576624751798351
6bba_aeee7805,6bba,Group A: GT Cells,795,5034,64,1080,16.875,525.1649899550484,50.365956563636004,1.3615306559464826,12.288819860133106
6bba_aeee7805,6bba,Group B: Static Optical Noise,795,5034,547,771,1.4095063985374772,327.21710136095874,31.743408034510363,0.05274561372698348,0.08730664460836593
6bba_aeee7805,6bba,Group C: Unannotated Cells,795,5034,451,4877,10.813747228381375,434.2664707764588,49.296649686900885,1.5623429359815153,7.0604144848563415
6bba_af149c94,6bba,Group A: GT Cells,1350,8933,205,2140,10.439024390243903,569.3101358073246,41.66941260821201,1.5766954950708523,7.384440839626174
6bba_af149c94,6bba,Group B: Static Optical Noise,1350,8933,1374,1732,1.2605531295487626,390.00499757399325,28.406776150456004,0.03829309758534321,0.06113971358298501
6bba_af149c94,6bba,Group C: Unannotated Cells,1350,8933,1405,9909,7.052669039145908,442.6872076153606,36.99504203690793,1.9434669325195921,6.109866128936934
6bba_afb141ff,6bba,Group A: GT Cells,654,6054,109,911,8.357798165137615,589.7186490421856,65.12936541395253,1.7615926458935696,8.832803666184034
6bba_afb141ff,6bba,Group B: Static Optical Noise,654,6054,689,943,1.3686502177068214,441.7579773999585,52.949340718545066,0.03217177179781835,0.055822976441002314
6bba_afb141ff,6bba,Group C: Unannotated Cells,654,6054,1012,6623,6.544466403162056,555.6779642945318,75.9834647185118,2.411820268430004,8.559092454792307
6bba_b1ae37b9,6bba,Group A: GT Cells,612,24298,93,1426,15.333333333333334,1679.6610133147499,113.35841482586433,1.575163599174437,12.200522521369416
6bba_b1ae37b9,6bba,Group B: Static Optical Noise,612,24298,3355,4533,1.3511177347242922,1002.737597047761,47.110826689423476,0.04418720362551805,0.07713140354308017
6bba_b1ae37b9,6bba,Group C: Unannotated Cells,612,24298,3830,32572,8.50443864229765,1185.9611788873449,69.25250519919258,1.7761178761460188,7.08830119787335
6bba_b204cac7,6bba,Group A: GT Cells,826,5092,123,1111,9.032520325203253,1051.2414473441147,129.57067875729348,1.3663407755410317,5.814629179493218
6bba_b204cac7,6bba,Group B: Static Optical Noise,826,5092,570,752,1.3192982456140352,614.8730353661933,75.71661582689703,0.04979796162181964,0.07408799804565223
6bba_b204cac7,6bba,Group C: Unannotated Cells,826,5092,575,5348,9.300869565217392,736.6570269114326,102.6810680886036,1.5990139154693819,5.906780261827213
6bba_b329af44,6bba,Group A: GT Cells,1316,62465,259,2908,11.227799227799228,1948.814778204684,126.48796775413572,1.559340160521119,9.767234307650188
6bba_b329af44,6bba,Group B: Static Optical Noise,1316,62465,5346,6825,1.27665544332211,1829.2727234128467,93.31988107401523,0.03477994583162689,0.059613341341138874
6bba_b329af44,6bba,Group C: Unannotated Cells,1316,62465,9255,80096,8.654349000540249,2029.9628781291253,127.58590282427697,1.920123063164399,8.098573540063402
6bba_b693381b,6bba,Group A: GT Cells,983,5558,200,1230,6.15,566.4906188479812,70.15127694309012,2.0902053317667435,9.372953281650968
6bba_b693381b,6bba,Group B: Static Optical Noise,983,5558,738,965,1.3075880758807588,379.35228827180055,42.512020567206115,0.014492199471904662,0.026110893147264932
6bba_b693381b,6bba,Group C: Unannotated Cells,983,5558,1069,6085,5.692235734331151,550.9941819144132,71.69251351533019,2.672976296197058,8.439130396860984
6bba_bb9f20c3,6bba,Group A: GT Cells,1925,23071,284,3546,12.485915492957746,911.3272265572864,112.52616184878985,1.4459494821249896,10.152815222507442
6bba_bb9f20c3,6bba,Group B: Static Optical Noise,1925,23071,2449,3697,1.5095957533687219,742.6574238270236,87.41939115393932,0.03951064091472034,0.06655025388157972
6bba_bb9f20c3,6bba,Group C: Unannotated Cells,1925,23071,2785,24320,8.73249551166966,811.1846072800712,99.33693009641557,1.6661353891362993,7.27422130380559
6bba_bbb708ca,6bba,Group A: GT Cells,892,6785,101,1027,10.168316831683168,419.4872262375858,27.797901138800285,1.9555920426087214,13.557126897969479
6bba_bbb708ca,6bba,Group B: Static Optical Noise,892,6785,916,1278,1.3951965065502183,291.7449144832606,26.69858975125886,0.029882885471289786,0.049261182174345775
6bba_bbb708ca,6bba,Group C: Unannotated Cells,892,6785,1173,6960,5.9335038363171355,370.5667625048823,39.792901546636884,2.4297630445902563,7.190404129872107
6bba_c27cba08,6bba,Group A: GT Cells,517,6445,65,832,12.8,488.4412782343136,37.79045077801691,1.9391614385363882,17.9681233043486
6bba_c27cba08,6bba,Group B: Static Optical Noise,517,6445,799,892,1.11639549436796,316.39630192502534,21.10559255344321,0.01857118584276721,0.024626243674338865
6bba_c27cba08,6bba,Group C: Unannotated Cells,517,6445,785,6895,8.78343949044586,425.1576878231936,34.691351722669886,2.1646190690188027,9.913021532253577
6bba_c328f2fd,6bba,Group A: GT Cells,511,31228,80,827,10.3375,914.6445021076686,86.45827352556485,1.55268918737112,8.964664704229744
6bba_c328f2fd,6bba,Group B: Static Optical Noise,511,31228,2125,3185,1.4988235294117647,728.097791851286,49.12895134308066,0.05273371446301949,0.08779570401400191
6bba_c328f2fd,6bba,Group C: Unannotated Cells,511,31228,3221,37331,11.58987891959019,802.367124891925,62.28695755699456,1.7124072567854145,8.923787953304561
6bba_c73a1d11,6bba,Group A: GT Cells,737,16315,218,1160,5.321100917431193,611.3528273084324,24.886986238369563,2.464488960990219,8.408174205612983
6bba_c73a1d11,6bba,Group B: Static Optical Noise,737,16315,3804,4185,1.1001577287066246,529.0037285313705,18.767079847986306,0.009502359941353646,0.014799280147540733
6bba_c73a1d11,6bba,Group C: Unannotated Cells,737,16315,5073,26833,5.289375123201261,616.4477280260461,30.3872196731918,2.863487273812429,8.257301401026766
6bba_cdcfe533,6bba,Group A: GT Cells,1419,29785,226,2486,11.0,979.6348950461303,135.78656515688473,2.3887147987588713,16.74982097199967
6bba_cdcfe533,6bba,Group B: Static Optical Noise,1419,29785,1602,1704,1.0636704119850187,780.3691739492302,87.96396186199973,0.018482077715861713,0.02191463803928304
6bba_cdcfe533,6bba,Group C: Unannotated Cells,1419,29785,3981,29710,7.462949007786988,867.7096013900227,107.01911487251125,3.1176883913615896,14.167103942351993
6bba_cf35214c,6bba,Group A: GT Cells,842,34890,66,1211,18.348484848484848,876.960182323108,79.68344137377085,2.5523653052545803,31.577614020843097
6bba_cf35214c,6bba,Group B: Static Optical Noise,842,34890,1657,1740,1.0500905250452626,773.3661536914102,62.37977850711986,0.012263342421632267,0.014469852690069337
6bba_cf35214c,6bba,Group C: Unannotated Cells,842,34890,3810,40509,10.63228346456693,870.5823735755234,79.76326403886785,2.6423335280376867,17.87202033605741
6bba_cff5865f,6bba,Group A: GT Cells,1571,46362,265,2614,9.864150943396226,1148.1777649676271,122.8964518845035,2.1836062678116845,12.146316578182574
6bba_cff5865f,6bba,Group B: Static Optical Noise,1571,46362,2947,3235,1.0977265015269766,893.2539794302519,81.5386157966387,0.018343398288667025,0.025752575529708187
6bba_cff5865f,6bba,Group C: Unannotated Cells,1571,46362,6237,53614,8.596119929453263,992.2191387122568,101.80746910436889,2.4385061422607968,10.931105159199218
6bba_d0fc38b5,6bba,Group A: GT Cells,835,6111,73,1226,16.794520547945204,654.0454285273225,45.4113774606091,1.3765166486991853,13.237039476559534
6bba_d0fc38b5,6bba,Group B: Static Optical Noise,835,6111,688,923,1.3415697674418605,268.82923000771837,21.308800580150397,0.03291958300993785,0.06993881773440455
6bba_d0fc38b5,6bba,Group C: Unannotated Cells,835,6111,780,6690,8.576923076923077,355.127550873315,35.12637756419116,1.8697745984752892,8.178871004713486
6bba_d1acb6ff,6bba,Group A: GT Cells,681,14719,155,1150,7.419354838709677,505.12595004577804,39.725052513083085,2.722720880905571,14.904697086369403
6bba_d1acb6ff,6bba,Group B: Static Optical Noise,681,14719,1798,1899,1.0561735261401557,368.20532072673336,24.574898231458256,0.011153388693846165,0.014294761602148097
6bba_d1acb6ff,6bba,Group C: Unannotated Cells,681,14719,2849,15732,5.521937521937522,433.32452362606307,34.175837321360916,3.151642046914112,10.358441145753101
6bba_d2b9fc0c,6bba,Group A: GT Cells,944,20178,215,1543,7.176744186046512,913.7291204809507,103.33739206196171,2.373908830418948,10.287818823251548
6bba_d2b9fc0c,6bba,Group B: Static Optical Noise,944,20178,1980,2079,1.05,843.5369107744109,112.90847522568622,0.01690599943897115,0.01984557803042719
6bba_d2b9fc0c,6bba,Group C: Unannotated Cells,944,20178,4350,25341,5.82551724137931,973.858644000959,141.53481929679447,2.5589666366261867,10.271322878050428
6bba_d3da753b,6bba,Group A: GT Cells,887,17246,258,1696,6.573643410852713,1004.0949796586809,146.83932659499823,2.515831542923983,11.817693222621322
6bba_d3da753b,6bba,Group B: Static Optical Noise,887,17246,1981,2204,1.1125694093891974,703.6067642604745,100.01208325449753,0.023400756633611814,0.029639328853212316
6bba_d3da753b,6bba,Group C: Unannotated Cells,887,17246,3961,19905,5.025246149962131,843.5169438125276,128.68071036253338,2.7318733733070086,9.042903508218975
6bba_d5eae175,6bba,Group A: GT Cells,528,4519,125,915,7.32,1035.5076549788096,137.17081228995917,1.6985708065816363,4.908846245904951
6bba_d5eae175,6bba,Group B: Static Optical Noise,528,4519,441,611,1.3854875283446713,711.6496598639455,97.1496953106431,0.05020678264247124,0.07121670292121408
6bba_d5eae175,6bba,Group C: Unannotated Cells,528,4519,429,4525,10.547785547785548,692.8527451306408,93.59530356288226,1.6496991922074327,6.869916947226265
6bba_d6ecebbb,6bba,Group A: GT Cells,886,5359,77,1150,14.935064935064934,683.6645900285442,52.916971135624856,1.4214499324418826,11.32666401158807
6bba_d6ecebbb,6bba,Group B: Static Optical Noise,886,5359,542,756,1.3948339483394834,409.65385257424003,44.73798900501021,0.055389459348370834,0.0798802441814086
