dataset,weight,gt_edges,pred_edges,tp,precision,recall,f1
6bba_d5eae175,0.4,519,7058,282,0.039954661377160666,0.5433526011560693,0.07443579253002507
6bba_d6ecebbb,0.4,862,6448,606,0.09398263027295285,0.703016241299304,0.16580027359781122
6bba_d82a4fc6,0.4,530,26770,442,0.016511019798281658,0.8339622641509434,0.03238095238095238
6bba_debd7bfa,0.4,729,10231,479,0.04681849281595152,0.6570644718792867,0.08740875912408759
6bba_df673a83,0.4,654,18080,507,0.028042035398230088,0.7752293577981652,0.054126187680153724
6bba_e16ffc58,0.4,942,9165,571,0.06230223677032188,0.6061571125265393,0.11299099633917087
6bba_e5e44988,0.4,634,5712,345,0.06039915966386555,0.5441640378548895,0.10872990860384495
6bba_ebdf3b34,0.4,803,53570,585,0.010920291207765541,0.7285180572851806,0.02151803284718519
6bba_ebff6e76,0.4,1264,42756,682,0.015950977640565068,0.5395569620253164,0.03098591549295775
6bba_ed9377fd,0.4,508,5763,345,0.05986465382613222,0.6791338582677166,0.11003029819805453
6bba_edf14583,0.4,760,53238,555,0.010424884481009805,0.7302631578947368,0.02055631690062595
6bba_eebc57a5,0.4,989,12376,554,0.04476405946994182,0.5601617795753286,0.08290310512532735
6bba_ef7b4f7e,0.4,1201,6630,991,0.14947209653092006,0.8251457119067444,0.25309666709232537
6bba_f17befbc,0.4,1015,20757,641,0.03088114852820735,0.6315270935960591,0.05888296895094616
6bba_f1fde7e0,0.4,446,8122,228,0.02807190347205122,0.5112107623318386,0.05322128851540616
6bba_f20478e9,0.4,963,7082,648,0.09149957639085005,0.6728971962616822,0.1610938471100062
6bba_f4ae811c,0.4,965,8227,735,0.08933997812082169,0.7616580310880829,0.15992167101827676
6bba_f8ffd5e7,0.4,370,28762,243,0.008448647521034698,0.6567567567567567,0.016682685706439652
6bba_fbc898dc,0.4,639,5796,559,0.09644582470669427,0.8748043818466353,0.17373737373737372
6bba_fc516dc6,0.4,762,10330,457,0.04424007744433688,0.5997375328083989,0.08240173097728093
6bba_fc5f39dc,0.4,458,13506,290,0.02147193839774915,0.6331877729257642,0.04153537668289888
6bba_fc83837d,0.4,923,12761,562,0.04404043570253115,0.6088840736728061,0.08213972522654195
6bba_fe670320,0.4,680,10500,421,0.040095238095238094,0.6191176470588236,0.07531305903398927
44b6_0113de3b,0.5,50,27254,31,0.0011374477140970133,0.62,0.0022707295634339293
44b6_0b24845f,0.5,49,29085,25,0.0008595495960116899,0.5102040816326531,0.001716207867096863
44b6_0c582fdc,0.5,70,26249,44,0.001676254333498419,0.6285714285714286,0.0033435920817660248
44b6_0db75fae,0.5,151,15081,122,0.008089649227504807,0.8079470198675497,0.016018907563025212
44b6_12dfb391,0.5,773,60792,563,0.009261086985129622,0.7283311772315654,0.01828961260456428
44b6_144b256d,0.5,119,68214,87,0.0012753980121382707,0.7310924369747899,0.002546353884653096
44b6_1574802b,0.5,153,16989,111,0.006533639413738301,0.7254901960784313,0.01295064753237662
44b6_18ced818,0.5,99,74022,68,0.0009186458080030261,0.6868686868686869,0.001834837630361166
44b6_1d530831,0.5,271,33146,196,0.005913232365896338,0.7232472324723247,0.01173055630367777
44b6_24264f12,0.5,221,24653,153,0.006206141240416988,0.6923076923076923,0.012302002090536304
44b6_267148e4,0.5,277,18440,140,0.007592190889370932,0.5054151624548736,0.014959662339050061
44b6_2a2eff9f,0.5,210,50004,162,0.0032397408207343412,0.7714285714285715,0.006452383797347354
44b6_2f31fc2f,0.5,85,20341,32,0.0015731773265817805,0.3764705882352941,0.003133261529423284
44b6_33b596bf,0.5,49,20537,33,0.0016068559185859668,0.673469387755102,0.0032060623724861556
44b6_341df25f,0.5,209,7789,193,0.02477853382975992,0.9234449760765551,0.0482620655163791
44b6_3a861e03,0.5,919,41004,677,0.01651058433323578,0.7366702937976061,0.032297306967535716
44b6_3bb3690f,0.5,396,31751,247,0.007779282542282133,0.6237373737373737,0.015366908265156937
44b6_40c45f5a,0.5,198,32900,141,0.004285714285714286,0.7121212121212122,0.008520152275061936
44b6_415c0a3a,0.5,322,51000,192,0.0037647058823529413,0.5962732919254659,0.007482171388488368
44b6_53f95252,0.5,68,37119,49,0.001320078665912336,0.7205882352941176,0.0026353295506494206
44b6_551a5dba,0.5,224,60126,143,0.0023783388218075376,0.6383928571428571,0.004739022369511185
44b6_5740d24b,0.5,170,16113,149,0.009247191708558308,0.8764705882352941,0.018301295830006756
44b6_587a1e22,0.5,371,17037,254,0.01490872806245231,0.6846361185983828,0.029181985294117644
44b6_5f15d135,0.5,273,30466,167,0.005481520383378192,0.6117216117216118,0.010865675526204497
44b6_668e0cc7,0.5,631,34432,445,0.012924024163568774,0.705229793977813,0.02538288224053846
44b6_66f9292d,0.5,198,50867,105,0.0020642066565749895,0.5303030303030303,0.00411240575736806
44b6_706092f0,0.5,117,75833,77,0.0010153890786333128,0.6581196581196581,0.0020276497695852535
44b6_71a4179f,0.5,119,70142,87,0.0012403410224972199,0.7310924369747899,0.0024764805510880854
44b6_74d0c52e,0.5,139,13187,96,0.007279896868127702,0.6906474820143885,0.014407924358397118
44b6_7a302da0,0.5,507,67948,346,0.0050921292753281925,0.6824457593688363,0.01010883061865459
44b6_7e557709,0.5,560,58103,407,0.007004801817462093,0.7267857142857143,0.013875867241702608
44b6_808952d6,0.5,179,16014,175,0.010927938054202573,0.9776536312849162,0.02161427777434694
44b6_81c256f0,0.5,197,10708,190,0.01774374299589092,0.9644670050761421,0.03484640073360843
44b6_87bba6c4,0.5,149,23486,74,0.0031508132504470747,0.4966442953020134,0.006261899724984134
44b6_8cc6506c,0.5,396,31609,249,0.007877503242747318,0.6287878787878788,0.015560068739259492
44b6_8f5ab931,0.5,604,25441,429,0.016862544711292796,0.7102649006622517,0.03294298329813784
44b6_8f9ecab4,0.5,370,75577,278,0.0036783677573865065,0.7513513513513513,0.007320894834555677
44b6_90724892,0.5,103,22628,82,0.0036238288845677922,0.7961165048543689,0.007214816770049712
44b6_949adeb1,0.5,378,33991,233,0.006854755670618693,0.6164021164021164,0.013558730251098374
44b6_95029e92,0.5,198,7328,195,0.026610262008733624,0.9848484848484849,0.051820356098857295
44b6_97725144,0.5,221,38508,150,0.0038952944842630104,0.6787330316742082,0.007746133388416949
44b6_996155de,0.5,377,10394,339,0.03261497017510102,0.8992042440318302,0.0629468015968805
44b6_9be80b04,0.5,220,62135,147,0.0023658163675867065,0.6681818181818182,0.004714938657685831
44b6_9bfa6a0a,0.5,259,65442,173,0.0026435622383178996,0.667953667953668,0.005266282096162919
44b6_a21120c2,0.5,286,20990,185,0.008813720819437827,0.6468531468531469,0.017390486933634142
44b6_a2bb48bb,0.5,410,61375,219,0.0035682281059063138,0.5341463414634147,0.0070890992959456185
44b6_aaf8b0ea,0.5,206,21013,192,0.009137200780469232,0.9320388349514563,0.018096988547999432
44b6_abf82518,0.5,94,25199,88,0.003492202071510774,0.9361702127659575,0.0069584470011465616
44b6_b2c44266,0.5,168,60745,126,0.00207424479381019,0.75,0.004137047920805082
44b6_c15fded2,0.5,102,18942,59,0.0031147714074543343,0.5784313725490197,0.006196177273682
44b6_c50204e0,0.5,325,44331,176,0.003970133766438835,0.5415384615384615,0.007882479398065209
44b6_c771cb04,0.5,223,50462,134,0.002655463517101978,0.600896860986547,0.0052875604222156454
44b6_c8e2a523,0.5,164,35289,131,0.0037122049363824423,0.7987804878048781,0.007390065720813471
44b6_c96cfa10,0.5,616,43038,445,0.010339699800176589,0.7224025974025974,0.020387593347688644
44b6_cf2536e8,0.5,75,52803,36,0.0006817794443497528,0.48,0.0013616248723476681
44b6_cf8fed6b,0.5,188,37991,149,0.003921981521939406,0.7925531914893617,0.007805338013043819
44b6_d29c9ab2,0.5,1328,40781,948,0.02324611951644148,0.713855421686747,0.045026003942150124
44b6_d2f34f90,0.5,281,23188,197,0.00849577367603933,0.701067615658363,0.01678810345562231
44b6_d5e7d891,0.5,893,42628,501,0.011752838509899596,0.561030235162374,0.02302336802922727
44b6_d754aa59,0.5,70,6675,52,0.007790262172284644,0.7428571428571429,0.01541882876204596
44b6_d78e09d9,0.5,451,20708,301,0.014535445238555147,0.6674057649667405,0.028451250059076515
44b6_db3c847b,0.5,162,14913,115,0.007711392744585262,0.7098765432098766,0.015257048092868989
44b6_ddf577ad,0.5,647,52185,411,0.007875826386892786,0.6352395672333848,0.015558752271350697
44b6_deabac95,0.5,124,13223,90,0.00680632231717462,0.7258064516129032,0.013486176668914364
44b6_e28840c6,0.5,309,76712,231,0.003011262905412452,0.7475728155339806,0.0059983640825229485
44b6_e29f0176,0.5,50,10576,12,0.0011346444780635401,0.24,0.002258610954263128
44b6_e31261b4,0.5,113,65229,89,0.0013644237992304037,0.7876106194690266,0.002724128431942702
44b6_e35b117d,0.5,266,31610,148,0.004682062638405568,0.556390977443609,0.00928598318484126
44b6_e57ff5c6,0.5,186,16645,91,0.0054671072394112345,0.489247311827957,0.010813380072485293
44b6_eb2880fc,0.5,379,39920,277,0.006938877755511022,0.7308707124010554,0.013747239385592695
44b6_f28707c6,0.5,61,17349,33,0.0019021269237420025,0.5409836065573771,0.0037909247558874206
6bba_05b6850b,0.5,845,7926,593,0.07481705778450669,0.7017751479289941,0.1352183331433132
6bba_05db0fb1,0.5,1183,67089,868,0.012938037532233302,0.7337278106508875,0.025427700960862432
6bba_062c8d37,0.5,898,7383,580,0.07855885141541379,0.6458797327394209,0.14007970051926097
6bba_07477033,0.5,602,5795,457,0.07886108714408974,0.7591362126245847,0.14287947475379084
6bba_07e24132,0.5,345,34004,237,0.006969768262557346,0.6869565217391305,0.01379952837054936
6bba_085bf656,0.5,1168,8783,768,0.08744164863941706,0.6575342465753424,0.15435634609586976
6bba_09961292,0.5,1871,32724,1368,0.041804180418041806,0.7311598075895244,0.07908657320422027
6bba_0c7fa718,0.5,659,13131,368,0.028025283679841598,0.5584218512898331,0.05337200870195795
6bba_0e7c0d07,0.5,198,20544,114,0.005549065420560747,0.5757575757575758,0.010992189759907433
6bba_12665c0e,0.5,998,7842,743,0.09474623820453966,0.7444889779559118,0.16809954751131223
6bba_13f19531,0.5,704,5948,531,0.08927370544720914,0.7542613636363636,0.15965123271196632
6bba_15403b9a,0.5,729,6597,438,0.06639381537062301,0.6008230452674898,0.11957411957411956
6bba_1d0d8384,0.5,1365,20899,799,0.038231494329872245,0.5853479853479854,0.07177506288178225
6bba_1ebfb80d,0.5,719,11767,463,0.03934732727118212,0.6439499304589708,0.07416306263014577
6bba_1f58c2f6,0.5,299,27707,163,0.005882989858158588,0.5451505016722408,0.011640362779404414
6bba_207c6aaf,0.5,450,11671,192,0.016451032473652642,0.4266666666666667,0.03168055440970217
6bba_20852818,0.5,909,10777,626,0.058086666048065325,0.6886688668866887,0.10713674482286498
6bba_2312ac41,0.5,1132,11430,883,0.07725284339457568,0.7800353356890459,0.14058270975959242
6bba_23af9eeb,0.5,499,5224,372,0.07120980091883614,0.7454909819639278,0.13000174733531364
6bba_2540cd90,0.5,523,5751,284,0.04938271604938271,0.5430210325047801,0.090532355753905
6bba_2646afc7,0.5,721,6766,447,0.06606562222879102,0.6199722607489597,0.11940697208494726
6bba_268e1230,0.5,609,5088,383,0.0752751572327044,0.6288998357963875,0.13445673161312974
6bba_2819ca14,0.5,949,5990,641,0.10701168614357262,0.6754478398314014,0.18475284623144544
6bba_283bf9f1,0.5,1288,17366,877,0.05050097892433491,0.6809006211180124,0.09402809048997533
6bba_312f0dc3,0.5,500,8819,297,0.033677287674339494,0.594,0.06374074471509819
6bba_32db13fc,0.5,811,35271,422,0.011964503416404412,0.5203452527743526,0.023391164569591488
6bba_337b1b3a,0.5,1213,29916,873,0.02918170878459687,0.7197032151690025,0.05608917729448424
6bba_372c8cb8,0.5,1007,8554,748,0.08744447042319382,0.7428003972194638,0.15646898859951885
6bba_3a1849c2,0.5,1142,8152,688,0.08439646712463199,0.6024518388791593,0.1480525069937594
6bba_3abfe10a,0.5,935,49443,621,0.012559917480735393,0.6641711229946524,0.02465361864305848
6bba_3c5691b6,0.5,746,7614,585,0.0768321513002364,0.7841823056300268,0.13995215311004786
6bba_3db54e20,0.5,474,18698,266,0.014226120440688843,0.5611814345991561,0.027748800333820153
6bba_3fda6b25,0.5,1179,10802,876,0.08109609331605258,0.7430025445292621,0.14623153326099658
6bba_43fea39d,0.5,880,6170,690,0.11183144246353323,0.7840909090909091,0.1957446808510638
6bba_474be664,0.5,286,29430,76,0.002582398912674142,0.26573426573426573,0.005115089514066497
6bba_48816121,0.5,918,21244,656,0.030879307098474862,0.7145969498910676,0.05920043317390127
6bba_4aa14c89,0.5,681,6908,574,0.08309206716850029,0.8428781204111601,0.15127157728290946
6bba_4f99ce20,0.5,1010,6404,725,0.113210493441599,0.7178217821782178,0.19557593741570006
6bba_4ffd3da3,0.5,689,16160,360,0.022277227722772276,0.5224963715529753,0.042732506380200604
6bba_55b7eebe,0.5,688,6503,521,0.08011686913732123,0.7572674418604651,0.14490335141148658
6bba_55c70843,0.5,467,35142,284,0.008081497922713562,0.6081370449678801,0.01595102361762476
6bba_57b7cc1e,0.5,1592,66564,806,0.012108647316867976,0.5062814070351759,0.02365162274781384
6bba_5a4d9360,0.5,722,5794,419,0.07231618916120124,0.5803324099722992,0.12860650705954574
6bba_5b28472a,0.5,724,7500,563,0.07506666666666667,0.7776243093922652,0.13691634241245138
6bba_5c039895,0.5,1145,9221,746,0.08090228825506995,0.651528384279476,0.14393208566467297
6bba_5c824876,0.5,1130,21907,844,0.0385264983795134,0.7469026548672566,0.07327342970004776
6bba_5dfe9ad1,0.5,1487,24301,1010,0.04156207563474754,0.6792199058507061,0.07833100666976889
6bba_5f89039d,0.5,885,6089,590,0.09689604204302842,0.6666666666666666,0.16919988528821336
6bba_61dd1e0d,0.5,543,10378,399,0.03844671420312199,0.7348066298342542,0.07307023166376707
6bba_61ecbe65,0.5,614,5794,391,0.06748360372799447,0.6368078175895765,0.12203495630461922
6bba_6321a359,0.5,798,5789,610,0.10537225773017793,0.7644110275689223,0.18521329892211935
6bba_6479435d,0.5,580,21884,296,0.013525863644671907,0.5103448275862069,0.026353276353276354
6bba_67ebd073,0.5,438,16145,269,0.016661505109941157,0.6141552511415526,0.03244286317312911
6bba_6ca87370,0.5,1052,8338,670,0.08035500119932838,0.6368821292775665,0.14270500532481364
6bba_6db0e9b4,0.5,440,27252,349,0.012806399530309702,0.7931818181818182,0.025205835620395783
6bba_6feb10f0,0.5,1343,8188,140,0.01709819247679531,0.10424422933730454,0.0293778197460917
6bba_6feeb0b1,0.5,1343,10302,784,0.07610172781984081,0.5837676842889055,0.13465006440532418
6bba_705ec2c9,0.5,562,6042,391,0.06471367096987753,0.6957295373665481,0.11841308298001212
6bba_718b21f9,0.5,652,6539,354,0.05413671815262273,0.5429447852760736,0.09845640383813099
6bba_74686d6a,0.5,576,26360,420,0.015933232169954476,0.7291666666666666,0.031185031185031187
6bba_767a1e17,0.5,658,39123,363,0.009278429568284641,0.5516717325227963,0.018249918302707325
6bba_76db78c1,0.5,604,6066,420,0.06923837784371908,0.695364238410596,0.12593703148425786
6bba_784a78c9,0.5,1739,12881,1365,0.10597003338250136,0.7849338700402531,0.18673050615595074
6bba_786893ac,0.5,1395,60495,835,0.01380279361930738,0.5985663082437276,0.026983357569882047
6bba_789f8168,0.5,681,10234,483,0.04719562243502052,0.7092511013215859,0.0885020613834173
6bba_78a7bd97,0.5,832,33415,380,0.011372138261259913,0.4567307692307692,0.0221917248226122
6bba_7af54fde,0.5,1092,10071,912,0.09055704498063748,0.8351648351648352,0.16339693630744426
6bba_7b5d3b2c,0.5,555,6740,405,0.06008902077151335,0.7297297297297297,0.11103495544893763
6bba_7d3058ae,0.5,1173,9862,815,0.08264043804502129,0.6947996589940324,0.14771182600815586
6bba_7f87b3d8,0.5,934,9896,585,0.05911479385610348,0.6263383297644539,0.10803324099722991
6bba_80d12824,0.5,654,9888,455,0.04601537216828479,0.6957186544342507,0.08632138114209828
6bba_825bd1c6,0.5,930,11109,567,0.05103969754253308,0.6096774193548387,0.09419386992275106
6bba_87289e13,0.5,699,16160,419,0.025928217821782177,0.5994277539341917,0.049706388279257364
6bba_8b7818bf,0.5,725,6855,537,0.07833698030634573,0.7406896551724138,0.141688654353562
6bba_907271db,0.5,921,7532,528,0.07010090281465746,0.5732899022801303,0.12492606175322371
6bba_91951b3a,0.5,1148,11001,806,0.07326606672120717,0.7020905923344948,0.13268581776277885
6bba_96833384,0.5,721,5112,519,0.10152582159624413,0.7198335644937587,0.17795302588719356
6bba_969618f6,0.5,658,12893,538,0.04172806949507485,0.817629179331307,0.07940373404176813
6bba_971fa5e0,0.5,767,7074,505,0.07138818207520498,0.6584093872229465,0.12881010075245505
6bba_9a41d029,0.5,1353,18597,968,0.05205140614077539,0.7154471544715447,0.09704260651629072
6bba_9e23430b,0.5,891,7904,679,0.08590587044534413,0.7620650953984287,0.15440591245025584
6bba_a5e926bb,0.5,698,8037,479,0.0595993529924101,0.6862464183381088,0.10967372638809385
6bba_a90a0b9c,0.5,1112,37485,646,0.017233560090702947,0.5809352517985612,0.03347410420499002
6bba_ab78413d,0.5,1138,10837,281,0.025929685337270462,0.2469244288224956,0.04693110647181629
6bba_acd782a8,0.5,330,18062,184,0.010187133207839663,0.5575757575757576,0.02000869943453675
6bba_ae82a791,0.5,1471,8677,1074,0.12377549844416273,0.7301155676410604,0.21166732361056365
6bba_aeee7805,0.5,768,5678,664,0.11694258541740049,0.8645833333333334,0.2060192367359603
6bba_af149c94,0.5,1317,9706,892,0.091901916340408,0.6772968868640851,0.1618434183071759
6bba_afb141ff,0.5,626,6902,442,0.06403940886699508,0.7060702875399361,0.11742826780021254
6bba_b1ae37b9,0.5,579,23239,465,0.020009466844528593,0.8031088082901554,0.039046099588546476
6bba_b204cac7,0.5,811,9621,455,0.04729238124935038,0.561035758323058,0.08723159509202454
6bba_b329af44,0.5,1268,60941,867,0.01422687517434896,0.6837539432176656,0.027873780321175393
6bba_b693381b,0.5,935,6756,683,0.10109532267613973,0.7304812834224599,0.1776101937329346
6bba_bb9f20c3,0.5,1879,25763,1226,0.04758762566471296,0.6524747205960617,0.08870559293828233
6bba_bbb708ca,0.5,861,6800,665,0.09779411764705882,0.7723577235772358,0.17360657877561678
6bba_c27cba08,0.5,493,6337,362,0.05712482247120088,0.7342799188640974,0.10600292825768667
6bba_c328f2fd,0.5,500,31534,296,0.00938669372740534,0.592,0.018480364612599116
6bba_c73a1d11,0.5,710,15531,241,0.015517352391990213,0.33943661971830985,0.02967797549411982
6bba_cdcfe533,0.5,1348,28051,922,0.03286870343303269,0.6839762611275965,0.06272322187829518
6bba_cf35214c,0.5,817,34274,672,0.019606698955476454,0.8225214198286414,0.038300418910831836
6bba_cff5865f,0.5,1501,45269,1066,0.023548123439881597,0.7101932045303131,0.045584776566174906
6bba_d0fc38b5,0.5,813,7264,570,0.07846916299559471,0.7011070110701108,0.14114151293797203
6bba_d1acb6ff,0.5,643,12625,447,0.0354059405940594,0.6951788491446346,0.06738016279770877
6bba_d2b9fc0c,0.5,921,23456,593,0.02528137789904502,0.6438653637350705,0.04865241826311687
6bba_d3da753b,0.5,857,20035,447,0.02231095582730222,0.5215869311551925,0.042791499138426184
6bba_d5eae175,0.5,519,7065,285,0.040339702760084924,0.5491329479768786,0.07515822784810126
6bba_d6ecebbb,0.5,862,6457,606,0.09385163388570543,0.703016241299304,0.16559639294985656
6bba_d82a4fc6,0.5,530,26791,444,0.016572729648016125,0.8377358490566038,0.03250247062699023
6bba_debd7bfa,0.5,729,10252,483,0.04711275848614904,0.6625514403292181,0.08797013022493398
6bba_df673a83,0.5,654,18107,507,0.028000220909040703,0.7752293577981652,0.05404829166888759
6bba_e16ffc58,0.5,942,9187,571,0.06215304234244041,0.6061571125265393,0.11274558199229935
6bba_e5e44988,0.5,634,5727,347,0.060590186834293694,0.5473186119873817,0.10910234239899386
6bba_ebdf3b34,0.5,803,53601,586,0.010932631853883323,0.7297633872976339,0.021542533637232558
6bba_ebff6e76,0.5,1264,42781,682,0.015941656342768985,0.5395569620253164,0.0309683278465206
6bba_ed9377fd,0.5,508,5776,345,0.059729916897506924,0.6791338582677166,0.10980267345639719
6bba_edf14583,0.5,760,53267,560,0.010513075637824545,0.7368421052631579,0.02073037555296426
6bba_eebc57a5,0.5,989,12383,556,0.04490026649438747,0.5621840242669363,0.08315883936583907
6bba_ef7b4f7e,0.5,1201,6641,992,0.1493750941123325,0.8259783513738551,0.2529966845192553
6bba_f17befbc,0.5,1015,20780,647,0.03113570741097209,0.6374384236453202,0.059371415462261996
6bba_f1fde7e0,0.5,446,8126,228,0.028058085158749694,0.5112107623318386,0.05319645356976201
6bba_f20478e9,0.5,963,7097,650,0.09158799492743412,0.6749740394600208,0.16129032258064516
6bba_f4ae811c,0.5,965,8248,739,0.08959747817652765,0.7658031088082902,0.16042548572669055
6bba_f8ffd5e7,0.5,370,28799,243,0.00843779297892288,0.6567567567567567,0.01666152422091947
6bba_fbc898dc,0.5,639,5805,559,0.0962962962962963,0.8748043818466353,0.1734947237740534
6bba_fc516dc6,0.5,762,10333,458,0.044324010451950065,0.6010498687664042,0.0825597115817936
6bba_fc5f39dc,0.5,458,13517,291,0.021528445661019458,0.6353711790393013,0.04164579606440072
6bba_fc83837d,0.5,923,12768,563,0.044094611528822054,0.609967497291441,0.08224380980205974
6bba_fe670320,0.5,680,10526,423,0.04018620558616758,0.6220588235294118,0.07549527039086204
44b6_0113de3b,0.6,50,27291,31,0.0011359056099080284,0.62,0.002267656632895651
44b6_0b24845f,0.6,49,29108,25,0.0008588704136319913,0.5102040816326531,0.0017148540659189906
44b6_0c582fdc,0.6,70,26286,44,0.0016738948489690329,0.6285714285714286,0.00333889816360601
44b6_0db75fae,0.6,151,15097,122,0.008081075710406041,0.8079470198675497,0.016002098635886673
44b6_12dfb391,0.6,773,60829,562,0.009239014285949136,0.7270375161707633,0.018246160838933802
44b6_144b256d,0.6,119,68246,87,0.0012747999882777013,0.7310924369747899,0.002545161998098442
44b6_1574802b,0.6,153,17000,111,0.0065294117647058825,0.7254901960784313,0.012942342447385298
44b6_18ced818,0.6,99,74056,68,0.0009182240466673868,0.6868686868686869,0.0018339963589778165
44b6_1d530831,0.6,271,33187,197,0.005936059300328442,0.7269372693726938,0.011775957917388965
44b6_24264f12,0.6,221,24676,153,0.006200356621818772,0.6923076923076923,0.012290637426195928
44b6_267148e4,0.6,277,18467,140,0.007581090594032599,0.5054151624548736,0.014938113529662827
44b6_2a2eff9f,0.6,210,50025,162,0.0032383808095952024,0.7714285714285715,0.006449686473574201
44b6_2f31fc2f,0.6,85,20353,32,0.0015722497911855747,0.3764705882352941,0.003131421861238869
44b6_33b596bf,0.6,49,20550,33,0.001605839416058394,0.673469387755102,0.0032040390310209233
44b6_341df25f,0.6,209,7799,194,0.024874983972304143,0.9282296650717703,0.048451548451548455
44b6_3a861e03,0.6,919,41018,679,0.016553708128138864,0.7388465723612623,0.03238190619262227
44b6_3bb3690f,0.6,396,31771,247,0.007774385445846841,0.6237373737373737,0.01535735380980508
44b6_40c45f5a,0.6,198,32923,141,0.004282720286729642,0.7121212121212122,0.008514235681289818
44b6_415c0a3a,0.6,322,51039,195,0.0038206077705284195,0.6055900621118012,0.007593310099102432
44b6_53f95252,0.6,68,37141,50,0.0013462211572117066,0.7352941176470589,0.002687521836114918
44b6_551a5dba,0.6,224,60175,143,0.0023764021603656003,0.6383928571428571,0.004735177734730707
44b6_5740d24b,0.6,170,16124,149,0.00924088315554453,0.8764705882352941,0.01828894071437339
44b6_587a1e22,0.6,371,17059,256,0.01500674130957266,0.6900269541778976,0.02937464142283419
44b6_5f15d135,0.6,273,30478,168,0.005512172714745062,0.6153846153846154,0.010926473935806966
44b6_668e0cc7,0.6,631,34451,445,0.012916896461641172,0.705229793977813,0.025369135169032553
44b6_66f9292d,0.6,198,50899,105,0.0020629088980137133,0.5303030303030303,0.004109830322719533
44b6_706092f0,0.6,117,75868,78,0.001028101439342015,0.6666666666666666,0.0020530367835757055
44b6_71a4179f,0.6,119,70179,87,0.0012396870858803915,0.7310924369747899,0.00247517710318928
44b6_74d0c52e,0.6,139,13196,96,0.007274931797514398,0.6906474820143885,0.01439820022497188
44b6_7a302da0,0.6,507,67970,347,0.005105193467706341,0.6844181459566075,0.010134789783430933
44b6_7e557709,0.6,560,58136,408,0.007018026696023119,0.7285714285714285,0.013902139839171324
44b6_808952d6,0.6,179,16031,175,0.010916349572702887,0.9776536312849162,0.021591610117211595
44b6_81c256f0,0.6,197,10727,191,0.017805537428917686,0.9695431472081218,0.034968875869644825
44b6_87bba6c4,0.6,149,23493,73,0.0031073085599965947,0.4899328859060403,0.0061754504695034265
44b6_8cc6506c,0.6,396,31617,252,0.007970395673213778,0.6363636363636364,0.015743604160809672
44b6_8f5ab931,0.6,604,25469,431,0.016922533275746988,0.7135761589403974,0.0330610209795574
44b6_8f9ecab4,0.6,370,75609,279,0.0036900369003690036,0.754054054054054,0.007344134563497809
44b6_90724892,0.6,103,22648,82,0.0036206287530907806,0.7961165048543689,0.007208474352775702
44b6_949adeb1,0.6,378,34032,232,0.0068171133051245884,0.6137566137566137,0.013484452194129614
44b6_95029e92,0.6,198,7338,195,0.026573998364677023,0.9848484848484849,0.051751592356687894
44b6_97725144,0.6,221,38526,151,0.003919431033587707,0.6832579185520362,0.007794151805301056
44b6_996155de,0.6,377,10407,339,0.03257422888440473,0.8992042440318302,0.06287091988130564
44b6_9be80b04,0.6,220,62168,147,0.0023645605456183248,0.6681818181818182,0.004712444700904021
44b6_9bfa6a0a,0.6,259,65475,175,0.002672775868652157,0.6756756756756757,0.005324489609638848
44b6_a21120c2,0.6,286,21012,185,0.008804492670854749,0.6468531468531469,0.017372523241618934
44b6_a2bb48bb,0.6,410,61399,218,0.0035505464258375544,0.5317073170731708,0.007053988901292693
44b6_aaf8b0ea,0.6,206,21035,192,0.009127644402186831,0.9320388349514563,0.01807824490372393
44b6_abf82518,0.6,94,25215,88,0.003489986119373389,0.9361702127659575,0.006954047967126319
44b6_b2c44266,0.6,168,60785,127,0.0020893312494858927,0.7559523809523809,0.004167145177431791
44b6_c15fded2,0.6,102,18963,59,0.0031113220481991245,0.5784313725490197,0.006189352216102807
44b6_c50204e0,0.6,325,44362,178,0.004012443081916956,0.5476923076923077,0.007966522702351915
44b6_c771cb04,0.6,223,50515,134,0.002652677422547758,0.600896860986547,0.005282037131932674
44b6_c8e2a523,0.6,164,35301,131,0.0037109430327752755,0.7987804878048781,0.00738756520513182
44b6_c96cfa10,0.6,616,43067,446,0.010355956997236864,0.724025974025974,0.020419842959503696
44b6_cf2536e8,0.6,75,52842,36,0.0006812762575224253,0.48,0.0013606213504166902
44b6_cf8fed6b,0.6,188,38036,150,0.003943632348301609,0.7978723404255319,0.00784847216408539
44b6_d29c9ab2,0.6,1328,40818,950,0.02327404576412367,0.7153614457831325,0.04508138376121103
44b6_d2f34f90,0.6,281,23201,197,0.008491013318391449,0.701067615658363,0.016778809300740993
44b6_d5e7d891,0.6,893,42651,502,0.0117699467773323,0.5621500559910414,0.023057137607936797
44b6_d754aa59,0.6,70,6693,52,0.00776931122067832,0.7428571428571429,0.01537779092118882
44b6_d78e09d9,0.6,451,20717,303,0.014625669739827195,0.6718403547671841,0.0286281179138322
44b6_db3c847b,0.6,162,14935,114,0.0076330766655507195,0.7037037037037037,0.015102338212889978
44b6_ddf577ad,0.6,647,52219,418,0.008004749229207759,0.6460587326120556,0.015813566375364126
44b6_deabac95,0.6,124,13240,90,0.006797583081570997,0.7258064516129032,0.01346902125112242
44b6_e28840c6,0.6,309,76734,231,0.0030103995621237,0.7475728155339806,0.005996651220746856
