dataset,total_gt_edges,total_pred_edges,tp,fp,fn,precision,recall,f1_score,official_edge_tp,official_edge_fp,official_edge_fn,current_recall,hybrid_recall,chosen_method,snr_proxy,bg_median,branch_parents,branch_edges,branch_edge_ratio,edge_recall,edge_precision,edge_f1,node_edge_gap,mean_cells_per_frame,max_cells_per_frame,primary_bottleneck
6bba_3fda6b25,1179,8514,1059,7455,120,0.1244,0.8982,0.2185,1059,94,120,0.972222222195216,0.9999999999722224,Method 1: Standard Bg-Sub,6.2124992648542525,85.0,1,2,0.0017,0.8982188295157776,0.9184735472672,0.9082332756570878,0.10178117045644486,12.191919191919192,15,Balanced / Moderate
6bba_cf35214c,817,31602,714,30888,103,0.0226,0.8739,0.044,714,40,103,0.9999999999666668,0.9999999999666668,Method 2: Mild Bg-Sub,3.0939401513318114,355.0,0,0,0.0,0.8739290085668618,0.9469496021207601,0.9089751745473872,0.12607099139980493,8.42,13,Balanced / Moderate
44b6_996155de,377,8440,320,8120,57,0.0379,0.8488,0.0726,320,7,57,0.9999999999333332,0.9999999999333332,Method 1: Standard Bg-Sub,11.028665796627475,107.0,1,2,0.0053,0.8488063660454939,0.9785932721682612,0.9090909085908486,0.15119363388783935,3.8,4,Balanced / Moderate
6bba_2312ac41,1132,10858,1017,9841,115,0.0937,0.8984,0.1696,1017,61,115,0.9795918367147024,0.999999999979592,Method 2: Mild Bg-Sub,3.2649708549113883,210.0,2,4,0.0035,0.8984098939921392,0.9434137291271397,0.9203619904496918,0.10159010598745277,11.56,15,Balanced / Moderate
6bba_784a78c9,1739,11778,1579,10199,160,0.1341,0.908,0.2336,1580,107,159,0.9718309859018052,0.9859154929438604,Method 2: Mild Bg-Sub,4.157229353770334,258.0,1,2,0.0012,0.9085681426101734,0.9365737996437838,0.9223584349928633,0.077347350333687,17.88,21,Balanced / Moderate
6bba_aeee7805,768,4532,708,3824,60,0.1562,0.9219,0.2672,708,59,60,0.9999999999714286,0.9999999999714286,Method 0: Global Norm,18.03805019047723,58.0,1,2,0.0026,0.9218749999987996,0.9230769230757196,0.9224755695313716,0.078124999972629,7.95,12,Balanced / Moderate
44b6_d754aa59,70,4985,60,4925,10,0.012,0.8571,0.0237,60,0,10,0.9999999996666666,0.9999999996666666,Method 1: Standard Bg-Sub,11.003604932575872,50.0,1,2,0.0286,0.8571428571306122,0.9999999999833334,0.9230769225656805,0.14285714253605442,1.0746268656716418,2,Balanced / Moderate
44b6_341df25f,209,6824,192,6632,17,0.0281,0.9187,0.0546,192,7,17,0.8888888887901234,0.8888888887901234,Method 0: Global Norm,12.013198294125845,68.0,1,2,0.0096,0.9186602870769442,0.9648241205981668,0.941176470083922,-0.02977139828682085,2.16,4,Balanced / Moderate
6bba_fbc898dc,639,4377,604,3773,35,0.138,0.9452,0.2408,605,33,34,0.99999999995,0.99999999995,Method 0: Global Norm,32.82564821591689,35.0,0,0,0.0,0.9467918622833383,0.9482758620674792,0.947533280626159,0.05320813766666166,6.55,10,Balanced / Moderate
44b6_0113de3b,50,22044,47,21997,3,0.0021,0.94,0.0043,47,2,3,0.9999999996666666,0.9999999996666666,Method 2: Mild Bg-Sub,10.872296746028075,154.0,0,0,0.0,0.9399999999812001,0.9591836734498127,0.9494949489758189,0.05999999968546654,1.0,1,Balanced / Moderate
6bba_ef7b4f7e,1201,5122,1127,3995,74,0.22,0.9384,0.3565,1127,33,74,0.9743589743339908,0.9743589743339908,Method 0: Global Norm,24.43764116677772,38.0,2,4,0.0033,0.9383846794330238,0.9715517241370935,0.9546802197450005,0.03597429490096693,12.591836734693878,16,Balanced / Moderate
44b6_aaf8b0ea,206,19081,203,18878,3,0.0106,0.9854,0.0211,203,3,3,0.9999999998571428,0.9999999998571428,Method 2: Mild Bg-Sub,4.418852894930589,273.0,1,2,0.0097,0.9854368931990999,0.9854368931990999,0.9854368926990998,0.014563106658042946,2.09,3,Balanced / Moderate
44b6_abf82518,94,22877,93,22784,1,0.0041,0.9894,0.0081,93,0,1,0.9999999998,0.9999999998,Method 2: Mild Bg-Sub,3.036900422564785,228.0,0,0,0.0,0.9893617021171344,0.9999999999892473,0.9946524059064885,0.010638297682865616,1.6551724137931034,2,Balanced / Moderate
44b6_95029e92,198,4454,196,4258,2,0.044,0.9899,0.0843,196,0,2,0.999999999875,0.999999999875,Method 0: Global Norm,12.92041834896792,49.0,0,0,0.0,0.9898989898939905,0.999999999994898,0.9949238573629828,0.01010100998100949,2.0,2,Balanced / Moderate
44b6_808952d6,179,14702,179,14523,0,0.0122,1.0,0.0241,179,0,0,0.9999999998571428,0.9999999998571428,Method 2: Mild Bg-Sub,4.440458125341041,188.0,0,0,0.0,0.9999999999944135,0.9999999999944135,0.9999999994944135,-1.3727063929991346e-10,1.81,2,Balanced / Moderate
44b6_81c256f0,197,9630,197,9433,0,0.0205,1.0,0.0401,197,0,0,0.9999999998571428,0.9999999998571428,Method 1: Standard Bg-Sub,8.431866698972685,90.0,0,0,0.0,0.999999999994924,0.999999999994924,0.999999999494924,-1.377811198466361e-10,1.99,2,Balanced / Moderate
