dataset,pair_type,distance_um,cos_similarity,accel_norm_um,speed_ratio
6bba_48816121,FP_Noise_Link (TP->FP),6.894291,0.0,6.918188,11.99979
6bba_8b7818bf,True_Cell_Link (TP->TP),3.3745658,0.9630867,1.8616713,2.076643
6bba_8b7818bf,FP_Noise_Link (TP->FP),4.3754463,0.37139064,4.0625,2.6925657
6bba_6ca87370,True_Cell_Link (TP->TP),0.0,0.0,6.918188,0.0
6bba_6ca87370,FP_Noise_Link (TP->FP),6.461802,-0.18828292,10.317471,0.93402964
44b6_ddf577ad,True_Cell_Link (TP->TP),0.9084026,-0.9922772,2.3688242,0.62016946
44b6_ddf577ad,FP_Noise_Link (TP->FP),6.8582892,0.87072647,5.629165,4.6821766
44b6_d5e7d891,True_Cell_Link (TP->TP),1.7235727,-0.14907114,2.2980971,1.3416303
44b6_d5e7d891,FP_Noise_Link (TP->FP),4.9589133,-0.28497022,5.4655347,3.860022
44b6_8f9ecab4,True_Cell_Link (TP->TP),1.21875,-0.97014207,2.8726213,0.72760254
44b6_8f9ecab4,FP_Noise_Link (TP->FP),1.6750116,0.05882351,2.2980971,0.99999404
6bba_5b28472a,True_Cell_Link (TP->TP),2.3688242,0.6507912,1.8168052,1.8438946
6bba_5b28472a,FP_Noise_Link (TP->FP),6.822098,-0.1506487,7.1296587,5.310326
44b6_d5e7d891,True_Cell_Link (TP->TP),2.03125,0.42426372,1.8616713,3.5354722
44b6_d5e7d891,FP_Noise_Link (TP->FP),6.6629953,0.99160016,6.09375,11.597211
6bba_ebff6e76,True_Cell_Link (TP->TP),1.7235727,0.23570211,1.7235727,2.121294
6bba_ebff6e76,FP_Noise_Link (TP->FP),6.5505843,0.12403472,6.5,8.062159
44b6_d5e7d891,True_Cell_Link (TP->TP),1.8168052,-0.19999988,2.1877232,1.999978
44b6_d5e7d891,FP_Noise_Link (TP->FP),5.4504156,0.39999992,5.1547346,5.9999337
6bba_57b7cc1e,True_Cell_Link (TP->TP),0.40625,-0.59999925,2.2980971,0.19999902
6bba_57b7cc1e,FP_Noise_Link (TP->FP),6.080193,0.96214044,4.1628237,2.9933112
6bba_4ffd3da3,True_Cell_Link (TP->TP),3.0671203,0.77005327,2.4375,3.3763514
6bba_4ffd3da3,FP_Noise_Link (TP->FP),4.487178,-0.6883097,5.1547346,4.939581
6bba_789f8168,True_Cell_Link (TP->TP),2.0714767,-0.05547001,3.6336105,0.7211077
6bba_789f8168,FP_Noise_Link (TP->FP),6.6007814,-0.731126,8.919015,2.2978172
6bba_aeee7805,True_Cell_Link (TP->TP),3.5648293,0.9397428,2.0714767,2.128229
6bba_aeee7805,FP_Noise_Link (TP->FP),1.6750116,-0.9411762,3.3003907,0.99999404
6bba_74686d6a,True_Cell_Link (TP->TP),1.625,-0.69631046,3.65625,0.69630766
6bba_74686d6a,FP_Noise_Link (TP->FP),6.319767,0.6154574,5.2183757,2.7080014
44b6_551a5dba,True_Cell_Link (TP->TP),2.8145826,-0.7745964,3.5648293,3.0983524
44b6_551a5dba,FP_Noise_Link (TP->FP),4.082762,0.8454887,3.3500233,4.4943914
6bba_57b7cc1e,True_Cell_Link (TP->TP),0.0,0.0,2.9295104,0.0
6bba_57b7cc1e,FP_Noise_Link (TP->FP),6.9893894,-0.4191368,8.636993,2.3858478
6bba_4ffd3da3,True_Cell_Link (TP->TP),3.65625,0.30641818,5.2183757,0.72999495
6bba_4ffd3da3,FP_Noise_Link (TP->FP),5.5255976,-0.8467996,10.123698,1.1032227
6bba_e16ffc58,True_Cell_Link (TP->TP),3.2752922,0.0,3.3003907,8.062058
6bba_e16ffc58,FP_Noise_Link (TP->FP),4.9589133,0.57346207,4.7376485,12.206255
6bba_6ca87370,True_Cell_Link (TP->TP),0.40625,-0.092449985,4.450246,0.09244982
6bba_6ca87370,FP_Noise_Link (TP->FP),4.542013,-0.71940136,8.285907,1.0336205
44b6_3bb3690f,True_Cell_Link (TP->TP),0.40625,-0.37139025,2.3688242,0.18569449
44b6_3bb3690f,FP_Noise_Link (TP->FP),5.873088,-0.8991371,7.8984027,2.684554
6bba_cdcfe533,True_Cell_Link (TP->TP),2.03125,0.5099018,2.03125,0.9805759
6bba_cdcfe533,FP_Noise_Link (TP->FP),6.6629953,0.872891,4.9589133,3.2165282
44b6_ddf577ad,True_Cell_Link (TP->TP),2.0714767,0.0,2.6328008,1.274747
44b6_ddf577ad,FP_Noise_Link (TP->FP),5.984436,0.81461304,4.7550344,3.682707
44b6_c96cfa10,True_Cell_Link (TP->TP),1.2846752,0.70710623,0.9084026,1.4141979
44b6_c96cfa10,FP_Noise_Link (TP->FP),6.3588185,0.54285705,5.915089,6.999923
6bba_3abfe10a,True_Cell_Link (TP->TP),1.9902104,0.08164964,2.7252078,0.97979105
6bba_3abfe10a,FP_Noise_Link (TP->FP),5.1547346,0.2049087,5.138701,2.537703
6bba_bb9f20c3,True_Cell_Link (TP->TP),1.6750116,0.1714984,1.6750116,2.915425
6bba_bb9f20c3,FP_Noise_Link (TP->FP),4.542013,0.6957008,4.1628237,7.905556
44b6_b2c44266,True_Cell_Link (TP->TP),0.0,0.0,0.9084026,0.0
44b6_b2c44266,FP_Noise_Link (TP->FP),6.5505843,-0.11094002,6.712352,7.211023
6bba_789f8168,True_Cell_Link (TP->TP),4.6851034,0.0,4.6851034,468510.34
6bba_789f8168,FP_Noise_Link (TP->FP),5.510643,0.0,5.510643,551064.3
6bba_2646afc7,True_Cell_Link (TP->TP),0.8125,0.5883481,1.7235727,0.39223036
6bba_2646afc7,FP_Noise_Link (TP->FP),5.5255976,0.53349346,4.7550344,2.667455
6bba_43fea39d,True_Cell_Link (TP->TP),2.3337286,0.615457,2.03125,4.0619483
6bba_43fea39d,FP_Noise_Link (TP->FP),1.8616713,-0.15430321,2.03125,3.2403138
6bba_7d3058ae,True_Cell_Link (TP->TP),3.7233427,0.0,3.7233427,372334.28
6bba_7d3058ae,FP_Noise_Link (TP->FP),4.614113,0.0,4.614113,461411.3
6bba_78a7bd97,True_Cell_Link (TP->TP),0.0,0.0,1.9902104,0.0
6bba_78a7bd97,FP_Noise_Link (TP->FP),5.4504156,-0.18257417,6.1342406,2.738599
6bba_971fa5e0,True_Cell_Link (TP->TP),0.0,0.0,2.6012692,0.0
6bba_971fa5e0,FP_Noise_Link (TP->FP),5.2025385,0.8780487,3.172914,1.9999923
44b6_ddf577ad,True_Cell_Link (TP->TP),1.8616713,-0.21821776,2.1877232,2.2912595
44b6_ddf577ad,FP_Noise_Link (TP->FP),6.0393405,-0.40360358,6.4105167,7.432943
6bba_8b7818bf,True_Cell_Link (TP->TP),1.4647552,-0.3389274,9.901172,0.15735899
6bba_8b7818bf,FP_Noise_Link (TP->FP),4.8239512,0.7240641,6.7000465,0.5182382
6bba_d3da753b,True_Cell_Link (TP->TP),2.3337286,0.9051114,2.4711223,0.53336805
6bba_d3da753b,FP_Noise_Link (TP->FP),5.5255976,-0.600714,8.872634,1.262862
6bba_09961292,True_Cell_Link (TP->TP),8.175624,-0.9573779,14.681315,1.2270174
6bba_09961292,FP_Noise_Link (TP->FP),6.7613473,0.003663397,9.475297,1.0147594
6bba_825bd1c6,True_Cell_Link (TP->TP),3.0939078,0.0,3.0939078,309390.78
6bba_825bd1c6,FP_Noise_Link (TP->FP),4.542013,0.0,4.542013,454201.34
44b6_2a2eff9f,True_Cell_Link (TP->TP),3.2752922,0.0,3.3003907,8.062058
44b6_2a2eff9f,FP_Noise_Link (TP->FP),5.9982095,0.7450137,5.7019906,14.76446
6bba_eebc57a5,True_Cell_Link (TP->TP),4.2413745,-0.41164696,9.817475,0.5827203
6bba_eebc57a5,FP_Noise_Link (TP->FP),3.3745658,-0.27549058,8.826009,0.46362987
44b6_d5e7d891,True_Cell_Link (TP->TP),1.9902104,-0.51176625,4.8918977,0.55828893
44b6_d5e7d891,FP_Noise_Link (TP->FP),4.7550344,-0.2434077,6.6007814,1.3338706
6bba_085bf656,True_Cell_Link (TP->TP),5.4655347,0.9811482,3.4946947,2.6907115
6bba_085bf656,FP_Noise_Link (TP->FP),2.8726213,0.7636752,1.8616713,1.4142066
44b6_ddf577ad,True_Cell_Link (TP->TP),0.5745243,0.0,2.0714767,0.2886737
44b6_ddf577ad,FP_Noise_Link (TP->FP),4.02167,0.0824786,4.337563,2.0207157
6bba_fe670320,True_Cell_Link (TP->TP),3.65625,0.5512655,3.3003907,1.1163092
6bba_fe670320,FP_Noise_Link (TP->FP),5.04143,0.10994503,5.7019906,1.5392259
6bba_d3da753b,True_Cell_Link (TP->TP),6.90625,0.8823529,5.5255976,4.249974
6bba_d3da753b,FP_Noise_Link (TP->FP),4.02167,-0.9091371,5.540511,2.4748585
44b6_24264f12,True_Cell_Link (TP->TP),0.40625,0.0,0.40625,40625.0
44b6_24264f12,FP_Noise_Link (TP->FP),6.5631695,0.0,6.5631695,656316.94
6bba_78a7bd97,True_Cell_Link (TP->TP),0.9084026,0.8366597,2.3337286,0.2988062
6bba_78a7bd97,FP_Noise_Link (TP->FP),6.080193,0.35714287,5.7452426,1.9999934
6bba_76db78c1,True_Cell_Link (TP->TP),1.7235727,-0.8956684,3.65625,0.8485239
6bba_76db78c1,FP_Noise_Link (TP->FP),3.74544,0.58571213,3.0400965,1.8438998
6bba_cff5865f,True_Cell_Link (TP->TP),1.2846752,0.0,1.8168052,0.9999922
6bba_cff5865f,FP_Noise_Link (TP->FP),3.3745658,-0.7233175,4.3942657,2.6267648
44b6_eb2880fc,True_Cell_Link (TP->TP),1.6750116,0.97618675,0.40625,0.9219493
44b6_eb2880fc,FP_Noise_Link (TP->FP),6.894291,-0.9486832,8.636993,3.794712
6bba_d3da753b,True_Cell_Link (TP->TP),0.0,0.0,4.02167,0.0
6bba_d3da753b,FP_Noise_Link (TP->FP),4.9589133,0.33929515,5.2183757,1.2330452
6bba_786893ac,True_Cell_Link (TP->TP),0.0,0.0,2.0714767,0.0
6bba_786893ac,FP_Noise_Link (TP->FP),5.296852,-0.1504142,5.970631,2.5570292
6bba_3a1849c2,True_Cell_Link (TP->TP),3.2752922,0.96476376,1.6750116,1.9002813
6bba_3a1849c2,FP_Noise_Link (TP->FP),5.5255976,0.8491295,4.1628237,3.205879
6bba_6db0e9b4,True_Cell_Link (TP->TP),0.40625,0.89442474,0.5745243,0.44720867
6bba_6db0e9b4,FP_Noise_Link (TP->FP),6.894291,-0.7378647,7.5893764,7.5893826
44b6_c771cb04,True_Cell_Link (TP->TP),2.3337286,-0.8616403,3.9177332,1.3539985
44b6_c771cb04,FP_Noise_Link (TP->FP),5.5255976,-0.39857098,6.4105167,3.205879
44b6_7a302da0,True_Cell_Link (TP->TP),1.8168052,0.93419856,0.9084026,0.7784956
44b6_7a302da0,FP_Noise_Link (TP->FP),6.5505843,0.5182002,5.7019906,2.8069057
6bba_13f19531,True_Cell_Link (TP->TP),4.3184967,0.8065001,2.9575446,2.1698585
6bba_13f19531,FP_Noise_Link (TP->FP),1.1490486,0.0,2.2980971,0.5773474
6bba_e16ffc58,True_Cell_Link (TP->TP),3.3745658,0.0,3.3745658,337456.6
6bba_e16ffc58,FP_Noise_Link (TP->FP),3.8540258,0.0,3.8540258,385402.6
6bba_2540cd90,True_Cell_Link (TP->TP),2.6012692,0.5521575,2.1877232,1.5092221
6bba_2540cd90,FP_Noise_Link (TP->FP),4.02167,-0.5714285,5.2025385,2.33332
6bba_d0fc38b5,True_Cell_Link (TP->TP),0.40625,-0.5570854,2.4375,0.18569449
6bba_d0fc38b5,FP_Noise_Link (TP->FP),4.8239512,-0.18766043,5.6584077,2.205
6bba_55c70843,True_Cell_Link (TP->TP),2.84375,0.9486831,1.6750116,2.2135773
6bba_55c70843,FP_Noise_Link (TP->FP),6.201137,-0.80795395,7.2785673,4.82697
6bba_07e24132,True_Cell_Link (TP->TP),0.40625,0.0,2.0714767,0.19999902
6bba_07e24132,FP_Noise_Link (TP->FP),3.8540258,0.10540925,4.1628237,1.8973572
6bba_786893ac,True_Cell_Link (TP->TP),1.8616713,-0.4879498,2.4375,2.0493674
6bba_786893ac,FP_Noise_Link (TP->FP),4.3184967,0.042070307,4.3754463,4.7538934
6bba_bb9f20c3,True_Cell_Link (TP->TP),1.7235727,0.23570193,1.6750116,4.242536
6bba_bb9f20c3,FP_Noise_Link (TP->FP),6.8582892,0.29617435,6.7491317,16.881527
6bba_bb9f20c3,True_Cell_Link (TP->TP),1.2846752,-0.5692098,2.9575446,0.63245237
6bba_bb9f20c3,FP_Noise_Link (TP->FP),6.4233766,-0.31622773,7.3237762,3.1622622
6bba_55c70843,True_Cell_Link (TP->TP),3.2752922,0.0,3.2752922,327529.22
6bba_55c70843,FP_Noise_Link (TP->FP),6.90625,0.0,6.90625,690625.0
44b6_7a302da0,True_Cell_Link (TP->TP),1.4647552,0.5546998,1.21875,1.8027533
44b6_7a302da0,FP_Noise_Link (TP->FP),6.7978625,-0.35856852,7.1296587,8.366497
6bba_bb9f20c3,True_Cell_Link (TP->TP),0.0,0.0,1.8616713,0.0
6bba_bb9f20c3,FP_Noise_Link (TP->FP),6.080193,-0.6998542,7.501888,3.2659688
6bba_96833384,True_Cell_Link (TP->TP),2.03125,0.99999976,0.0,0.99999505
6bba_96833384,FP_Noise_Link (TP->FP),6.0393405,-0.8341142,7.814375,2.9731991
44b6_3a861e03,True_Cell_Link (TP->TP),0.9084026,0.5813181,1.8168052,0.4152255
44b6_3a861e03,FP_Noise_Link (TP->FP),6.512683,0.53283435,5.6584077,2.9769092
44b6_0b24845f,True_Cell_Link (TP->TP),0.5745243,0.0,0.5745243,57452.43
44b6_0b24845f,FP_Noise_Link (TP->FP),6.201137,0.0,6.201137,620113.75
6bba_df673a83,True_Cell_Link (TP->TP),2.0714767,0.087705754,2.1877232,2.2803257
6bba_df673a83,FP_Noise_Link (TP->FP),6.625737,0.1371021,6.5631695,7.2937527
6bba_bb9f20c3,True_Cell_Link (TP->TP),6.6132708,0.7862977,5.170718,3.255748
6bba_bb9f20c3,FP_Noise_Link (TP->FP),5.170718,-0.42426404,6.306696,2.5455718
6bba_f4ae811c,True_Cell_Link (TP->TP),3.7233427,0.72753274,2.6328008,1.7974253
6bba_f4ae811c,FP_Noise_Link (TP->FP),6.147678,0.24623464,5.984436,2.9677613
44b6_12dfb391,True_Cell_Link (TP->TP),0.40625,0.0,0.5745243,0.9999753
44b6_12dfb391,FP_Noise_Link (TP->FP),4.875,-0.6666663,5.1547346,11.999704
6bba_786893ac,True_Cell_Link (TP->TP),0.0,0.0,1.6750116,0.0
6bba_786893ac,FP_Noise_Link (TP->FP),5.0902977,0.11613869,5.170718,3.0389445
6bba_ebdf3b34,True_Cell_Link (TP->TP),2.3337286,0.93939376,0.8125,0.9999957
6bba_ebdf3b34,FP_Noise_Link (TP->FP),3.7233427,-0.8736977,5.873088,1.5954412
44b6_90724892,True_Cell_Link (TP->TP),3.2752922,0.7893521,2.03125,1.425213
44b6_90724892,FP_Noise_Link (TP->FP),6.319767,-0.9999999,8.617864,2.749988
6bba_6feeb0b1,True_Cell_Link (TP->TP),1.6750116,0.17149854,2.1877232,0.9718197
6bba_6feeb0b1,FP_Noise_Link (TP->FP),5.1547346,0.613006,4.3184967,2.990709
6bba_96833384,True_Cell_Link (TP->TP),2.8145826,-0.41256845,8.384906,0.41256788
6bba_96833384,FP_Noise_Link (TP->FP),4.1628237,0.1801534,7.3237762,0.6101961
6bba_b329af44,True_Cell_Link (TP->TP),1.6750116,0.97182506,0.40625,0.9718197
6bba_b329af44,FP_Noise_Link (TP->FP),4.875,-0.7071067,6.21443,2.8284109
6bba_09961292,True_Cell_Link (TP->TP),0.0,0.0,0.40625,0.0
6bba_09961292,FP_Noise_Link (TP->FP),6.7491317,0.48154327,6.5631695,16.612837
6bba_718b21f9,True_Cell_Link (TP->TP),1.6750116,0.75925636,1.21875,0.9219493
6bba_718b21f9,FP_Noise_Link (TP->FP),5.5255976,-0.4274373,6.512683,3.0413647
6bba_bbb708ca,True_Cell_Link (TP->TP),4.02167,0.0,4.02167,402167.0
6bba_bbb708ca,FP_Noise_Link (TP->FP),6.809991,0.0,6.809991,680999.1
6bba_718b21f9,True_Cell_Link (TP->TP),1.8168052,0.86772156,0.9084026,1.0846459
6bba_718b21f9,FP_Noise_Link (TP->FP),4.542013,-0.28200957,5.2656016,2.7116146
6bba_cdcfe533,True_Cell_Link (TP->TP),3.7233427,0.8849321,2.3688242,0.7585117
6bba_cdcfe533,FP_Noise_Link (TP->FP),5.873088,0.76138103,3.8325548,1.1964535
6bba_767a1e17,True_Cell_Link (TP->TP),2.8726213,0.83588845,2.1877232,0.7332337
6bba_767a1e17,FP_Noise_Link (TP->FP),5.7452426,-0.51326483,8.453515,1.4664674
6bba_6feeb0b1,True_Cell_Link (TP->TP),0.9084026,0.9486815,0.40625,1.5811112
6bba_6feeb0b1,FP_Noise_Link (TP->FP),4.8239512,0.77413845,4.3942657,8.39628
44b6_d5e7d891,True_Cell_Link (TP->TP),1.8168052,0.0,1.8616713,4.472026
44b6_d5e7d891,FP_Noise_Link (TP->FP),6.6629953,-0.18291315,6.7491317,16.400816
6bba_d3da753b,True_Cell_Link (TP->TP),3.8325548,0.7360255,2.6012692,1.4556894
6bba_d3da753b,FP_Noise_Link (TP->FP),5.915089,-0.69944143,7.981546,2.2466822
6bba_312f0dc3,True_Cell_Link (TP->TP),3.172914,0.65456456,4.631963,0.5253734
6bba_312f0dc3,FP_Noise_Link (TP->FP),6.95388,-0.9588703,12.859593,1.1514285
6bba_b1ae37b9,True_Cell_Link (TP->TP),1.7235727,0.9245001,0.8125,0.8320463
6bba_b1ae37b9,FP_Noise_Link (TP->FP),6.4233766,-0.09922778,6.9420033,3.1008534
6bba_af149c94,True_Cell_Link (TP->TP),3.0400965,0.8017837,2.1877232,0.8314771
6bba_af149c94,FP_Noise_Link (TP->FP),5.773897,-0.78959274,8.946728,1.5791812
6bba_767a1e17,True_Cell_Link (TP->TP),2.84375,0.46852124,2.8145826,1.0932121
6bba_767a1e17,FP_Noise_Link (TP->FP),5.3433843,-0.011873671,5.970631,2.0541372
6bba_718b21f9,True_Cell_Link (TP->TP),0.9084026,-0.97618645,2.5693505,0.54232293
6bba_718b21f9,FP_Noise_Link (TP->FP),4.8239512,0.93955845,3.3003907,2.8799336
6bba_a90a0b9c,True_Cell_Link (TP->TP),2.3337286,0.0,2.3337286,233372.86
6bba_a90a0b9c,FP_Noise_Link (TP->FP),5.6584077,0.0,5.6584077,565840.8
6bba_23af9eeb,True_Cell_Link (TP->TP),0.40625,-0.7071037,0.9084026,0.70709443
6bba_23af9eeb,FP_Noise_Link (TP->FP),5.04143,0.22792105,4.9422445,8.774811
44b6_3a861e03,True_Cell_Link (TP->TP),1.8168052,0.34921506,2.6012692,0.6984276
44b6_3a861e03,FP_Noise_Link (TP->FP),6.7491317,-0.8084477,8.983546,2.5945432
6bba_b204cac7,True_Cell_Link (TP->TP),1.9902104,-0.2970442,2.9575446,1.18817
6bba_b204cac7,FP_Noise_Link (TP->FP),4.02167,0.41649652,3.65625,2.400966
6bba_ed9377fd,True_Cell_Link (TP->TP),2.03125,-0.59999925,2.2980971,4.999877
6bba_ed9377fd,FP_Noise_Link (TP->FP),2.6328008,0.7715161,2.3337286,6.480581
6bba_2646afc7,True_Cell_Link (TP->TP),1.7235727,0.23570216,1.8616713,1.4142019
6bba_2646afc7,FP_Noise_Link (TP->FP),4.667457,-0.6963105,5.5850143,3.8296769
6bba_78a7bd97,True_Cell_Link (TP->TP),3.7233427,0.0,3.7233427,372334.28
6bba_78a7bd97,FP_Noise_Link (TP->FP),5.025035,0.0,5.025035,502503.5
44b6_d5e7d891,True_Cell_Link (TP->TP),0.9084026,0.99999875,0.0,0.999989
44b6_d5e7d891,FP_Noise_Link (TP->FP),5.873088,-0.18560645,6.1072764,6.4652205
6bba_b1ae37b9,True_Cell_Link (TP->TP),1.8168052,-0.41522732,3.3745658,0.830451
6bba_b1ae37b9,FP_Noise_Link (TP->FP),5.1547346,0.84882087,3.4946947,2.356199
6bba_2819ca14,True_Cell_Link (TP->TP),0.0,0.0,4.8918977,0.0
6bba_2819ca14,FP_Noise_Link (TP->FP),6.6007814,-0.480443,9.926144,1.3493266
6bba_d2b9fc0c,True_Cell_Link (TP->TP),1.6750116,0.78590506,1.6750116,0.6362066
6bba_d2b9fc0c,FP_Noise_Link (TP->FP),5.540511,-0.9277538,8.04334,2.1044092
44b6_c50204e0,True_Cell_Link (TP->TP),1.625,0.0,2.4375,0.89442223
44b6_c50204e0,FP_Noise_Link (TP->FP),6.0393405,0.81223667,4.6851034,3.3241358
6bba_ef7b4f7e,True_Cell_Link (TP->TP),0.40625,0.0,1.7235727,0.24253418
6bba_ef7b4f7e,FP_Noise_Link (TP->FP),6.319767,0.48331416,5.7019906,3.7729464
44b6_d2f34f90,True_Cell_Link (TP->TP),0.8125,0.44721332,1.625,0.44721112
44b6_d2f34f90,FP_Noise_Link (TP->FP),5.420051,0.63688135,4.487178,2.9832704
6bba_7f87b3d8,True_Cell_Link (TP->TP),5.915089,0.0,5.915089,591508.94
6bba_7f87b3d8,FP_Noise_Link (TP->FP),4.450246,0.0,4.450246,445024.6
44b6_ddf577ad,True_Cell_Link (TP->TP),1.8616713,-0.4879499,3.172914,1.0246894
44b6_ddf577ad,FP_Noise_Link (TP->FP),5.5255976,-0.09863938,5.984436,3.0413647
6bba_afb141ff,True_Cell_Link (TP->TP),0.40625,0.9805795,1.6750116,0.19611518
6bba_afb141ff,FP_Noise_Link (TP->FP),6.319767,0.9581184,4.3754463,3.0508363
6bba_786893ac,True_Cell_Link (TP->TP),0.5745243,0.9805795,0.9084026,0.39222962
6bba_786893ac,FP_Noise_Link (TP->FP),5.7019906,0.15808299,5.6584077,3.8927677
6bba_718b21f9,True_Cell_Link (TP->TP),5.2025385,0.0,5.2025385,520253.88
6bba_718b21f9,FP_Noise_Link (TP->FP),5.6584077,0.0,5.6584077,565840.8
6bba_ef7b4f7e,True_Cell_Link (TP->TP),1.2846752,0.037011653,3.65625,0.37011552
6bba_ef7b4f7e,FP_Noise_Link (TP->FP),5.2183757,0.75626606,3.4471455,1.5034164
6bba_7af54fde,True_Cell_Link (TP->TP),0.5745243,-0.5812378,2.84375,0.23249434
6bba_7af54fde,FP_Noise_Link (TP->FP),5.6584077,-0.41311055,7.048174,2.2898037
6bba_d2b9fc0c,True_Cell_Link (TP->TP),3.3500233,0.9002839,2.0714767,0.74657524
6bba_d2b9fc0c,FP_Noise_Link (TP->FP),5.5850143,0.9680693,1.6750116,1.244658
6bba_07e24132,True_Cell_Link (TP->TP),1.6750116,0.0,1.8616713,2.0615275
6bba_07e24132,FP_Noise_Link (TP->FP),4.542013,-0.9838696,5.3433843,5.5901012
6bba_6feeb0b1,True_Cell_Link (TP->TP),2.3688242,-0.13453452,3.3500233,1.1435382
6bba_6feeb0b1,FP_Noise_Link (TP->FP),4.9087377,-0.4219978,6.080193,2.369669
44b6_b2c44266,True_Cell_Link (TP->TP),1.6750116,-0.9935325,5.138701,0.4825716
44b6_b2c44266,FP_Noise_Link (TP->FP),6.345828,0.58443767,5.1547346,1.8282359
6bba_283bf9f1,True_Cell_Link (TP->TP),1.1490486,0.30206096,4.542013,0.24164833
6bba_283bf9f1,FP_Noise_Link (TP->FP),6.6629953,-0.96889454,11.331389,1.4012477
44b6_87bba6c4,True_Cell_Link (TP->TP),2.6328008,0.09758999,2.8145826,2.049374
44b6_87bba6c4,FP_Noise_Link (TP->FP),5.873088,-0.32810897,6.4105167,4.571616
6bba_55b7eebe,True_Cell_Link (TP->TP),0.40625,-0.7071052,1.4647552,0.3535503
6bba_55b7eebe,FP_Noise_Link (TP->FP),5.8166146,-0.5432512,6.512683,5.06207
6bba_cdcfe533,True_Cell_Link (TP->TP),2.5693505,0.6507913,2.0714767,1.0846477
6bba_cdcfe533,FP_Noise_Link (TP->FP),5.773897,-0.07239959,6.397631,2.4374425
6bba_af149c94,True_Cell_Link (TP->TP),1.2846752,0.22713949,4.9589133,0.25237674
6bba_af149c94,FP_Noise_Link (TP->FP),5.5255976,-0.36966202,8.788531,1.0855135
6bba_f17befbc,True_Cell_Link (TP->TP),2.9575446,0.50960666,3.4471455,0.77168804
6bba_f17befbc,FP_Noise_Link (TP->FP),4.02167,-0.8459,7.5457587,1.0493417
6bba_edf14583,True_Cell_Link (TP->TP),0.0,0.0,0.0,0.0
6bba_edf14583,FP_Noise_Link (TP->FP),5.4504156,0.0,5.4504156,545041.56
6bba_15403b9a,True_Cell_Link (TP->TP),2.8726213,0.8202437,1.6750116,1.4142066
6bba_15403b9a,FP_Noise_Link (TP->FP),6.95388,0.7711522,5.540511,3.4234316
6bba_6ca87370,True_Cell_Link (TP->TP),1.7235727,0.8956684,0.9084026,0.8485239
6bba_6ca87370,FP_Noise_Link (TP->FP),4.9589133,-0.08192318,5.510643,2.4412992
6bba_f8ffd5e7,True_Cell_Link (TP->TP),6.21443,0.9104463,2.8726213,1.420293
6bba_f8ffd5e7,FP_Noise_Link (TP->FP),5.8590207,0.2575131,6.345828,1.3390651
6bba_971fa5e0,True_Cell_Link (TP->TP),1.8616713,0.87830985,0.9084026,1.0246894
6bba_971fa5e0,FP_Noise_Link (TP->FP),2.4375,0.7453558,1.625,1.3416334
6bba_f20478e9,True_Cell_Link (TP->TP),1.21875,0.662266,2.4375,0.3973584
6bba_f20478e9,FP_Noise_Link (TP->FP),4.667457,0.57642865,3.8325548,1.5217668
6bba_09961292,True_Cell_Link (TP->TP),1.6750116,0.0,1.7235727,4.123004
6bba_09961292,FP_Noise_Link (TP->FP),5.8166146,-0.34921503,5.970631,14.317468
6bba_e16ffc58,True_Cell_Link (TP->TP),1.21875,0.89442635,0.5745243,1.341626
6bba_e16ffc58,FP_Noise_Link (TP->FP),2.03125,-0.268328,2.4375,2.2360432
6bba_76db78c1,True_Cell_Link (TP->TP),1.4647552,0.06537202,2.1877232,0.84983164
6bba_76db78c1,FP_Noise_Link (TP->FP),4.772357,-0.521672,5.8590207,2.7688587
6bba_3a1849c2,True_Cell_Link (TP->TP),1.7235727,0.77151656,1.21875,0.9258151
6bba_3a1849c2,FP_Noise_Link (TP->FP),5.5255976,0.97866553,3.7233427,2.9680684
6bba_f17befbc,True_Cell_Link (TP->TP),4.487178,0.8332147,2.6012692,1.5171919
6bba_f17befbc,FP_Noise_Link (TP->FP),4.875,-0.27472112,6.3588185,1.6483213
6bba_6ca87370,True_Cell_Link (TP->TP),2.9575446,0.7985834,2.2980971,3.255728
6bba_6ca87370,FP_Noise_Link (TP->FP),3.74544,0.24253555,3.6336105,4.12306
44b6_668e0cc7,True_Cell_Link (TP->TP),3.0400965,0.713024,2.1877232,1.8149595
44b6_668e0cc7,FP_Noise_Link (TP->FP),6.0393405,0.5710148,5.2656016,3.6055298
6bba_aeee7805,True_Cell_Link (TP->TP),2.9295104,0.0,2.9295104,292951.03
6bba_aeee7805,FP_Noise_Link (TP->FP),4.9589133,0.0,4.9589133,495891.34
6bba_b1ae37b9,True_Cell_Link (TP->TP),5.873088,0.0,5.873088,587308.8
6bba_b1ae37b9,FP_Noise_Link (TP->FP),6.90625,0.0,6.90625,690625.0
6bba_2646afc7,True_Cell_Link (TP->TP),6.1342406,0.22136351,6.0393405,2.8039255
6bba_2646afc7,FP_Noise_Link (TP->FP),4.667457,0.6141827,3.74544,2.1334672
6bba_fc516dc6,True_Cell_Link (TP->TP),1.7235727,0.8743854,0.9084026,0.9258151
6bba_fc516dc6,FP_Noise_Link (TP->FP),4.082762,-0.06514047,4.5961943,2.1930509
6bba_5f89039d,True_Cell_Link (TP->TP),1.6750116,0.23923561,2.6328008,0.67783165
