dataset,threshold,threshold_single,raw_nodes,filtered_nodes,est_nodes,pe_ratio,in_ideal_pe,is_positive,pred_edges,tp_edges,gt_edges,edge_recall,penalty,kaggle_score
6bba_372c8cb8,0.03,0.015,8332,5807,7021,0.8271,False,False,5006,854,1007,0.8481,1.0,0.8481
6bba_372c8cb8,0.05,0.025,8332,5276,7021,0.7515,False,False,4336,800,1007,0.7944,1.0,0.7944
6bba_3a1849c2,0.0002,0.0001,7964,7673,7003,1.0957,False,False,7037,793,1142,0.6944,0.9043,0.628
6bba_3a1849c2,0.0005,0.00025,7964,7629,7003,1.0894,False,False,6965,791,1142,0.6926,0.9106,0.6307
6bba_3a1849c2,0.001,0.0005,7964,7548,7003,1.0778,False,False,6860,791,1142,0.6926,0.9222,0.6387
6bba_3a1849c2,0.002,0.001,7964,7412,7003,1.0584,False,False,6667,789,1142,0.6909,0.9416,0.6505
6bba_3a1849c2,0.005,0.0025,7964,7004,7003,1.0001,False,False,6123,783,1142,0.6856,0.9999,0.6855
6bba_3a1849c2,0.01,0.005,7964,6484,7003,0.9259,True,True,5503,773,1142,0.6769,1.0,0.6769
6bba_3a1849c2,0.015,0.0075,7964,6122,7003,0.8742,False,False,5115,761,1142,0.6664,1.0,0.6664
6bba_3a1849c2,0.02,0.01,7964,5874,7003,0.8388,False,False,4839,753,1142,0.6594,1.0,0.6594
6bba_3a1849c2,0.03,0.015,7964,5351,7003,0.7641,False,False,4373,735,1142,0.6436,1.0,0.6436
6bba_3a1849c2,0.05,0.025,7964,4745,7003,0.6776,False,False,3745,696,1142,0.6095,1.0,0.6095
6bba_3abfe10a,0.0002,0.0001,62599,59448,52065,1.1418,False,False,51744,701,935,0.7497,0.8582,0.6434
6bba_3abfe10a,0.0005,0.00025,62599,57424,52065,1.1029,False,False,48868,676,935,0.723,0.8971,0.6486
6bba_3abfe10a,0.001,0.0005,62599,54454,52065,1.0459,False,False,45075,634,935,0.6781,0.9541,0.647
6bba_3abfe10a,0.002,0.001,62599,49656,52065,0.9537,True,True,39563,580,935,0.6203,1.0,0.6203
6bba_3abfe10a,0.005,0.0025,62599,40570,52065,0.7792,False,False,30058,462,935,0.4941,1.0,0.4941
6bba_3abfe10a,0.01,0.005,62599,31739,52065,0.6096,False,False,22015,343,935,0.3668,1.0,0.3668
6bba_3abfe10a,0.015,0.0075,62599,26557,52065,0.5101,False,False,17711,287,935,0.307,1.0,0.307
6bba_3abfe10a,0.02,0.01,62599,22876,52065,0.4394,False,False,14814,246,935,0.2631,1.0,0.2631
6bba_3abfe10a,0.03,0.015,62599,17837,52065,0.3426,False,False,11103,195,935,0.2086,1.0,0.2086
6bba_3abfe10a,0.05,0.025,62599,12296,52065,0.2362,False,False,7289,134,935,0.1433,1.0,0.1433
6bba_3c5691b6,0.0002,0.0001,7428,7139,6258,1.1408,False,False,6554,656,746,0.8794,0.8592,0.7556
6bba_3c5691b6,0.0005,0.00025,7428,7083,6258,1.1318,False,False,6482,656,746,0.8794,0.8682,0.7634
6bba_3c5691b6,0.001,0.0005,7428,6968,6258,1.1135,False,False,6362,656,746,0.8794,0.8865,0.7796
6bba_3c5691b6,0.002,0.001,7428,6785,6258,1.0842,False,False,6179,654,746,0.8767,0.9158,0.8028
6bba_3c5691b6,0.005,0.0025,7428,6416,6258,1.0252,False,False,5774,645,746,0.8646,0.9748,0.8428
6bba_3c5691b6,0.01,0.005,7428,6056,6258,0.9677,True,True,5411,637,746,0.8539,1.0,0.8539
6bba_3c5691b6,0.015,0.0075,7428,5814,6258,0.9291,True,True,5174,630,746,0.8445,1.0,0.8445
6bba_3c5691b6,0.02,0.01,7428,5642,6258,0.9016,True,True,4962,623,746,0.8351,1.0,0.8351
6bba_3c5691b6,0.03,0.015,7428,5321,6258,0.8503,False,False,4593,598,746,0.8016,1.0,0.8016
6bba_3c5691b6,0.05,0.025,7428,4875,6258,0.779,False,False,3982,552,746,0.7399,1.0,0.7399
6bba_3db54e20,0.0002,0.0001,24687,23542,23236,1.0132,False,False,20169,309,474,0.6519,0.9868,0.6433
6bba_3db54e20,0.0005,0.00025,24687,23114,23236,0.9947,False,False,19565,307,474,0.6477,1.0,0.6477
6bba_3db54e20,0.001,0.0005,24687,22465,23236,0.9668,True,True,18697,303,474,0.6392,1.0,0.6392
6bba_3db54e20,0.002,0.001,24687,21423,23236,0.922,True,True,17410,291,474,0.6139,1.0,0.6139
6bba_3db54e20,0.005,0.0025,24687,18976,23236,0.8167,False,False,14587,258,474,0.5443,1.0,0.5443
6bba_3db54e20,0.01,0.005,24687,16303,23236,0.7016,False,False,11713,223,474,0.4705,1.0,0.4705
6bba_3db54e20,0.015,0.0075,24687,14434,23236,0.6212,False,False,9815,197,474,0.4156,1.0,0.4156
6bba_3db54e20,0.02,0.01,24687,12899,23236,0.5551,False,False,8408,177,474,0.3734,1.0,0.3734
6bba_3db54e20,0.03,0.015,24687,10669,23236,0.4592,False,False,6575,157,474,0.3312,1.0,0.3312
6bba_3db54e20,0.05,0.025,24687,7799,23236,0.3356,False,False,4480,110,474,0.2321,1.0,0.2321
6bba_3fda6b25,0.0002,0.0001,10432,9890,9842,1.0049,False,False,9031,1071,1179,0.9084,0.9951,0.904
6bba_3fda6b25,0.0005,0.00025,10432,9780,9842,0.9937,False,False,8866,1070,1179,0.9075,1.0,0.9075
6bba_3fda6b25,0.001,0.0005,10432,9566,9842,0.972,True,True,8603,1067,1179,0.905,1.0,0.905
6bba_3fda6b25,0.002,0.001,10432,9163,9842,0.931,True,True,8110,1051,1179,0.8914,1.0,0.8914
6bba_3fda6b25,0.005,0.0025,10432,8248,9842,0.838,False,False,6866,974,1179,0.8261,1.0,0.8261
6bba_3fda6b25,0.01,0.005,10432,7018,9842,0.7131,False,False,5273,832,1179,0.7057,1.0,0.7057
6bba_3fda6b25,0.015,0.0075,10432,5911,9842,0.6006,False,False,4155,730,1179,0.6192,1.0,0.6192
6bba_3fda6b25,0.02,0.01,10432,5051,9842,0.5132,False,False,3389,643,1179,0.5454,1.0,0.5454
6bba_3fda6b25,0.03,0.015,10432,3865,9842,0.3927,False,False,2498,545,1179,0.4623,1.0,0.4623
6bba_3fda6b25,0.05,0.025,10432,2715,9842,0.2759,False,False,1693,443,1179,0.3757,1.0,0.3757
6bba_43fea39d,0.0002,0.0001,6387,6095,5748,1.0604,False,False,5378,768,880,0.8727,0.9396,0.82
6bba_43fea39d,0.0005,0.00025,6387,6055,5748,1.0534,False,False,5313,768,880,0.8727,0.9466,0.8261
6bba_43fea39d,0.001,0.0005,6387,6001,5748,1.044,False,False,5235,767,880,0.8716,0.956,0.8332
6bba_43fea39d,0.002,0.001,6387,5890,5748,1.0247,False,False,5108,766,880,0.8705,0.9753,0.849
6bba_43fea39d,0.005,0.0025,6387,5653,5748,0.9835,True,True,4828,761,880,0.8648,1.0,0.8648
6bba_43fea39d,0.01,0.005,6387,5353,5748,0.9313,True,True,4522,759,880,0.8625,1.0,0.8625
6bba_43fea39d,0.015,0.0075,6387,5163,5748,0.8982,False,False,4309,754,880,0.8568,1.0,0.8568
6bba_43fea39d,0.02,0.01,6387,4997,5748,0.8693,False,False,4134,746,880,0.8477,1.0,0.8477
6bba_43fea39d,0.03,0.015,6387,4691,5748,0.8161,False,False,3792,726,880,0.825,1.0,0.825
6bba_43fea39d,0.05,0.025,6387,4165,5748,0.7246,False,False,3213,687,880,0.7807,1.0,0.7807
6bba_474be664,0.0002,0.0001,34260,32457,28293,1.1472,False,False,28775,63,286,0.2203,0.8528,0.1879
6bba_474be664,0.0005,0.00025,34260,31852,28293,1.1258,False,False,27914,62,286,0.2168,0.8742,0.1895
6bba_474be664,0.001,0.0005,34260,30842,28293,1.0901,False,False,26645,58,286,0.2028,0.9099,0.1845
6bba_474be664,0.002,0.001,34260,29009,28293,1.0253,False,False,24624,54,286,0.1888,0.9747,0.184
6bba_474be664,0.005,0.0025,34260,25415,28293,0.8983,False,False,20912,47,286,0.1643,1.0,0.1643
6bba_474be664,0.01,0.005,34260,22019,28293,0.7782,False,False,17599,42,286,0.1469,1.0,0.1469
6bba_474be664,0.015,0.0075,34260,19881,28293,0.7027,False,False,15547,41,286,0.1434,1.0,0.1434
6bba_474be664,0.02,0.01,34260,18309,28293,0.6471,False,False,13999,38,286,0.1329,1.0,0.1329
6bba_474be664,0.03,0.015,34260,15744,28293,0.5565,False,False,11540,34,286,0.1189,1.0,0.1189
6bba_474be664,0.05,0.025,34260,12005,28293,0.4243,False,False,8224,26,286,0.0909,1.0,0.0909
6bba_48816121,0.0002,0.0001,25497,24429,23965,1.0194,False,False,22335,746,918,0.8126,0.9806,0.7969
6bba_48816121,0.0005,0.00025,25497,24167,23965,1.0084,False,False,22004,744,918,0.8105,0.9916,0.8036
6bba_48816121,0.001,0.0005,25497,23799,23965,0.9931,False,False,21504,738,918,0.8039,1.0,0.8039
6bba_48816121,0.002,0.001,25497,23156,23965,0.9662,True,True,20750,730,918,0.7952,1.0,0.7952
6bba_48816121,0.005,0.0025,25497,21791,23965,0.9093,True,True,19053,711,918,0.7745,1.0,0.7745
6bba_48816121,0.01,0.005,25497,20140,23965,0.8404,False,False,17003,673,918,0.7331,1.0,0.7331
6bba_48816121,0.015,0.0075,25497,18761,23965,0.7828,False,False,15364,622,918,0.6776,1.0,0.6776
6bba_48816121,0.02,0.01,25497,17590,23965,0.734,False,False,13942,573,918,0.6242,1.0,0.6242
6bba_48816121,0.03,0.015,25497,15624,23965,0.652,False,False,11633,488,918,0.5316,1.0,0.5316
6bba_48816121,0.05,0.025,25497,12227,23965,0.5102,False,False,8265,325,918,0.354,1.0,0.354
6bba_4aa14c89,0.0002,0.0001,7107,6807,6787,1.0029,False,False,6183,593,681,0.8708,0.9971,0.8682
6bba_4aa14c89,0.0005,0.00025,7107,6739,6787,0.9929,False,False,6105,593,681,0.8708,1.0,0.8708
6bba_4aa14c89,0.001,0.0005,7107,6640,6787,0.9783,True,True,5971,591,681,0.8678,1.0,0.8678
6bba_4aa14c89,0.002,0.001,7107,6377,6787,0.9396,True,True,5665,587,681,0.862,1.0,0.862
6bba_4aa14c89,0.005,0.0025,7107,5877,6787,0.8659,False,False,5070,575,681,0.8443,1.0,0.8443
6bba_4aa14c89,0.01,0.005,7107,5316,6787,0.7833,False,False,4387,538,681,0.79,1.0,0.79
6bba_4aa14c89,0.015,0.0075,7107,4916,6787,0.7243,False,False,3960,506,681,0.743,1.0,0.743
6bba_4aa14c89,0.02,0.01,7107,4620,6787,0.6807,False,False,3636,484,681,0.7107,1.0,0.7107
6bba_4aa14c89,0.03,0.015,7107,4012,6787,0.5911,False,False,3044,437,681,0.6417,1.0,0.6417
6bba_4aa14c89,0.05,0.025,7107,3213,6787,0.4734,False,False,2276,369,681,0.5419,1.0,0.5419
6bba_4f99ce20,0.0002,0.0001,6675,6356,5965,1.0655,False,False,5458,870,1010,0.8614,0.9345,0.8049
6bba_4f99ce20,0.0005,0.00025,6675,6315,5965,1.0587,False,False,5411,870,1010,0.8614,0.9413,0.8108
6bba_4f99ce20,0.001,0.0005,6675,6230,5965,1.0444,False,False,5324,869,1010,0.8604,0.9556,0.8222
6bba_4f99ce20,0.002,0.001,6675,6084,5965,1.0199,False,False,5162,868,1010,0.8594,0.9801,0.8423
6bba_4f99ce20,0.005,0.0025,6675,5810,5965,0.974,True,True,4825,858,1010,0.8495,1.0,0.8495
6bba_4f99ce20,0.01,0.005,6675,5471,5965,0.9172,True,True,4450,836,1010,0.8277,1.0,0.8277
6bba_4f99ce20,0.015,0.0075,6675,5218,5965,0.8748,False,False,4176,811,1010,0.803,1.0,0.803
6bba_4f99ce20,0.02,0.01,6675,5013,5965,0.8404,False,False,3939,792,1010,0.7842,1.0,0.7842
6bba_4f99ce20,0.03,0.015,6675,4615,5965,0.7737,False,False,3535,761,1010,0.7535,1.0,0.7535
6bba_4f99ce20,0.05,0.025,6675,4156,5965,0.6967,False,False,3006,691,1010,0.6842,1.0,0.6842
6bba_4ffd3da3,0.0002,0.0001,18726,17714,17637,1.0044,False,False,15881,402,689,0.5835,0.9956,0.5809
6bba_4ffd3da3,0.0005,0.00025,18726,17542,17637,0.9946,False,False,15657,401,689,0.582,1.0,0.582
6bba_4ffd3da3,0.001,0.0005,18726,17241,17637,0.9775,True,True,15291,399,689,0.5791,1.0,0.5791
6bba_4ffd3da3,0.002,0.001,18726,16714,17637,0.9477,True,True,14643,389,689,0.5646,1.0,0.5646
6bba_4ffd3da3,0.005,0.0025,18726,15465,17637,0.8768,False,False,13060,352,689,0.5109,1.0,0.5109
6bba_4ffd3da3,0.01,0.005,18726,13690,17637,0.7762,False,False,10930,299,689,0.434,1.0,0.434
6bba_4ffd3da3,0.015,0.0075,18726,12208,17637,0.6922,False,False,9269,254,689,0.3687,1.0,0.3687
6bba_4ffd3da3,0.02,0.01,18726,10997,17637,0.6235,False,False,8000,220,689,0.3193,1.0,0.3193
6bba_4ffd3da3,0.03,0.015,18726,9144,17637,0.5185,False,False,6228,174,689,0.2525,1.0,0.2525
6bba_4ffd3da3,0.05,0.025,18726,6659,17637,0.3776,False,False,4200,111,689,0.1611,1.0,0.1611
6bba_55b7eebe,0.0002,0.0001,5708,5522,5257,1.0504,False,False,5077,607,688,0.8823,0.9496,0.8378
6bba_55b7eebe,0.0005,0.00025,5708,5495,5257,1.0453,False,False,5037,607,688,0.8823,0.9547,0.8423
6bba_55b7eebe,0.001,0.0005,5708,5428,5257,1.0325,False,False,4956,606,688,0.8808,0.9675,0.8522
6bba_55b7eebe,0.002,0.001,5708,5325,5257,1.0129,False,False,4831,604,688,0.8779,0.9871,0.8666
6bba_55b7eebe,0.005,0.0025,5708,5124,5257,0.9747,True,True,4589,600,688,0.8721,1.0,0.8721
6bba_55b7eebe,0.01,0.005,5708,4863,5257,0.9251,True,True,4299,586,688,0.8517,1.0,0.8517
6bba_55b7eebe,0.015,0.0075,5708,4700,5257,0.894,False,False,4090,574,688,0.8343,1.0,0.8343
6bba_55b7eebe,0.02,0.01,5708,4509,5257,0.8577,False,False,3885,558,688,0.811,1.0,0.811
6bba_55b7eebe,0.03,0.015,5708,4249,5257,0.8083,False,False,3565,522,688,0.7587,1.0,0.7587
6bba_55b7eebe,0.05,0.025,5708,3767,5257,0.7166,False,False,3025,479,688,0.6962,1.0,0.6962
6bba_55c70843,0.0002,0.0001,42246,40085,35415,1.1319,False,False,35652,285,467,0.6103,0.8681,0.5298
6bba_55c70843,0.0005,0.00025,42246,38782,35415,1.0951,False,False,33675,277,467,0.5931,0.9049,0.5368
6bba_55c70843,0.001,0.0005,42246,36589,35415,1.0331,False,False,30786,255,467,0.546,0.9669,0.5279
6bba_55c70843,0.002,0.001,42246,32722,35415,0.924,True,False,26386,222,467,0.4754,1.0,0.4754
6bba_55c70843,0.005,0.0025,42246,25481,35415,0.7195,False,False,19144,167,467,0.3576,1.0,0.3576
6bba_55c70843,0.01,0.005,42246,19263,35415,0.5439,False,False,13840,115,467,0.2463,1.0,0.2463
6bba_55c70843,0.015,0.0075,42246,15978,35415,0.4512,False,False,11158,93,467,0.1991,1.0,0.1991
6bba_55c70843,0.02,0.01,42246,13971,35415,0.3945,False,False,9554,77,467,0.1649,1.0,0.1649
6bba_55c70843,0.03,0.015,42246,11145,35415,0.3147,False,False,7362,61,467,0.1306,1.0,0.1306
6bba_55c70843,0.05,0.025,42246,7968,35415,0.225,False,False,5047,45,467,0.0964,1.0,0.0964
6bba_57b7cc1e,0.0002,0.0001,85101,79265,65511,1.2099,False,False,67777,874,1592,0.549,0.7901,0.4337
6bba_57b7cc1e,0.0005,0.00025,85101,75620,65511,1.1543,False,False,63332,845,1592,0.5308,0.8457,0.4489
6bba_57b7cc1e,0.001,0.0005,85101,70609,65511,1.0778,False,False,57734,794,1592,0.4987,0.9222,0.4599
6bba_57b7cc1e,0.002,0.001,85101,63529,65511,0.9697,True,False,50275,713,1592,0.4479,1.0,0.4479
6bba_57b7cc1e,0.005,0.0025,85101,50843,65511,0.7761,False,False,37821,578,1592,0.3631,1.0,0.3631
6bba_57b7cc1e,0.01,0.005,85101,39360,65511,0.6008,False,False,27696,441,1592,0.277,1.0,0.277
6bba_57b7cc1e,0.015,0.0075,85101,32395,65511,0.4945,False,False,21917,355,1592,0.223,1.0,0.223
6bba_57b7cc1e,0.02,0.01,85101,27683,65511,0.4226,False,False,18151,303,1592,0.1903,1.0,0.1903
6bba_57b7cc1e,0.03,0.015,85101,21398,65511,0.3266,False,False,13463,237,1592,0.1489,1.0,0.1489
6bba_57b7cc1e,0.05,0.025,85101,14712,65511,0.2246,False,False,8782,167,1592,0.1049,1.0,0.1049
6bba_5a4d9360,0.0002,0.0001,6272,6009,5976,1.0055,False,False,5202,473,722,0.6551,0.9945,0.6515
6bba_5a4d9360,0.0005,0.00025,6272,5955,5976,0.9965,False,False,5136,472,722,0.6537,1.0,0.6537
6bba_5a4d9360,0.001,0.0005,6272,5895,5976,0.9864,True,True,5063,472,722,0.6537,1.0,0.6537
6bba_5a4d9360,0.002,0.001,6272,5786,5976,0.9682,True,True,4938,472,722,0.6537,1.0,0.6537
6bba_5a4d9360,0.005,0.0025,6272,5584,5976,0.9344,True,True,4718,468,722,0.6482,1.0,0.6482
6bba_5a4d9360,0.01,0.005,6272,5360,5976,0.8969,False,False,4476,463,722,0.6413,1.0,0.6413
6bba_5a4d9360,0.015,0.0075,6272,5229,5976,0.875,False,False,4315,455,722,0.6302,1.0,0.6302
6bba_5a4d9360,0.02,0.01,6272,5070,5976,0.8484,False,False,4125,447,722,0.6191,1.0,0.6191
6bba_5a4d9360,0.03,0.015,6272,4769,5976,0.798,False,False,3752,427,722,0.5914,1.0,0.5914
6bba_5a4d9360,0.05,0.025,6272,4228,5976,0.7075,False,False,3134,396,722,0.5485,1.0,0.5485
6bba_5b28472a,0.0002,0.0001,7007,6775,5802,1.1677,False,False,6185,655,724,0.9047,0.8323,0.753
6bba_5b28472a,0.0005,0.00025,7007,6732,5802,1.1603,False,False,6096,655,724,0.9047,0.8397,0.7597
6bba_5b28472a,0.001,0.0005,7007,6622,5802,1.1413,False,False,5960,653,724,0.9019,0.8587,0.7745
6bba_5b28472a,0.002,0.001,7007,6421,5802,1.1067,False,False,5705,651,724,0.8992,0.8933,0.8032
6bba_5b28472a,0.005,0.0025,7007,6030,5802,1.0393,False,False,5176,649,724,0.8964,0.9607,0.8612
6bba_5b28472a,0.01,0.005,7007,5431,5802,0.9361,True,True,4515,647,724,0.8936,1.0,0.8936
6bba_5b28472a,0.015,0.0075,7007,5009,5802,0.8633,False,False,4070,640,724,0.884,1.0,0.884
6bba_5b28472a,0.02,0.01,7007,4685,5802,0.8075,False,False,3756,628,724,0.8674,1.0,0.8674
6bba_5b28472a,0.03,0.015,7007,4155,5802,0.7161,False,False,3260,611,724,0.8439,1.0,0.8439
6bba_5b28472a,0.05,0.025,7007,3498,5802,0.6029,False,False,2614,585,724,0.808,1.0,0.808
6bba_5c039895,0.0002,0.0001,9591,9090,8570,1.0607,False,False,8367,923,1145,0.8061,0.9393,0.7572
6bba_5c039895,0.0005,0.00025,9591,8988,8570,1.0488,False,False,8242,923,1145,0.8061,0.9512,0.7668
6bba_5c039895,0.001,0.0005,9591,8811,8570,1.0281,False,False,8042,919,1145,0.8026,0.9719,0.78
6bba_5c039895,0.002,0.001,9591,8523,8570,0.9945,False,False,7744,896,1145,0.7825,1.0,0.7825
6bba_5c039895,0.005,0.0025,9591,7985,8570,0.9317,True,True,7099,850,1145,0.7424,1.0,0.7424
6bba_5c039895,0.01,0.005,9591,7348,8570,0.8574,False,False,6310,778,1145,0.6795,1.0,0.6795
6bba_5c039895,0.015,0.0075,9591,6789,8570,0.7922,False,False,5685,713,1145,0.6227,1.0,0.6227
6bba_5c039895,0.02,0.01,9591,6335,8570,0.7392,False,False,5164,665,1145,0.5808,1.0,0.5808
6bba_5c039895,0.03,0.015,9591,5652,8570,0.6595,False,False,4354,601,1145,0.5249,1.0,0.5249
6bba_5c039895,0.05,0.025,9591,4435,8570,0.5175,False,False,3182,483,1145,0.4218,1.0,0.4218
6bba_5c824876,0.0002,0.0001,26520,25481,24647,1.0338,False,False,23153,975,1130,0.8628,0.9662,0.8336
6bba_5c824876,0.0005,0.00025,26520,25160,24647,1.0208,False,False,22690,972,1130,0.8602,0.9792,0.8423
6bba_5c824876,0.001,0.0005,26520,24702,24647,1.0022,False,False,22072,967,1130,0.8558,0.9978,0.8538
6bba_5c824876,0.002,0.001,26520,23897,24647,0.9696,True,True,21000,953,1130,0.8434,1.0,0.8434
6bba_5c824876,0.005,0.0025,26520,22017,24647,0.8933,False,False,18478,907,1130,0.8027,1.0,0.8027
6bba_5c824876,0.01,0.005,26520,19281,24647,0.7823,False,False,15348,843,1130,0.746,1.0,0.746
6bba_5c824876,0.015,0.0075,26520,17122,24647,0.6947,False,False,13189,771,1130,0.6823,1.0,0.6823
6bba_5c824876,0.02,0.01,26520,15357,24647,0.6231,False,False,11568,737,1130,0.6522,1.0,0.6522
6bba_5c824876,0.03,0.015,26520,12833,24647,0.5207,False,False,9271,657,1130,0.5814,1.0,0.5814
6bba_5c824876,0.05,0.025,26520,9499,24647,0.3854,False,False,6385,514,1130,0.4549,1.0,0.4549
6bba_5dfe9ad1,0.0002,0.0001,29955,28887,26913,1.0733,False,False,26512,1232,1487,0.8285,0.9267,0.7677
6bba_5dfe9ad1,0.0005,0.00025,29955,28452,26913,1.0572,False,False,25919,1225,1487,0.8238,0.9428,0.7767
6bba_5dfe9ad1,0.001,0.0005,29955,27781,26913,1.0323,False,False,24923,1193,1487,0.8023,0.9677,0.7764
6bba_5dfe9ad1,0.002,0.001,29955,26445,26913,0.9826,True,True,22802,1123,1487,0.7552,1.0,0.7552
6bba_5dfe9ad1,0.005,0.0025,29955,22127,26913,0.8222,False,False,16697,850,1487,0.5716,1.0,0.5716
6bba_5dfe9ad1,0.01,0.005,29955,15205,26913,0.565,False,False,10173,532,1487,0.3578,1.0,0.3578
6bba_5dfe9ad1,0.015,0.0075,29955,10742,26913,0.3991,False,False,6780,370,1487,0.2488,1.0,0.2488
6bba_5dfe9ad1,0.02,0.01,29955,7938,26913,0.295,False,False,4845,273,1487,0.1836,1.0,0.1836
6bba_5dfe9ad1,0.03,0.015,29955,4922,26913,0.1829,False,False,2908,175,1487,0.1177,1.0,0.1177
6bba_5dfe9ad1,0.05,0.025,29955,2515,26913,0.0934,False,False,1424,99,1487,0.0666,1.0,0.0666
6bba_5f89039d,0.0002,0.0001,4891,4807,4611,1.0425,False,False,4540,749,885,0.8463,0.9575,0.8104
6bba_5f89039d,0.0005,0.00025,4891,4787,4611,1.0382,False,False,4508,749,885,0.8463,0.9618,0.814
6bba_5f89039d,0.001,0.0005,4891,4754,4611,1.031,False,False,4456,748,885,0.8452,0.969,0.819
6bba_5f89039d,0.002,0.001,4891,4687,4611,1.0165,False,False,4369,747,885,0.8441,0.9835,0.8302
6bba_5f89039d,0.005,0.0025,4891,4574,4611,0.992,False,False,4225,744,885,0.8407,1.0,0.8407
6bba_5f89039d,0.01,0.005,4891,4463,4611,0.9679,True,True,4088,743,885,0.8395,1.0,0.8395
6bba_5f89039d,0.015,0.0075,4891,4355,4611,0.9445,True,True,3969,741,885,0.8373,1.0,0.8373
6bba_5f89039d,0.02,0.01,4891,4256,4611,0.923,True,True,3856,737,885,0.8328,1.0,0.8328
6bba_5f89039d,0.03,0.015,4891,4098,4611,0.8887,False,False,3671,722,885,0.8158,1.0,0.8158
6bba_5f89039d,0.05,0.025,4891,3872,4611,0.8397,False,False,3390,698,885,0.7887,1.0,0.7887
6bba_61dd1e0d,0.0002,0.0001,10920,10473,10128,1.0341,False,False,9497,461,543,0.849,0.9659,0.8201
6bba_61dd1e0d,0.0005,0.00025,10920,10325,10128,1.0195,False,False,9308,460,543,0.8471,0.9805,0.8307
6bba_61dd1e0d,0.001,0.0005,10920,10142,10128,1.0014,False,False,9074,457,543,0.8416,0.9986,0.8405
6bba_61dd1e0d,0.002,0.001,10920,9802,10128,0.9678,True,True,8679,457,543,0.8416,1.0,0.8416
6bba_61dd1e0d,0.005,0.0025,10920,9124,10128,0.9009,True,True,7931,443,543,0.8158,1.0,0.8158
6bba_61dd1e0d,0.01,0.005,10920,8459,10128,0.8352,False,False,7166,420,543,0.7735,1.0,0.7735
6bba_61dd1e0d,0.015,0.0075,10920,7982,10128,0.7881,False,False,6628,397,543,0.7311,1.0,0.7311
6bba_61dd1e0d,0.02,0.01,10920,7589,10128,0.7493,False,False,6176,373,543,0.6869,1.0,0.6869
6bba_61dd1e0d,0.03,0.015,10920,6868,10128,0.6781,False,False,5357,339,543,0.6243,1.0,0.6243
6bba_61dd1e0d,0.05,0.025,10920,5705,10128,0.5633,False,False,4145,283,543,0.5212,1.0,0.5212
6bba_61ecbe65,0.0002,0.0001,6168,5872,5774,1.017,False,False,5073,469,614,0.7638,0.983,0.7509
6bba_61ecbe65,0.0005,0.00025,6168,5818,5774,1.0076,False,False,5000,469,614,0.7638,0.9924,0.758
6bba_61ecbe65,0.001,0.0005,6168,5729,5774,0.9922,False,False,4905,469,614,0.7638,1.0,0.7638
6bba_61ecbe65,0.002,0.001,6168,5589,5774,0.968,True,True,4755,468,614,0.7622,1.0,0.7622
6bba_61ecbe65,0.005,0.0025,6168,5345,5774,0.9257,True,True,4490,465,614,0.7573,1.0,0.7573
6bba_61ecbe65,0.01,0.005,6168,5093,5774,0.8821,False,False,4215,461,614,0.7508,1.0,0.7508
6bba_61ecbe65,0.015,0.0075,6168,4913,5774,0.8509,False,False,3982,453,614,0.7378,1.0,0.7378
6bba_61ecbe65,0.02,0.01,6168,4741,5774,0.8211,False,False,3768,449,614,0.7313,1.0,0.7313
6bba_61ecbe65,0.03,0.015,6168,4383,5774,0.7591,False,False,3328,441,614,0.7182,1.0,0.7182
6bba_61ecbe65,0.05,0.025,6168,3658,5774,0.6335,False,False,2580,415,614,0.6759,1.0,0.6759
6bba_6321a359,0.0002,0.0001,5601,5348,4821,1.1093,False,False,4736,706,798,0.8847,0.8907,0.788
6bba_6321a359,0.0005,0.00025,5601,5302,4821,1.0998,False,False,4662,705,798,0.8835,0.9002,0.7953
6bba_6321a359,0.001,0.0005,5601,5206,4821,1.0799,False,False,4557,704,798,0.8822,0.9201,0.8118
6bba_6321a359,0.002,0.001,5601,5059,4821,1.0494,False,False,4410,704,798,0.8822,0.9506,0.8387
6bba_6321a359,0.005,0.0025,5601,4838,4821,1.0035,False,False,4153,702,798,0.8797,0.9965,0.8766
6bba_6321a359,0.01,0.005,5601,4568,4821,0.9475,True,True,3896,695,798,0.8709,1.0,0.8709
6bba_6321a359,0.015,0.0075,5601,4426,4821,0.9181,True,True,3738,692,798,0.8672,1.0,0.8672
6bba_6321a359,0.02,0.01,5601,4308,4821,0.8936,False,False,3595,688,798,0.8622,1.0,0.8622
6bba_6321a359,0.03,0.015,5601,4068,4821,0.8438,False,False,3341,669,798,0.8383,1.0,0.8383
6bba_6321a359,0.05,0.025,5601,3666,4821,0.7604,False,False,2876,627,798,0.7857,1.0,0.7857
6bba_6479435d,0.0002,0.0001,28673,26724,23453,1.1395,False,False,22544,348,580,0.6,0.8605,0.5163
6bba_6479435d,0.0005,0.00025,28673,25758,23453,1.0983,False,False,21158,341,580,0.5879,0.9017,0.5301
6bba_6479435d,0.001,0.0005,28673,24206,23453,1.0321,False,False,19206,328,580,0.5655,0.9679,0.5474
6bba_6479435d,0.002,0.001,28673,21720,23453,0.9261,True,True,16341,293,580,0.5052,1.0,0.5052
6bba_6479435d,0.005,0.0025,28673,16486,23453,0.7029,False,False,11232,229,580,0.3948,1.0,0.3948
6bba_6479435d,0.01,0.005,28673,11661,23453,0.4972,False,False,7299,176,580,0.3034,1.0,0.3034
